LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEROME E HORTON
INGLEWOOD,2950067A,1149,162,N,1130,TOTAL,180,130
INGLEWOOD,2950072A,1150,162,N,966,POLLING PLACE,61,35
INGLEWOOD,2950072A,1150,162,N,0,VBM PORTION,48,35
INGLEWOOD,2950072A,1150,162,N,966,TOTAL,109,70
INGLEWOOD,2950073A,1151,160,N,888,POLLING PLACE,65,36
INGLEWOOD,2950073A,1151,160,N,0,VBM PORTION,68,52
INGLEWOOD,2950073A,1151,160,N,888,TOTAL,133,88
INGLEWOOD,2950075A,1152,162,N,1310,POLLING PLACE,85,45
INGLEWOOD,2950075A,1152,162,N,0,VBM PORTION,54,39
INGLEWOOD,2950075A,1152,162,N,1310,TOTAL,139,84
INGLEWOOD,2950076A,1153,162,N,1104,POLLING PLACE,77,49
INGLEWOOD,2950076A,1153,162,N,0,VBM PORTION,58,45
INGLEWOOD,2950076A,1153,162,N,1104,TOTAL,135,94
INGLEWOOD,2950080A,1154,160,N,957,POLLING PLACE,87,51
INGLEWOOD,2950080A,1154,160,N,0,VBM PORTION,43,20
INGLEWOOD,2950080A,1154,160,N,957,TOTAL,130,71
INGLEWOOD,2950084A,1155,160,N,808,POLLING PLACE,46,24
INGLEWOOD,2950084A,1155,160,N,0,VBM PORTION,44,22
INGLEWOOD,2950084A,1155,160,N,808,TOTAL,90,46
INGLEWOOD,2950087A,1156,160,N,968,POLLING PLACE,77,47
INGLEWOOD,2950087A,1156,160,N,0,VBM PORTION,85,53
INGLEWOOD,2950087A,1156,160,N,968,TOTAL,162,100
INGLEWOOD,2950088A,1157,160,N,1312,POLLING PLACE,172,97
INGLEWOOD,2950088A,1157,160,N,0,VBM PORTION,157,104
INGLEWOOD,2950088A,1157,160,N,1312,TOTAL,329,201
INGLEWOOD,2950090A,1158,114,N,229,POLLING PLACE,38,22
INGLEWOOD,2950090A,1158,114,N,0,VBM PORTION,35,26
INGLEWOOD,2950090A,1158,114,N,229,TOTAL,73,48
INGLEWOOD,2950092A,1159,162,N,995,POLLING PLACE,59,42
INGLEWOOD,2950092A,1159,162,N,0,VBM PORTION,48,29
INGLEWOOD,2950092A,1159,162,N,995,TOTAL,107,71
INGLEWOOD,2950095A,1160,162,N,935,POLLING PLACE,106,77
INGLEWOOD,2950095A,1160,162,N,0,VBM PORTION,78,57
INGLEWOOD,2950095A,1160,162,N,935,TOTAL,184,134
INGLEWOOD,2950141A,1161,162,N,641,POLLING PLACE,36,24
INGLEWOOD,2950141A,1161,162,N,0,VBM PORTION,20,17
INGLEWOOD,2950141A,1161,162,N,641,TOTAL,56,41
INGLEWOOD,2950146A,1162,162,N,921,POLLING PLACE,36,25
INGLEWOOD,2950146A,1162,162,N,0,VBM PORTION,31,20
INGLEWOOD,2950146A,1162,162,N,921,TOTAL,67,45
INGLEWOOD,2950146G,6074,163,Y,4,POLLING PLACE,0,0
INGLEWOOD,2950146G,6074,163,Y,0,VBM PORTION,1,1
INGLEWOOD,2950146G,6074,163,Y,4,TOTAL,1,1
INGLEWOOD,2950147A,1163,162,N,834,POLLING PLACE,61,38
INGLEWOOD,2950147A,1163,162,N,0,VBM PORTION,37,24
INGLEWOOD,2950147A,1163,162,N,834,TOTAL,98,62
INGLEWOOD,2950149A,1164,162,N,1173,POLLING PLACE,75,46
INGLEWOOD,2950149A,1164,162,N,0,VBM PORTION,52,39
INGLEWOOD,2950149A,1164,162,N,1173,TOTAL,127,85
INGLEWOOD,2950152A,1165,162,N,833,POLLING PLACE,165,121
INGLEWOOD,2950152A,1165,162,N,0,VBM PORTION,58,48
INGLEWOOD,2950152A,1165,162,N,833,TOTAL,223,169
IRWINDALE,3000003A,1166,66,N,765,POLLING PLACE,75,32
IRWINDALE,3000003A,1166,66,N,0,VBM PORTION,48,17
IRWINDALE,3000003A,1166,66,N,765,TOTAL,123,49
IRWINDALE,3000004A,6075,66,Y,174,POLLING PLACE,0,0
IRWINDALE,3000004A,6075,66,Y,0,VBM PORTION,11,6
IRWINDALE,3000004A,6075,66,Y,174,TOTAL,11,6
KINNELOA MESA,3080002A,1167,33,N,923,POLLING PLACE,94,41
KINNELOA MESA,3080002A,1167,33,N,0,VBM PORTION,171,65
KINNELOA MESA,3080002A,1167,33,N,923,TOTAL,265,106
LA CANADA FLINTRIDGE,3150001A,1168,47,N,1260,POLLING PLACE,163,49
LA CANADA FLINTRIDGE,3150001A,1168,47,N,0,VBM PORTION,216,83
LA CANADA FLINTRIDGE,3150001A,1168,47,N,1260,TOTAL,379,132
LA CANADA FLINTRIDGE,3150004A,1169,47,N,1374,POLLING PLACE,152,45
LA CANADA FLINTRIDGE,3150004A,1169,47,N,0,VBM PORTION,236,68
LA CANADA FLINTRIDGE,3150004A,1169,47,N,1374,TOTAL,388,113
LA CANADA FLINTRIDGE,3150009A,1170,47,N,1300,POLLING PLACE,141,54
LA CANADA FLINTRIDGE,3150009A,1170,47,N,0,VBM PORTION,193,83
LA CANADA FLINTRIDGE,3150009A,1170,47,N,1300,TOTAL,334,137
LA CANADA FLINTRIDGE,3150012A,1171,47,N,440,POLLING PLACE,51,17
LA CANADA FLINTRIDGE,3150012A,1171,47,N,0,VBM PORTION,81,27
LA CANADA FLINTRIDGE,3150012A,1171,47,N,440,TOTAL,132,44
LA CANADA FLINTRIDGE,3150012B,1172,47,N,857,POLLING PLACE,83,25
LA CANADA FLINTRIDGE,3150012B,1172,47,N,0,VBM PORTION,162,55
LA CANADA FLINTRIDGE,3150012B,1172,47,N,857,TOTAL,245,80
LA CANADA FLINTRIDGE,3150013A,1173,47,N,1259,POLLING PLACE,179,63
LA CANADA FLINTRIDGE,3150013A,1173,47,N,0,VBM PORTION,184,82
LA CANADA FLINTRIDGE,3150013A,1173,47,N,1259,TOTAL,363,145
LA CANADA FLINTRIDGE,3150016A,1174,47,N,1368,POLLING PLACE,164,61
LA CANADA FLINTRIDGE,3150016A,1174,47,N,0,VBM PORTION,157,56
LA CANADA FLINTRIDGE,3150016A,1174,47,N,1368,TOTAL,321,117
LA CANADA FLINTRIDGE,3150018A,1175,47,N,1017,POLLING PLACE,118,24
LA CANADA FLINTRIDGE,3150018A,1175,47,N,0,VBM PORTION,173,51
LA CANADA FLINTRIDGE,3150018A,1175,47,N,1017,TOTAL,291,75
LA CANADA FLINTRIDGE,3150021A,1176,47,N,1305,POLLING PLACE,100,27
LA CANADA FLINTRIDGE,3150021A,1176,47,N,0,VBM PORTION,248,82
LA CANADA FLINTRIDGE,3150021A,1176,47,N,1305,TOTAL,348,109
LA CANADA FLINTRIDGE,3150023A,1177,47,N,631,POLLING PLACE,75,21
LA CANADA FLINTRIDGE,3150023A,1177,47,N,0,VBM PORTION,98,29
LA CANADA FLINTRIDGE,3150023A,1177,47,N,631,TOTAL,173,50
LA CANADA FLINTRIDGE,3150025A,1178,47,N,1043,POLLING PLACE,114,23
LA CANADA FLINTRIDGE,3150025A,1178,47,N,0,VBM PORTION,177,50
LA CANADA FLINTRIDGE,3150025A,1178,47,N,1043,TOTAL,291,73
LA CANADA FLINTRIDGE,3150037A,1179,47,N,1253,POLLING PLACE,133,38
LA CANADA FLINTRIDGE,3150037A,1179,47,N,0,VBM PORTION,181,53
LA CANADA FLINTRIDGE,3150037A,1179,47,N,1253,TOTAL,314,91
LA CANADA FLINTRIDGE,3150060A,1180,47,N,1412,POLLING PLACE,172,59
LA CANADA FLINTRIDGE,3150060A,1180,47,N,0,VBM PORTION,204,71
LA CANADA FLINTRIDGE,3150060A,1180,47,N,1412,TOTAL,376,130
LA CRESCENTA,3200001A,1181,47,N,943,POLLING PLACE,104,34
LA CRESCENTA,3200001A,1181,47,N,0,VBM PORTION,108,41
LA CRESCENTA,3200001A,1181,47,N,943,TOTAL,212,75
LA CRESCENTA,3200004A,1182,47,N,753,POLLING PLACE,118,37
LA CRESCENTA,3200004A,1182,47,N,0,VBM PORTION,110,43
LA CRESCENTA,3200004A,1182,47,N,753,TOTAL,228,80
LA CRESCENTA,3200006C,1183,47,N,1236,POLLING PLACE,87,35
LA CRESCENTA,3200006C,1183,47,N,0,VBM PORTION,104,36
LA CRESCENTA,3200006C,1183,47,N,1236,TOTAL,191,71
LA CRESCENTA,3200008B,1184,47,N,1296,POLLING PLACE,153,52
LA CRESCENTA,3200008B,1184,47,N,0,VBM PORTION,158,60
LA CRESCENTA,3200008B,1184,47,N,1296,TOTAL,311,112
LA CRESCENTA,3200010A,1185,47,N,1205,POLLING PLACE,154,47
LA CRESCENTA,3200010A,1185,47,N,0,VBM PORTION,145,66
LA CRESCENTA,3200010A,1185,47,N,1205,TOTAL,299,113
LA CRESCENTA,3200014A,1186,47,N,889,POLLING PLACE,119,46
LA CRESCENTA,3200014A,1186,47,N,0,VBM PORTION,103,37
LA CRESCENTA,3200014A,1186,47,N,889,TOTAL,222,83
LA CRESCENTA,3200014B,1187,47,N,1197,POLLING PLACE,105,45
LA CRESCENTA,3200014B,1187,47,N,0,VBM PORTION,107,42
LA CRESCENTA,3200014B,1187,47,N,1197,TOTAL,212,87
LA CRESCENTA,3200019A,1188,47,N,1283,POLLING PLACE,127,54
LA CRESCENTA,3200019A,1188,47,N,0,VBM PORTION,104,42
LA CRESCENTA,3200019A,1188,47,N,1283,TOTAL,231,96
LA HABRA HEIGHTS,3230001A,1189,133,N,535,POLLING PLACE,72,28
LA HABRA HEIGHTS,3230001A,1189,133,N,0,VBM PORTION,69,21
LA HABRA HEIGHTS,3230001A,1189,133,N,535,TOTAL,141,49
LA HABRA HEIGHTS,3230003A,1190,133,N,929,POLLING PLACE,114,38
LA HABRA HEIGHTS,3230003A,1190,133,N,0,VBM PORTION,134,56
LA HABRA HEIGHTS,3230003A,1190,133,N,929,TOTAL,248,94
LA HABRA HEIGHTS,3230004A,1191,133,N,1023,POLLING PLACE,97,31
LA HABRA HEIGHTS,3230004A,1191,133,N,0,VBM PORTION,169,45
LA HABRA HEIGHTS,3230004A,1191,133,N,1023,TOTAL,266,76
LA HABRA HEIGHTS,3230006A,1192,133,N,919,POLLING PLACE,89,26
LA HABRA HEIGHTS,3230006A,1192,133,N,0,VBM PORTION,129,34
LA HABRA HEIGHTS,3230006A,1192,133,N,919,TOTAL,218,60
LA HABRA HEIGHTS,3230009A,1193,133,N,373,POLLING PLACE,57,16
LA HABRA HEIGHTS,3230009A,1193,133,N,0,VBM PORTION,52,9
LA HABRA HEIGHTS,3230009A,1193,133,N,373,TOTAL,109,25
LA MIRADA,3300001A,1194,132,N,1053,POLLING PLACE,103,37
LA MIRADA,3300001A,1194,132,N,0,VBM PORTION,94,42
LA MIRADA,3300001A,1194,132,N,1053,TOTAL,197,79
LA MIRADA,3300003A,1195,132,N,1259,POLLING PLACE,139,52
LA MIRADA,3300003A,1195,132,N,0,VBM PORTION,95,43
LA MIRADA,3300003A,1195,132,N,1259,TOTAL,234,95
LA MIRADA,3300006A,1196,132,N,1010,POLLING PLACE,103,44
LA MIRADA,3300006A,1196,132,N,0,VBM PORTION,145,63
LA MIRADA,3300006A,1196,132,N,1010,TOTAL,248,107
LA MIRADA,3300007A,1197,132,N,1237,POLLING PLACE,127,53
LA MIRADA,3300007A,1197,132,N,0,VBM PORTION,106,33
LA MIRADA,3300007A,1197,132,N,1237,TOTAL,233,86
LA MIRADA,3300008C,1198,132,N,1048,POLLING PLACE,93,32
LA MIRADA,3300008C,1198,132,N,0,VBM PORTION,84,36
LA MIRADA,3300008C,1198,132,N,1048,TOTAL,177,68
LA MIRADA,3300009A,1199,132,N,706,POLLING PLACE,49,15
LA MIRADA,3300009A,1199,132,N,0,VBM PORTION,35,18
LA MIRADA,3300009A,1199,132,N,706,TOTAL,84,33
LA MIRADA,3300010A,1200,132,N,1363,POLLING PLACE,94,37
LA MIRADA,3300010A,1200,132,N,0,VBM PORTION,119,53
LA MIRADA,3300010A,1200,132,N,1363,TOTAL,213,90
LA MIRADA,3300014A,1201,132,N,1058,POLLING PLACE,60,28
LA MIRADA,3300014A,1201,132,N,0,VBM PORTION,96,48
LA MIRADA,3300014A,1201,132,N,1058,TOTAL,156,76
LA MIRADA,3300015A,1202,132,N,1178,POLLING PLACE,113,39
LA MIRADA,3300015A,1202,132,N,0,VBM PORTION,89,36
LA MIRADA,3300015A,1202,132,N,1178,TOTAL,202,75
LA MIRADA,3300017A,1203,132,N,1058,POLLING PLACE,102,33
LA MIRADA,3300017A,1203,132,N,0,VBM PORTION,143,39
LA MIRADA,3300017A,1203,132,N,1058,TOTAL,245,72
LA MIRADA,3300019A,1204,132,N,795,POLLING PLACE,89,28
LA MIRADA,3300019A,1204,132,N,0,VBM PORTION,92,27
LA MIRADA,3300019A,1204,132,N,795,TOTAL,181,55
LA MIRADA,3300020A,1205,132,N,906,POLLING PLACE,83,35
LA MIRADA,3300020A,1205,132,N,0,VBM PORTION,66,24
LA MIRADA,3300020A,1205,132,N,906,TOTAL,149,59
LA MIRADA,3300022A,1206,132,N,710,POLLING PLACE,47,19
LA MIRADA,3300022A,1206,132,N,0,VBM PORTION,61,21
LA MIRADA,3300022A,1206,132,N,710,TOTAL,108,40
LA MIRADA,3300023A,1207,132,N,925,POLLING PLACE,71,19
LA MIRADA,3300023A,1207,132,N,0,VBM PORTION,63,20
LA MIRADA,3300023A,1207,132,N,925,TOTAL,134,39
LA MIRADA,3300025A,1208,132,N,783,POLLING PLACE,79,28
LA MIRADA,3300025A,1208,132,N,0,VBM PORTION,44,13
LA MIRADA,3300025A,1208,132,N,783,TOTAL,123,41
LA MIRADA,3300026A,1209,132,N,857,POLLING PLACE,71,20
LA MIRADA,3300026A,1209,132,N,0,VBM PORTION,74,25
LA MIRADA,3300026A,1209,132,N,857,TOTAL,145,45
LA MIRADA,3300029A,1210,132,N,1057,POLLING PLACE,109,41
LA MIRADA,3300029A,1210,132,N,0,VBM PORTION,71,28
LA MIRADA,3300029A,1210,132,N,1057,TOTAL,180,69
LA MIRADA,3300034A,1211,132,N,1286,POLLING PLACE,95,32
LA MIRADA,3300034A,1211,132,N,0,VBM PORTION,109,58
LA MIRADA,3300034A,1211,132,N,1286,TOTAL,204,90
LA MIRADA,3300040A,1212,132,N,1024,POLLING PLACE,66,22
LA MIRADA,3300040A,1212,132,N,0,VBM PORTION,103,37
LA MIRADA,3300040A,1212,132,N,1024,TOTAL,169,59
LA MIRADA,3300042A,1213,132,N,1165,POLLING PLACE,64,25
LA MIRADA,3300042A,1213,132,N,0,VBM PORTION,114,41
LA MIRADA,3300042A,1213,132,N,1165,TOTAL,178,66
LA MIRADA,3300044A,1214,132,N,1222,POLLING PLACE,92,31
LA MIRADA,3300044A,1214,132,N,0,VBM PORTION,111,43
LA MIRADA,3300044A,1214,132,N,1222,TOTAL,203,74
LA MIRADA,3300045A,1215,132,N,1206,POLLING PLACE,177,63
LA MIRADA,3300045A,1215,132,N,0,VBM PORTION,128,38
LA MIRADA,3300045A,1215,132,N,1206,TOTAL,305,101
LA MIRADA,3300056A,1216,132,N,572,POLLING PLACE,130,39
LA MIRADA,3300056A,1216,132,N,0,VBM PORTION,143,56
LA MIRADA,3300056A,1216,132,N,572,TOTAL,273,95
LA MIRADA,3300070A,1217,132,N,1112,POLLING PLACE,85,35
LA MIRADA,3300070A,1217,132,N,0,VBM PORTION,71,28
LA MIRADA,3300070A,1217,132,N,1112,TOTAL,156,63
LA MIRADA,3300072A,1218,132,N,1320,POLLING PLACE,110,54
LA MIRADA,3300072A,1218,132,N,0,VBM PORTION,106,52
LA MIRADA,3300072A,1218,132,N,1320,TOTAL,216,106
LA MIRADA,3300073A,1219,132,N,1237,POLLING PLACE,68,30
LA MIRADA,3300073A,1219,132,N,0,VBM PORTION,58,24
LA MIRADA,3300073A,1219,132,N,1237,TOTAL,126,54
LA PUENTE,3330001A,1220,123,N,1186,POLLING PLACE,104,56
LA PUENTE,3330001A,1220,123,N,0,VBM PORTION,41,24
LA PUENTE,3330001A,1220,123,N,1186,TOTAL,145,80
LA PUENTE,3330002C,1221,123,N,462,POLLING PLACE,25,10
LA PUENTE,3330002C,1221,123,N,0,VBM PORTION,18,9
LA PUENTE,3330002C,1221,123,N,462,TOTAL,43,19
LA PUENTE,3330003E,1222,123,N,695,POLLING PLACE,49,23
LA PUENTE,3330003E,1222,123,N,0,VBM PORTION,38,20
LA PUENTE,3330003E,1222,123,N,695,TOTAL,87,43
LA PUENTE,3330004A,1223,123,N,1374,POLLING PLACE,78,38
LA PUENTE,3330004A,1223,123,N,0,VBM PORTION,91,40
LA PUENTE,3330004A,1223,123,N,1374,TOTAL,169,78
LA PUENTE,3330008A,1224,123,N,1089,POLLING PLACE,76,38
LA PUENTE,3330008A,1224,123,N,0,VBM PORTION,48,26
LA PUENTE,3330008A,1224,123,N,1089,TOTAL,124,64
LA PUENTE,3330009A,1225,123,N,1048,POLLING PLACE,52,19
LA PUENTE,3330009A,1225,123,N,0,VBM PORTION,45,27
LA PUENTE,3330009A,1225,123,N,1048,TOTAL,97,46
LA PUENTE,3330012A,1226,123,N,1208,POLLING PLACE,44,23
LA PUENTE,3330012A,1226,123,N,0,VBM PORTION,51,22
LA PUENTE,3330012A,1226,123,N,1208,TOTAL,95,45
LA PUENTE,3330013B,1227,123,N,980,POLLING PLACE,61,31
LA PUENTE,3330013B,1227,123,N,0,VBM PORTION,38,21
LA PUENTE,3330013B,1227,123,N,980,TOTAL,99,52
LA PUENTE,3330017A,1228,123,N,1201,POLLING PLACE,65,44
LA PUENTE,3330017A,1228,123,N,0,VBM PORTION,60,34
LA PUENTE,3330017A,1228,123,N,1201,TOTAL,125,78
LA PUENTE,3330018A,1229,123,N,1215,POLLING PLACE,55,19
LA PUENTE,3330018A,1229,123,N,0,VBM PORTION,38,22
LA PUENTE,3330018A,1229,123,N,1215,TOTAL,93,41
LA PUENTE,3330019C,1230,123,N,1092,POLLING PLACE,65,35
LA PUENTE,3330019C,1230,123,N,0,VBM PORTION,50,24
LA PUENTE,3330019C,1230,123,N,1092,TOTAL,115,59
LA PUENTE,3330020A,1231,123,N,1055,POLLING PLACE,46,24
LA PUENTE,3330020A,1231,123,N,0,VBM PORTION,51,24
LA PUENTE,3330020A,1231,123,N,1055,TOTAL,97,48
LA PUENTE,3330020B,1232,123,N,1004,POLLING PLACE,74,34
LA PUENTE,3330020B,1232,123,N,0,VBM PORTION,48,20
LA PUENTE,3330020B,1232,123,N,1004,TOTAL,122,54
LA PUENTE,3330021A,1233,123,N,1121,POLLING PLACE,88,46
LA PUENTE,3330021A,1233,123,N,0,VBM PORTION,48,31
LA PUENTE,3330021A,1233,123,N,1121,TOTAL,136,77
LA PUENTE,3330040C,1234,123,N,1072,POLLING PLACE,79,37
LA PUENTE,3330040C,1234,123,N,0,VBM PORTION,71,24
LA PUENTE,3330040C,1234,123,N,1072,TOTAL,150,61
LA RAMBLA,3350001A,1235,190,N,1042,POLLING PLACE,83,38
LA RAMBLA,3350001A,1235,190,N,0,VBM PORTION,68,22
LA RAMBLA,3350001A,1235,190,N,1042,TOTAL,151,60
LA VERNE,3400001A,1236,35,N,925,POLLING PLACE,110,52
LA VERNE,3400001A,1236,35,N,0,VBM PORTION,99,31
LA VERNE,3400001A,1236,35,N,925,TOTAL,209,83
LA VERNE,3400002A,1237,35,N,1037,POLLING PLACE,60,23
LA VERNE,3400002A,1237,35,N,0,VBM PORTION,57,24
LA VERNE,3400002A,1237,35,N,1037,TOTAL,117,47
LA VERNE,3400003A,1238,35,N,901,POLLING PLACE,88,29
LA VERNE,3400003A,1238,35,N,0,VBM PORTION,74,39
LA VERNE,3400003A,1238,35,N,901,TOTAL,162,68
LA VERNE,3400005A,1239,35,N,933,POLLING PLACE,114,45
LA VERNE,3400005A,1239,35,N,0,VBM PORTION,64,33
LA VERNE,3400005A,1239,35,N,933,TOTAL,178,78
LA VERNE,3400006A,1240,35,N,826,POLLING PLACE,72,29
LA VERNE,3400006A,1240,35,N,0,VBM PORTION,57,30
LA VERNE,3400006A,1240,35,N,826,TOTAL,129,59
LA VERNE,3400008A,1241,35,N,933,POLLING PLACE,123,26
LA VERNE,3400008A,1241,35,N,0,VBM PORTION,119,36
LA VERNE,3400008A,1241,35,N,933,TOTAL,242,62
LA VERNE,3400009A,1242,35,N,928,POLLING PLACE,104,39
LA VERNE,3400009A,1242,35,N,0,VBM PORTION,69,26
LA VERNE,3400009A,1242,35,N,928,TOTAL,173,65
LA VERNE,3400010A,1243,35,N,702,POLLING PLACE,75,22
LA VERNE,3400010A,1243,35,N,0,VBM PORTION,75,20
LA VERNE,3400010A,1243,35,N,702,TOTAL,150,42
LA VERNE,3400011A,1244,35,N,993,POLLING PLACE,94,39
LA VERNE,3400011A,1244,35,N,0,VBM PORTION,49,22
LA VERNE,3400011A,1244,35,N,993,TOTAL,143,61
LA VERNE,3400012A,1245,35,N,758,POLLING PLACE,68,29
LA VERNE,3400012A,1245,35,N,0,VBM PORTION,50,24
LA VERNE,3400012A,1245,35,N,758,TOTAL,118,53
LA VERNE,3400014A,1246,35,N,599,POLLING PLACE,61,23
LA VERNE,3400014A,1246,35,N,0,VBM PORTION,59,21
LA VERNE,3400014A,1246,35,N,599,TOTAL,120,44
LA VERNE,3400015A,1247,35,N,749,POLLING PLACE,140,41
LA VERNE,3400015A,1247,35,N,0,VBM PORTION,144,56
LA VERNE,3400015A,1247,35,N,749,TOTAL,284,97
LA VERNE,3400016A,1248,35,N,907,POLLING PLACE,96,30
LA VERNE,3400016A,1248,35,N,0,VBM PORTION,119,52
LA VERNE,3400016A,1248,35,N,907,TOTAL,215,82
LA VERNE,3400017A,1249,35,N,792,POLLING PLACE,95,25
LA VERNE,3400017A,1249,35,N,0,VBM PORTION,92,22
LA VERNE,3400017A,1249,35,N,792,TOTAL,187,47
LA VERNE,3400018A,1250,35,N,1198,POLLING PLACE,109,35
LA VERNE,3400018A,1250,35,N,0,VBM PORTION,177,62
LA VERNE,3400018A,1250,35,N,1198,TOTAL,286,97
LA VERNE,3400019A,1251,35,N,927,POLLING PLACE,142,46
LA VERNE,3400019A,1251,35,N,0,VBM PORTION,124,37
LA VERNE,3400019A,1251,35,N,927,TOTAL,266,83
LA VERNE,3400021A,1252,35,N,1042,POLLING PLACE,207,71
LA VERNE,3400021A,1252,35,N,0,VBM PORTION,141,49
LA VERNE,3400021A,1252,35,N,1042,TOTAL,348,120
LA VERNE,3400022A,1253,35,N,751,POLLING PLACE,154,55
LA VERNE,3400022A,1253,35,N,0,VBM PORTION,138,50
LA VERNE,3400022A,1253,35,N,751,TOTAL,292,105
LA VERNE,3400023A,1254,35,N,1046,POLLING PLACE,98,42
LA VERNE,3400023A,1254,35,N,0,VBM PORTION,82,21
LA VERNE,3400023A,1254,35,N,1046,TOTAL,180,63
LA VERNE,3400024A,1255,35,N,955,POLLING PLACE,132,36
LA VERNE,3400024A,1255,35,N,0,VBM PORTION,73,32
LA VERNE,3400024A,1255,35,N,955,TOTAL,205,68
LA VERNE,3400025A,1256,35,N,885,POLLING PLACE,101,30
LA VERNE,3400025A,1256,35,N,0,VBM PORTION,55,23
LA VERNE,3400025A,1256,35,N,885,TOTAL,156,53
LA VERNE,3400052A,1257,35,N,944,POLLING PLACE,136,36
LA VERNE,3400052A,1257,35,N,0,VBM PORTION,113,49
LA VERNE,3400052A,1257,35,N,944,TOTAL,249,85
LA VERNE,3400053A,1258,35,N,801,POLLING PLACE,83,27
LA VERNE,3400053A,1258,35,N,0,VBM PORTION,73,31
LA VERNE,3400053A,1258,35,N,801,TOTAL,156,58
LADERA HEIGHTS,3430001A,1259,114,N,767,POLLING PLACE,86,48
LADERA HEIGHTS,3430001A,1259,114,N,0,VBM PORTION,66,37
LADERA HEIGHTS,3430001A,1259,114,N,767,TOTAL,152,85
LADERA HEIGHTS,3430003A,1260,114,N,1163,POLLING PLACE,198,117
LADERA HEIGHTS,3430003A,1260,114,N,0,VBM PORTION,131,69
LADERA HEIGHTS,3430003A,1260,114,N,1163,TOTAL,329,186
LADERA HEIGHTS,3430003D,6077,115,Y,1,POLLING PLACE,0,0
LADERA HEIGHTS,3430003D,6077,115,Y,0,VBM PORTION,0,0
LADERA HEIGHTS,3430003D,6077,115,Y,1,TOTAL,0,0
LADERA HEIGHTS,3430004A,1261,114,N,1270,POLLING PLACE,221,122
LADERA HEIGHTS,3430004A,1261,114,N,0,VBM PORTION,184,100
LADERA HEIGHTS,3430004A,1261,114,N,1270,TOTAL,405,222
LADERA HEIGHTS,3430007A,1262,114,N,1368,POLLING PLACE,178,114
LADERA HEIGHTS,3430007A,1262,114,N,0,VBM PORTION,163,76
LADERA HEIGHTS,3430007A,1262,114,N,1368,TOTAL,341,190
LADERA HEIGHTS,3430018A,1263,114,N,543,POLLING PLACE,76,41
LADERA HEIGHTS,3430018A,1263,114,N,0,VBM PORTION,50,33
LADERA HEIGHTS,3430018A,1263,114,N,543,TOTAL,126,74
LADERA HEIGHTS,3430020A,1264,114,N,867,POLLING PLACE,80,43
LADERA HEIGHTS,3430020A,1264,114,N,0,VBM PORTION,109,63
LADERA HEIGHTS,3430020A,1264,114,N,867,TOTAL,189,106
LADERA HEIGHTS,3430100C,6078,116,Y,56,POLLING PLACE,0,0
LADERA HEIGHTS,3430100C,6078,116,Y,0,VBM PORTION,7,4
LADERA HEIGHTS,3430100C,6078,116,Y,56,TOTAL,7,4
LAKEWOOD,3450001A,1265,169,N,863,POLLING PLACE,88,41
LAKEWOOD,3450001A,1265,169,N,0,VBM PORTION,53,22
LAKEWOOD,3450001A,1265,169,N,863,TOTAL,141,63
LAKEWOOD,3450002A,1266,166,N,1117,POLLING PLACE,95,41
LAKEWOOD,3450002A,1266,166,N,0,VBM PORTION,78,43
LAKEWOOD,3450002A,1266,166,N,1117,TOTAL,173,84
LAKEWOOD,3450003A,1267,166,N,823,POLLING PLACE,82,41
LAKEWOOD,3450003A,1267,166,N,0,VBM PORTION,58,25
LAKEWOOD,3450003A,1267,166,N,823,TOTAL,140,66
LAKEWOOD,3450004A,1268,166,N,951,POLLING PLACE,82,23
LAKEWOOD,3450004A,1268,166,N,0,VBM PORTION,78,24
LAKEWOOD,3450004A,1268,166,N,951,TOTAL,160,47
LAKEWOOD,3450007A,1269,169,N,960,POLLING PLACE,103,35
LAKEWOOD,3450007A,1269,169,N,0,VBM PORTION,49,23
LAKEWOOD,3450007A,1269,169,N,960,TOTAL,152,58
LAKEWOOD,3450008A,1270,166,N,876,POLLING PLACE,69,18
LAKEWOOD,3450008A,1270,166,N,0,VBM PORTION,58,33
LAKEWOOD,3450008A,1270,166,N,876,TOTAL,127,51
LAKEWOOD,3450009A,1271,166,N,874,POLLING PLACE,81,34
LAKEWOOD,3450009A,1271,166,N,0,VBM PORTION,61,36
LAKEWOOD,3450009A,1271,166,N,874,TOTAL,142,70
LAKEWOOD,3450010A,1272,166,N,1191,POLLING PLACE,137,48
LAKEWOOD,3450010A,1272,166,N,0,VBM PORTION,112,44
LAKEWOOD,3450010A,1272,166,N,1191,TOTAL,249,92
LAKEWOOD,3450013A,1273,169,N,1064,POLLING PLACE,74,34
LAKEWOOD,3450013A,1273,169,N,0,VBM PORTION,106,46
LAKEWOOD,3450013A,1273,169,N,1064,TOTAL,180,80
LAKEWOOD,3450013B,1274,169,N,1258,POLLING PLACE,111,29
LAKEWOOD,3450013B,1274,169,N,0,VBM PORTION,108,43
LAKEWOOD,3450013B,1274,169,N,1258,TOTAL,219,72
LAKEWOOD,3450016A,1275,166,N,1144,POLLING PLACE,102,39
LAKEWOOD,3450016A,1275,166,N,0,VBM PORTION,87,30
LAKEWOOD,3450016A,1275,166,N,1144,TOTAL,189,69
LAKEWOOD,3450019A,1276,166,N,1248,POLLING PLACE,116,54
