LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TODD S ROGERS,BOB OLMSTED,JIM MCDONNELL,LOU VINCE,PAUL TANAKA,JAMES HELLMOLD,PATRICK L GOMEZ
LONG BEACH,3850549A,1620,192,N,1586,POLLING PLACE,164,3,9,115,4,10,2,2
LONG BEACH,3850549A,1620,192,N,0,VBM PORTION,255,7,11,168,8,19,2,7
LONG BEACH,3850549A,1620,192,N,1586,TOTAL,419,10,20,283,12,29,4,9
LONG BEACH,3850551B,1621,171,N,802,POLLING PLACE,51,3,2,27,1,4,2,7
LONG BEACH,3850551B,1621,171,N,0,VBM PORTION,42,0,2,30,1,3,1,2
LONG BEACH,3850551B,1621,171,N,802,TOTAL,93,3,4,57,2,7,3,9
LONG BEACH,3850552A,1622,171,N,695,POLLING PLACE,56,4,4,28,0,9,3,2
LONG BEACH,3850552A,1622,171,N,0,VBM PORTION,37,1,0,25,0,2,0,3
LONG BEACH,3850552A,1622,171,N,695,TOTAL,93,5,4,53,0,11,3,5
LONG BEACH,3850552B,1623,171,N,847,POLLING PLACE,71,4,7,29,2,7,2,7
LONG BEACH,3850552B,1623,171,N,0,VBM PORTION,43,2,2,19,4,3,3,5
LONG BEACH,3850552B,1623,171,N,847,TOTAL,114,6,9,48,6,10,5,12
LONG BEACH,3850553A,1624,171,N,1123,POLLING PLACE,67,1,2,29,0,6,2,13
LONG BEACH,3850553A,1624,171,N,0,VBM PORTION,70,1,1,34,6,10,3,2
LONG BEACH,3850553A,1624,171,N,1123,TOTAL,137,2,3,63,6,16,5,15
LONG BEACH,3850554A,1625,172,N,702,POLLING PLACE,35,4,1,22,0,3,1,2
LONG BEACH,3850554A,1625,172,N,0,VBM PORTION,50,4,3,30,2,5,0,3
LONG BEACH,3850554A,1625,172,N,702,TOTAL,85,8,4,52,2,8,1,5
LONG BEACH,3850558B,1626,192,N,926,POLLING PLACE,96,4,4,62,4,10,3,3
LONG BEACH,3850558B,1626,192,N,0,VBM PORTION,95,4,9,58,1,6,3,2
LONG BEACH,3850558B,1626,192,N,926,TOTAL,191,8,13,120,5,16,6,5
LONG BEACH,3850559A,1627,192,N,1378,POLLING PLACE,170,19,5,111,3,10,2,9
LONG BEACH,3850559A,1627,192,N,0,VBM PORTION,177,14,4,112,7,13,3,1
LONG BEACH,3850559A,1627,192,N,1378,TOTAL,347,33,9,223,10,23,5,10
LONG BEACH,3850562A,1628,192,N,1172,POLLING PLACE,282,2,9,211,7,15,9,2
LONG BEACH,3850562A,1628,192,N,0,VBM PORTION,248,3,14,172,6,20,6,0
LONG BEACH,3850562A,1628,192,N,1172,TOTAL,530,5,23,383,13,35,15,2
LONG BEACH,3850563A,1629,192,N,959,POLLING PLACE,138,4,4,105,2,10,1,2
LONG BEACH,3850563A,1629,192,N,0,VBM PORTION,127,3,7,85,5,5,3,0
LONG BEACH,3850563A,1629,192,N,959,TOTAL,265,7,11,190,7,15,4,2
LONG BEACH,3850564B,1630,192,N,921,POLLING PLACE,108,4,2,78,2,12,1,2
LONG BEACH,3850564B,1630,192,N,0,VBM PORTION,87,3,1,58,3,4,3,4
LONG BEACH,3850564B,1630,192,N,921,TOTAL,195,7,3,136,5,16,4,6
LONG BEACH,3850568A,1631,192,N,968,POLLING PLACE,126,5,4,83,0,9,3,7
LONG BEACH,3850568A,1631,192,N,0,VBM PORTION,99,3,1,65,2,5,5,3
LONG BEACH,3850568A,1631,192,N,968,TOTAL,225,8,5,148,2,14,8,10
LONG BEACH,3850572A,1632,192,N,1271,POLLING PLACE,101,2,3,74,0,7,3,4
LONG BEACH,3850572A,1632,192,N,0,VBM PORTION,125,3,2,82,3,13,5,4
LONG BEACH,3850572A,1632,192,N,1271,TOTAL,226,5,5,156,3,20,8,8
LONG BEACH,3850577A,1633,192,N,1466,POLLING PLACE,71,3,7,40,0,2,2,4
LONG BEACH,3850577A,1633,192,N,0,VBM PORTION,71,6,1,45,1,3,3,0
LONG BEACH,3850577A,1633,192,N,1466,TOTAL,142,9,8,85,1,5,5,4
LONG BEACH,3850591A,1634,192,N,1027,POLLING PLACE,71,2,2,41,3,5,1,7
LONG BEACH,3850591A,1634,192,N,0,VBM PORTION,56,1,2,34,0,4,3,5
LONG BEACH,3850591A,1634,192,N,1027,TOTAL,127,3,4,75,3,9,4,12
LONG BEACH,3850593A,1635,192,N,800,POLLING PLACE,47,2,3,22,3,6,3,3
LONG BEACH,3850593A,1635,192,N,0,VBM PORTION,21,0,1,8,2,1,1,2
LONG BEACH,3850593A,1635,192,N,800,TOTAL,68,2,4,30,5,7,4,5
LONG BEACH,3850594A,1636,192,N,1294,POLLING PLACE,85,1,4,46,2,11,1,12
LONG BEACH,3850594A,1636,192,N,0,VBM PORTION,84,8,1,50,7,4,3,3
LONG BEACH,3850594A,1636,192,N,1294,TOTAL,169,9,5,96,9,15,4,15
LONG BEACH,3850610A,1637,192,N,1074,POLLING PLACE,102,6,5,57,2,11,1,4
LONG BEACH,3850610A,1637,192,N,0,VBM PORTION,78,0,6,49,2,3,9,1
LONG BEACH,3850610A,1637,192,N,1074,TOTAL,180,6,11,106,4,14,10,5
LONG BEACH,3850611A,1638,192,N,1214,POLLING PLACE,69,1,1,47,0,7,4,1
LONG BEACH,3850611A,1638,192,N,0,VBM PORTION,72,2,0,40,4,10,0,5
LONG BEACH,3850611A,1638,192,N,1214,TOTAL,141,3,1,87,4,17,4,6
LONG BEACH,3850614A,1639,192,N,1044,POLLING PLACE,57,2,1,37,4,2,0,7
LONG BEACH,3850614A,1639,192,N,0,VBM PORTION,50,1,2,28,1,5,2,2
LONG BEACH,3850614A,1639,192,N,1044,TOTAL,107,3,3,65,5,7,2,9
LONG BEACH,3850616A,1640,192,N,1125,POLLING PLACE,80,1,5,55,6,4,3,0
LONG BEACH,3850616A,1640,192,N,0,VBM PORTION,95,5,2,45,9,9,5,4
LONG BEACH,3850616A,1640,192,N,1125,TOTAL,175,6,7,100,15,13,8,4
LONG BEACH,3850617A,1641,192,N,918,POLLING PLACE,79,2,4,43,6,7,2,5
LONG BEACH,3850617A,1641,192,N,0,VBM PORTION,100,5,8,58,2,8,1,0
LONG BEACH,3850617A,1641,192,N,918,TOTAL,179,7,12,101,8,15,3,5
LONG BEACH,3850618A,1642,192,N,943,POLLING PLACE,72,5,5,41,2,6,3,2
LONG BEACH,3850618A,1642,192,N,0,VBM PORTION,70,0,1,55,1,2,3,2
LONG BEACH,3850618A,1642,192,N,943,TOTAL,142,5,6,96,3,8,6,4
LONG BEACH,3850620A,1643,192,N,1134,POLLING PLACE,110,4,8,62,6,6,5,4
LONG BEACH,3850620A,1643,192,N,0,VBM PORTION,75,2,1,42,4,8,1,6
LONG BEACH,3850620A,1643,192,N,1134,TOTAL,185,6,9,104,10,14,6,10
LONG BEACH,3850621A,1644,192,N,835,POLLING PLACE,51,2,1,31,1,4,4,3
LONG BEACH,3850621A,1644,192,N,0,VBM PORTION,44,2,5,21,4,3,1,0
LONG BEACH,3850621A,1644,192,N,835,TOTAL,95,4,6,52,5,7,5,3
LONG BEACH,3850624A,1645,192,N,846,POLLING PLACE,42,2,2,28,0,2,1,1
LONG BEACH,3850624A,1645,192,N,0,VBM PORTION,65,4,1,50,2,0,2,0
LONG BEACH,3850624A,1645,192,N,846,TOTAL,107,6,3,78,2,2,3,1
LONG BEACH,3850625A,1646,192,N,1169,POLLING PLACE,70,2,3,54,1,5,1,0
LONG BEACH,3850625A,1646,192,N,0,VBM PORTION,101,0,3,68,3,6,2,1
LONG BEACH,3850625A,1646,192,N,1169,TOTAL,171,2,6,122,4,11,3,1
LONG BEACH,3850630C,1647,192,N,749,POLLING PLACE,132,4,6,95,3,8,6,2
LONG BEACH,3850630C,1647,192,N,0,VBM PORTION,109,1,9,70,8,6,3,1
LONG BEACH,3850630C,1647,192,N,749,TOTAL,241,5,15,165,11,14,9,3
LONG BEACH,3850632B,1648,192,N,837,POLLING PLACE,118,5,8,89,2,4,4,0
LONG BEACH,3850632B,1648,192,N,0,VBM PORTION,94,3,6,61,2,5,4,0
LONG BEACH,3850632B,1648,192,N,837,TOTAL,212,8,14,150,4,9,8,0
LONG BEACH,3850636A,1649,192,N,972,POLLING PLACE,149,3,8,99,2,12,1,1
LONG BEACH,3850636A,1649,192,N,0,VBM PORTION,143,1,4,94,4,15,2,5
LONG BEACH,3850636A,1649,192,N,972,TOTAL,292,4,12,193,6,27,3,6
LONG BEACH,3850637A,1650,189,N,847,POLLING PLACE,144,2,7,104,2,6,2,4
LONG BEACH,3850637A,1650,189,N,0,VBM PORTION,124,4,7,89,0,5,2,1
LONG BEACH,3850637A,1650,189,N,847,TOTAL,268,6,14,193,2,11,4,5
LONG BEACH,3850639A,1651,189,N,997,POLLING PLACE,196,9,9,140,2,8,3,1
LONG BEACH,3850639A,1651,189,N,0,VBM PORTION,128,1,6,86,4,10,3,0
LONG BEACH,3850639A,1651,189,N,997,TOTAL,324,10,15,226,6,18,6,1
LONG BEACH,3850645A,1652,189,N,852,POLLING PLACE,13,1,0,9,1,0,0,1
LONG BEACH,3850645A,1652,189,N,0,VBM PORTION,3,0,0,2,0,1,0,0
LONG BEACH,3850645A,1652,189,N,852,TOTAL,16,1,0,11,1,1,0,1
LONG BEACH,3850648A,1653,189,N,1506,POLLING PLACE,312,12,15,228,6,23,4,1
LONG BEACH,3850648A,1653,189,N,0,VBM PORTION,300,10,13,205,5,27,8,0
LONG BEACH,3850648A,1653,189,N,1506,TOTAL,612,22,28,433,11,50,12,1
LONG BEACH,3850649E,6111,189,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0
LONG BEACH,3850649E,6111,189,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
LONG BEACH,3850649E,6111,189,Y,0,TOTAL,0,0,0,0,0,0,0,0
LONG BEACH,3850650A,1654,168,N,881,POLLING PLACE,106,3,5,56,1,22,4,1
LONG BEACH,3850650A,1654,168,N,0,VBM PORTION,105,6,6,66,3,7,4,1
LONG BEACH,3850650A,1654,168,N,881,TOTAL,211,9,11,122,4,29,8,2
LONG BEACH,3850660A,1655,190,N,1495,POLLING PLACE,68,2,1,44,4,9,1,4
LONG BEACH,3850660A,1655,190,N,0,VBM PORTION,71,0,1,45,0,6,7,3
LONG BEACH,3850660A,1655,190,N,1495,TOTAL,139,2,2,89,4,15,8,7
LONG BEACH,3850660B,6112,190,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0
LONG BEACH,3850660B,6112,190,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
LONG BEACH,3850660B,6112,190,Y,0,TOTAL,0,0,0,0,0,0,0,0
LONG BEACH,3850671A,1656,192,N,1102,POLLING PLACE,64,1,1,32,1,6,1,11
LONG BEACH,3850671A,1656,192,N,0,VBM PORTION,60,2,3,35,0,13,1,1
LONG BEACH,3850671A,1656,192,N,1102,TOTAL,124,3,4,67,1,19,2,12
LONG BEACH,3850680A,1657,189,N,737,POLLING PLACE,97,2,2,70,2,8,3,1
LONG BEACH,3850680A,1657,189,N,0,VBM PORTION,125,4,9,87,2,10,0,1
LONG BEACH,3850680A,1657,189,N,737,TOTAL,222,6,11,157,4,18,3,2
LONG BEACH,3850686A,1658,171,N,1144,POLLING PLACE,26,2,0,15,1,2,2,1
LONG BEACH,3850686A,1658,171,N,0,VBM PORTION,25,0,2,12,1,0,2,3
LONG BEACH,3850686A,1658,171,N,1144,TOTAL,51,2,2,27,2,2,4,4
LONG BEACH,3850688A,1659,189,N,1088,POLLING PLACE,127,0,5,101,1,5,2,0
LONG BEACH,3850688A,1659,189,N,0,VBM PORTION,231,5,9,167,6,13,4,0
LONG BEACH,3850688A,1659,189,N,1088,TOTAL,358,5,14,268,7,18,6,0
LONG BEACH,3850701A,1660,192,N,825,POLLING PLACE,83,0,2,48,2,12,4,3
LONG BEACH,3850701A,1660,192,N,0,VBM PORTION,67,1,1,42,4,6,2,4
LONG BEACH,3850701A,1660,192,N,825,TOTAL,150,1,3,90,6,18,6,7
LONG BEACH,3850702A,1661,192,N,1440,POLLING PLACE,68,3,4,31,3,6,4,3
LONG BEACH,3850702A,1661,192,N,0,VBM PORTION,45,1,1,30,1,5,0,2
LONG BEACH,3850702A,1661,192,N,1440,TOTAL,113,4,5,61,4,11,4,5
LOS NIETOS,3900005A,1662,132,N,642,POLLING PLACE,60,1,9,22,3,6,6,11
LOS NIETOS,3900005A,1662,132,N,0,VBM PORTION,26,2,3,11,1,2,1,2
LOS NIETOS,3900005A,1662,132,N,642,TOTAL,86,3,12,33,4,8,7,13
LOS NIETOS,3900006A,1663,132,N,1084,POLLING PLACE,88,5,5,36,3,10,3,12
LOS NIETOS,3900006A,1663,132,N,0,VBM PORTION,70,2,4,25,8,9,3,11
LOS NIETOS,3900006A,1663,132,N,1084,TOTAL,158,7,9,61,11,19,6,23
LOS NIETOS,3900007A,1664,132,N,1096,POLLING PLACE,64,5,4,33,2,7,3,6
LOS NIETOS,3900007A,1664,132,N,0,VBM PORTION,48,0,3,23,2,2,4,5
LOS NIETOS,3900007A,1664,132,N,1096,TOTAL,112,5,7,56,4,9,7,11
LOS NIETOS,3900008A,1665,132,N,619,POLLING PLACE,34,1,1,15,2,4,2,8
LOS NIETOS,3900008A,1665,132,N,0,VBM PORTION,33,1,2,12,3,3,3,4
LOS NIETOS,3900008A,1665,132,N,619,TOTAL,67,2,3,27,5,7,5,12
LOS NIETOS,3900009A,1666,132,N,1209,POLLING PLACE,106,5,11,34,5,11,5,29
LOS NIETOS,3900009A,1666,132,N,0,VBM PORTION,39,0,2,21,4,4,1,5
LOS NIETOS,3900009A,1666,132,N,1209,TOTAL,145,5,13,55,9,15,6,34
LOS NIETOS,3900061A,1667,132,N,383,POLLING PLACE,36,0,3,15,0,2,3,13
LOS NIETOS,3900061A,1667,132,N,0,VBM PORTION,16,0,5,6,0,3,0,1
LOS NIETOS,3900061A,1667,132,N,383,TOTAL,52,0,8,21,0,5,3,14
LOS NIETOS,3900062A,1668,132,N,1199,POLLING PLACE,82,3,5,23,2,11,8,18
LOS NIETOS,3900062A,1668,132,N,0,VBM PORTION,43,9,3,11,2,4,5,5
LOS NIETOS,3900062A,1668,132,N,1199,TOTAL,125,12,8,34,4,15,13,23
LOS NIETOS,3900063A,1669,132,N,643,POLLING PLACE,49,1,2,20,3,9,4,7
LOS NIETOS,3900063A,1669,132,N,0,VBM PORTION,11,0,1,3,2,1,1,1
LOS NIETOS,3900063A,1669,132,N,643,TOTAL,60,1,3,23,5,10,5,8
LOS NIETOS,3900066A,1670,132,N,1092,POLLING PLACE,91,3,5,48,5,13,1,8
LOS NIETOS,3900066A,1670,132,N,0,VBM PORTION,72,1,5,27,4,10,10,6
LOS NIETOS,3900066A,1670,132,N,1092,TOTAL,163,4,10,75,9,23,11,14
LOS NIETOS,3900067A,1671,132,N,1109,POLLING PLACE,101,6,8,37,7,14,7,14
LOS NIETOS,3900067A,1671,132,N,0,VBM PORTION,73,1,10,33,4,7,3,11
LOS NIETOS,3900067A,1671,132,N,1109,TOTAL,174,7,18,70,11,21,10,25
LOS NIETOS,3900070A,1672,132,N,949,POLLING PLACE,50,1,2,26,2,9,2,3
LOS NIETOS,3900070A,1672,132,N,0,VBM PORTION,45,0,2,24,3,5,3,4
LOS NIETOS,3900070A,1672,132,N,949,TOTAL,95,1,4,50,5,14,5,7
LOS NIETOS,3900071C,1673,132,N,376,POLLING PLACE,16,1,2,7,2,1,0,1
LOS NIETOS,3900071C,1673,132,N,0,VBM PORTION,23,4,1,7,1,5,0,3
LOS NIETOS,3900071C,1673,132,N,376,TOTAL,39,5,3,14,3,6,0,4
LOS NIETOS,3900073A,1674,132,N,908,POLLING PLACE,66,2,6,21,6,7,4,13
LOS NIETOS,3900073A,1674,132,N,0,VBM PORTION,67,3,2,31,2,11,1,7
LOS NIETOS,3900073A,1674,132,N,908,TOTAL,133,5,8,52,8,18,5,20
LOS NIETOS,3900080B,1675,132,N,782,POLLING PLACE,50,1,3,21,4,6,2,10
LOS NIETOS,3900080B,1675,132,N,0,VBM PORTION,30,0,1,10,3,6,2,4
LOS NIETOS,3900080B,1675,132,N,782,TOTAL,80,1,4,31,7,12,4,14
LOS NIETOS,3900082A,1676,132,N,1129,POLLING PLACE,74,3,3,31,7,5,6,12
LOS NIETOS,3900082A,1676,132,N,0,VBM PORTION,45,5,6,15,2,6,5,2
LOS NIETOS,3900082A,1676,132,N,1129,TOTAL,119,8,9,46,9,11,11,14
LOS NIETOS,3900088A,1677,132,N,562,POLLING PLACE,53,0,6,25,1,7,5,4
LOS NIETOS,3900088A,1677,132,N,0,VBM PORTION,50,1,4,23,2,6,6,5
LOS NIETOS,3900088A,1677,132,N,562,TOTAL,103,1,10,48,3,13,11,9
LYNWOOD,3990001A,1678,171,N,1056,POLLING PLACE,31,3,10,8,1,0,2,4
LYNWOOD,3990001A,1678,171,N,0,VBM PORTION,30,0,3,8,0,4,3,6
LYNWOOD,3990001A,1678,171,N,1056,TOTAL,61,3,13,16,1,4,5,10
LYNWOOD,3990002A,1679,171,N,884,POLLING PLACE,42,1,1,11,2,5,12,9
LYNWOOD,3990002A,1679,171,N,0,VBM PORTION,30,5,3,6,2,8,1,3
LYNWOOD,3990002A,1679,171,N,884,TOTAL,72,6,4,17,4,13,13,12
LYNWOOD,3990003A,1680,171,N,1002,POLLING PLACE,28,2,4,7,2,2,4,3
LYNWOOD,3990003A,1680,171,N,0,VBM PORTION,29,2,1,7,2,2,5,6
LYNWOOD,3990003A,1680,171,N,1002,TOTAL,57,4,5,14,4,4,9,9
LYNWOOD,3990004A,1681,171,N,779,POLLING PLACE,45,3,2,9,2,4,6,15
LYNWOOD,3990004A,1681,171,N,0,VBM PORTION,27,0,3,6,0,3,4,5
LYNWOOD,3990004A,1681,171,N,779,TOTAL,72,3,5,15,2,7,10,20
LYNWOOD,3990005A,1682,171,N,1088,POLLING PLACE,54,7,3,11,3,6,6,10
LYNWOOD,3990005A,1682,171,N,0,VBM PORTION,16,0,1,4,0,5,1,2
LYNWOOD,3990005A,1682,171,N,1088,TOTAL,70,7,4,15,3,11,7,12
LYNWOOD,3990006A,1683,171,N,1218,POLLING PLACE,58,5,4,9,1,7,11,15
LYNWOOD,3990006A,1683,171,N,0,VBM PORTION,50,2,0,16,3,11,10,4
LYNWOOD,3990006A,1683,171,N,1218,TOTAL,108,7,4,25,4,18,21,19
LYNWOOD,3990007A,1684,171,N,1072,POLLING PLACE,36,1,5,8,1,2,8,4
LYNWOOD,3990007A,1684,171,N,0,VBM PORTION,31,2,3,14,0,0,3,5
LYNWOOD,3990007A,1684,171,N,1072,TOTAL,67,3,8,22,1,2,11,9
LYNWOOD,3990009A,1685,171,N,1196,POLLING PLACE,59,4,3,21,1,6,5,11
LYNWOOD,3990009A,1685,171,N,0,VBM PORTION,33,0,0,9,3,3,2,8
LYNWOOD,3990009A,1685,171,N,1196,TOTAL,92,4,3,30,4,9,7,19
LYNWOOD,3990010A,1686,171,N,1139,POLLING PLACE,23,2,1,4,2,1,2,5
LYNWOOD,3990010A,1686,171,N,0,VBM PORTION,40,1,0,12,4,2,7,11
LYNWOOD,3990010A,1686,171,N,1139,TOTAL,63,3,1,16,6,3,9,16
LYNWOOD,3990015A,1687,171,N,1211,POLLING PLACE,38,3,4,8,2,2,5,12
LYNWOOD,3990015A,1687,171,N,0,VBM PORTION,34,2,2,12,4,6,1,4
LYNWOOD,3990015A,1687,171,N,1211,TOTAL,72,5,6,20,6,8,6,16
LYNWOOD,3990016B,1688,171,N,1112,POLLING PLACE,43,2,3,10,1,8,9,6
LYNWOOD,3990016B,1688,171,N,0,VBM PORTION,41,2,5,16,0,5,2,2
LYNWOOD,3990016B,1688,171,N,1112,TOTAL,84,4,8,26,1,13,11,8
LYNWOOD,3990017A,1689,171,N,1143,POLLING PLACE,23,1,1,5,0,4,5,4
LYNWOOD,3990017A,1689,171,N,0,VBM PORTION,18,3,3,3,0,0,4,4
LYNWOOD,3990017A,1689,171,N,1143,TOTAL,41,4,4,8,0,4,9,8
LYNWOOD,3990018A,1690,171,N,1252,POLLING PLACE,75,3,6,24,0,12,5,12
LYNWOOD,3990018A,1690,171,N,0,VBM PORTION,41,4,2,6,4,5,5,9
LYNWOOD,3990018A,1690,171,N,1252,TOTAL,116,7,8,30,4,17,10,21
LYNWOOD,3990019A,1691,171,N,1253,POLLING PLACE,54,2,6,19,0,5,8,10
LYNWOOD,3990019A,1691,171,N,0,VBM PORTION,28,0,2,14,2,1,4,5
LYNWOOD,3990019A,1691,171,N,1253,TOTAL,82,2,8,33,2,6,12,15
LYNWOOD,3990028B,1692,171,N,1142,POLLING PLACE,53,4,4,13,2,6,8,11
LYNWOOD,3990028B,1692,171,N,0,VBM PORTION,23,0,0,7,1,4,5,5
LYNWOOD,3990028B,1692,171,N,1142,TOTAL,76,4,4,20,3,10,13,16
LYNWOOD,3990030A,1693,171,N,1144,POLLING PLACE,41,3,1,12,2,3,11,5
LYNWOOD,3990030A,1693,171,N,0,VBM PORTION,18,1,0,4,2,2,7,2
LYNWOOD,3990030A,1693,171,N,1144,TOTAL,59,4,1,16,4,5,18,7
LYNWOOD,3990033A,1694,171,N,928,POLLING PLACE,26,1,3,7,0,3,5,5
LYNWOOD,3990033A,1694,171,N,0,VBM PORTION,41,4,7,9,0,0,8,6
LYNWOOD,3990033A,1694,171,N,928,TOTAL,67,5,10,16,0,3,13,11
LYNWOOD,3990061A,1695,171,N,1102,POLLING PLACE,39,1,4,11,2,5,4,8
LYNWOOD,3990061A,1695,171,N,0,VBM PORTION,33,2,3,13,0,2,9,2
LYNWOOD,3990061A,1695,171,N,1102,TOTAL,72,3,7,24,2,7,13,10
LYNWOOD,3990062A,1696,171,N,1271,POLLING PLACE,61,5,6,23,2,4,2,8
LYNWOOD,3990062A,1696,171,N,0,VBM PORTION,57,1,2,18,4,7,7,8
LYNWOOD,3990062A,1696,171,N,1271,TOTAL,118,6,8,41,6,11,9,16
LYNWOOD,3990063A,1697,171,N,1225,POLLING PLACE,57,4,6,19,2,5,9,7
LYNWOOD,3990063A,1697,171,N,0,VBM PORTION,48,1,0,27,6,2,7,3
LYNWOOD,3990063A,1697,171,N,1225,TOTAL,105,5,6,46,8,7,16,10
LYNWOOD,3990064A,1698,171,N,1193,POLLING PLACE,35,2,4,3,1,6,8,7
LYNWOOD,3990064A,1698,171,N,0,VBM PORTION,47,5,1,5,3,3,12,8
LYNWOOD,3990064A,1698,171,N,1193,TOTAL,82,7,5,8,4,9,20,15
LYNWOOD,3990065B,1699,171,N,1093,POLLING PLACE,36,3,1,12,0,3,5,6
LYNWOOD,3990065B,1699,171,N,0,VBM PORTION,39,2,2,19,0,3,7,2
LYNWOOD,3990065B,1699,171,N,1093,TOTAL,75,5,3,31,0,6,12,8
MALIBU,4050002A,1700,88,N,824,POLLING PLACE,106,2,11,55,6,9,2,1
MALIBU,4050002A,1700,88,N,0,VBM PORTION,110,3,3,60,2,13,3,2
MALIBU,4050002A,1700,88,N,824,TOTAL,216,5,14,115,8,22,5,3
MALIBU,4050003A,1701,88,N,721,POLLING PLACE,129,7,9,47,6,20,4,4
MALIBU,4050003A,1701,88,N,0,VBM PORTION,84,2,8,32,3,9,6,1
MALIBU,4050003A,1701,88,N,721,TOTAL,213,9,17,79,9,29,10,5
MALIBU,4050004A,1702,88,N,634,POLLING PLACE,98,1,7,51,8,8,2,0
MALIBU,4050004A,1702,88,N,0,VBM PORTION,111,1,7,55,6,7,1,0
MALIBU,4050004A,1702,88,N,634,TOTAL,209,2,14,106,14,15,3,0
MALIBU,4050014A,1703,88,N,947,POLLING PLACE,95,1,5,32,9,13,6,4
MALIBU,4050014A,1703,88,N,0,VBM PORTION,103,2,7,35,7,13,1,2
MALIBU,4050014A,1703,88,N,947,TOTAL,198,3,12,67,16,26,7,6
MALIBU,4050051A,1704,88,N,1361,POLLING PLACE,179,3,20,84,9,21,9,4
MALIBU,4050051A,1704,88,N,0,VBM PORTION,164,4,19,54,15,33,7,1
MALIBU,4050051A,1704,88,N,1361,TOTAL,343,7,39,138,24,54,16,5
MALIBU,4050057A,1705,88,N,951,POLLING PLACE,134,2,11,63,7,15,6,2
MALIBU,4050057A,1705,88,N,0,VBM PORTION,113,1,13,49,7,11,10,1
MALIBU,4050057A,1705,88,N,951,TOTAL,247,3,24,112,14,26,16,3
MALIBU,4050059B,1706,88,N,673,POLLING PLACE,56,1,8,18,7,3,1,2
MALIBU,4050059B,1706,88,N,0,VBM PORTION,104,6,7,40,6,6,11,0
MALIBU,4050059B,1706,88,N,673,TOTAL,160,7,15,58,13,9,12,2
MALIBU,4050062A,1707,88,N,988,POLLING PLACE,159,2,14,73,8,21,7,3
MALIBU,4050062A,1707,88,N,0,VBM PORTION,135,3,6,54,4,18,12,1
MALIBU,4050062A,1707,88,N,988,TOTAL,294,5,20,127,12,39,19,4
MALIBU,4050063A,1708,88,N,983,POLLING PLACE,99,2,8,51,4,9,2,1
MALIBU,4050063A,1708,88,N,0,VBM PORTION,154,4,9,62,8,22,6,1
MALIBU,4050063A,1708,88,N,983,TOTAL,253,6,17,113,12,31,8,2
MALIBU,4050064A,1709,88,N,1015,POLLING PLACE,147,1,17,53,13,15,4,5
MALIBU,4050064A,1709,88,N,0,VBM PORTION,156,6,13,70,7,9,10,3
MALIBU,4050064A,1709,88,N,1015,TOTAL,303,7,30,123,20,24,14,8
MALIBU HEIGHTS,4060001A,1710,88,N,455,POLLING PLACE,82,0,5,37,5,12,8,1
MALIBU HEIGHTS,4060001A,1710,88,N,0,VBM PORTION,58,0,2,25,1,7,1,2
MALIBU HEIGHTS,4060001A,1710,88,N,455,TOTAL,140,0,7,62,6,19,9,3
MALIBU HEIGHTS,4060003A,1711,88,N,765,POLLING PLACE,28,0,0,16,0,1,3,0
MALIBU HEIGHTS,4060003A,1711,88,N,0,VBM PORTION,38,1,2,13,1,9,1,1
MALIBU HEIGHTS,4060003A,1711,88,N,765,TOTAL,66,1,2,29,1,10,4,1
MALIBU HEIGHTS,4060004A,1712,88,N,618,POLLING PLACE,66,1,3,28,3,7,5,1
MALIBU HEIGHTS,4060004A,1712,88,N,0,VBM PORTION,108,2,7,37,11,18,4,1
MALIBU HEIGHTS,4060004A,1712,88,N,618,TOTAL,174,3,10,65,14,25,9,2
MALIBU HEIGHTS,4060012A,1713,88,N,380,POLLING PLACE,54,1,9,16,3,11,1,3
MALIBU HEIGHTS,4060012A,1713,88,N,0,VBM PORTION,62,2,9,17,0,7,4,1
MALIBU HEIGHTS,4060012A,1713,88,N,380,TOTAL,116,3,18,33,3,18,5,4
MANHATTAN BEACH,4100001F,1714,181,N,1108,POLLING PLACE,124,2,13,54,4,11,4,3
MANHATTAN BEACH,4100001F,1714,181,N,0,VBM PORTION,121,7,5,50,2,16,5,0
MANHATTAN BEACH,4100001F,1714,181,N,1108,TOTAL,245,9,18,104,6,27,9,3
MANHATTAN BEACH,4100002A,1715,181,N,916,POLLING PLACE,126,0,10,65,0,17,1,1
MANHATTAN BEACH,4100002A,1715,181,N,0,VBM PORTION,113,1,10,48,4,8,6,1
MANHATTAN BEACH,4100002A,1715,181,N,916,TOTAL,239,1,20,113,4,25,7,2
MANHATTAN BEACH,4100005A,1716,181,N,1075,POLLING PLACE,115,3,11,52,2,11,4,1
MANHATTAN BEACH,4100005A,1716,181,N,0,VBM PORTION,147,2,8,64,0,18,7,0
MANHATTAN BEACH,4100005A,1716,181,N,1075,TOTAL,262,5,19,116,2,29,11,1
MANHATTAN BEACH,4100007B,1717,181,N,1170,POLLING PLACE,129,3,10,70,1,11,2,0
MANHATTAN BEACH,4100007B,1717,181,N,0,VBM PORTION,160,4,14,76,3,14,3,2
