LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TOM TORLAKSON,MARSHALL TUCK,LYDIA A GUTIERREZ
LOS ANGELES,9006252A,4488,10,N,591,POLLING PLACE,57,17,21,8
LOS ANGELES,9006252A,4488,10,N,0,VBM PORTION,76,9,35,10
LOS ANGELES,9006252A,4488,10,N,591,TOTAL,133,26,56,18
LOS ANGELES,9006253A,4489,9,N,1389,POLLING PLACE,153,48,54,29
LOS ANGELES,9006253A,4489,9,N,0,VBM PORTION,154,44,58,27
LOS ANGELES,9006253A,4489,9,N,1389,TOTAL,307,92,112,56
LOS ANGELES,9006256A,4490,12,N,928,POLLING PLACE,116,42,33,24
LOS ANGELES,9006256A,4490,12,N,0,VBM PORTION,115,37,29,33
LOS ANGELES,9006256A,4490,12,N,928,TOTAL,231,79,62,57
LOS ANGELES,9006257A,4491,9,N,1189,POLLING PLACE,101,39,29,25
LOS ANGELES,9006257A,4491,9,N,0,VBM PORTION,109,45,27,20
LOS ANGELES,9006257A,4491,9,N,1189,TOTAL,210,84,56,45
LOS ANGELES,9006258A,4492,9,N,1181,POLLING PLACE,146,61,34,40
LOS ANGELES,9006258A,4492,9,N,0,VBM PORTION,97,38,34,17
LOS ANGELES,9006258A,4492,9,N,1181,TOTAL,243,99,68,57
LOS ANGELES,9006260A,4493,50,N,1219,POLLING PLACE,105,34,37,26
LOS ANGELES,9006260A,4493,50,N,0,VBM PORTION,127,49,33,24
LOS ANGELES,9006260A,4493,50,N,1219,TOTAL,232,83,70,50
LOS ANGELES,9006267A,4494,50,N,1229,POLLING PLACE,133,50,39,27
LOS ANGELES,9006267A,4494,50,N,0,VBM PORTION,158,54,56,26
LOS ANGELES,9006267A,4494,50,N,1229,TOTAL,291,104,95,53
LOS ANGELES,9006268A,4495,57,N,968,POLLING PLACE,53,15,28,6
LOS ANGELES,9006268A,4495,57,N,0,VBM PORTION,111,31,27,23
LOS ANGELES,9006268A,4495,57,N,968,TOTAL,164,46,55,29
LOS ANGELES,9006274A,4496,51,N,1230,POLLING PLACE,176,76,48,34
LOS ANGELES,9006274A,4496,51,N,0,VBM PORTION,125,47,44,19
LOS ANGELES,9006274A,4496,51,N,1230,TOTAL,301,123,92,53
LOS ANGELES,9006276B,4497,50,N,1106,POLLING PLACE,4,0,1,3
LOS ANGELES,9006276B,4497,50,N,0,VBM PORTION,3,1,0,2
LOS ANGELES,9006276B,4497,50,N,1106,TOTAL,7,1,1,5
LOS ANGELES,9006279A,4498,57,N,877,POLLING PLACE,106,35,39,21
LOS ANGELES,9006279A,4498,57,N,0,VBM PORTION,98,23,49,12
LOS ANGELES,9006279A,4498,57,N,877,TOTAL,204,58,88,33
LOS ANGELES,9006288A,4499,50,N,1243,POLLING PLACE,192,74,68,33
LOS ANGELES,9006288A,4499,50,N,0,VBM PORTION,157,56,60,20
LOS ANGELES,9006288A,4499,50,N,1243,TOTAL,349,130,128,53
LOS ANGELES,9006293A,4500,50,N,1254,POLLING PLACE,98,31,36,17
LOS ANGELES,9006293A,4500,50,N,0,VBM PORTION,81,21,23,21
LOS ANGELES,9006293A,4500,50,N,1254,TOTAL,179,52,59,38
LOS ANGELES,9006297A,4501,56,N,1364,POLLING PLACE,124,46,35,29
LOS ANGELES,9006297A,4501,56,N,0,VBM PORTION,118,42,30,30
LOS ANGELES,9006297A,4501,56,N,1364,TOTAL,242,88,65,59
LOS ANGELES,9006302A,4502,89,N,893,POLLING PLACE,82,39,21,15
LOS ANGELES,9006302A,4502,89,N,0,VBM PORTION,81,32,17,25
LOS ANGELES,9006302A,4502,89,N,893,TOTAL,163,71,38,40
LOS ANGELES,9006305A,4503,40,N,859,POLLING PLACE,40,15,11,13
LOS ANGELES,9006305A,4503,40,N,0,VBM PORTION,56,20,11,14
LOS ANGELES,9006305A,4503,40,N,859,TOTAL,96,35,22,27
LOS ANGELES,9006306C,4504,40,N,843,POLLING PLACE,62,28,14,13
LOS ANGELES,9006306C,4504,40,N,0,VBM PORTION,77,31,11,20
LOS ANGELES,9006306C,4504,40,N,843,TOTAL,139,59,25,33
LOS ANGELES,9006313A,4505,90,N,1006,POLLING PLACE,108,53,23,23
LOS ANGELES,9006313A,4505,90,N,0,VBM PORTION,118,35,28,31
LOS ANGELES,9006313A,4505,90,N,1006,TOTAL,226,88,51,54
LOS ANGELES,9006315A,4506,90,N,1259,POLLING PLACE,180,69,44,46
LOS ANGELES,9006315A,4506,90,N,0,VBM PORTION,117,58,20,23
LOS ANGELES,9006315A,4506,90,N,1259,TOTAL,297,127,64,69
LOS ANGELES,9006317A,4507,90,N,1056,POLLING PLACE,77,23,20,31
LOS ANGELES,9006317A,4507,90,N,0,VBM PORTION,78,25,18,20
LOS ANGELES,9006317A,4507,90,N,1056,TOTAL,155,48,38,51
LOS ANGELES,9006319A,4508,90,N,1257,POLLING PLACE,70,26,13,25
LOS ANGELES,9006319A,4508,90,N,0,VBM PORTION,101,48,22,19
LOS ANGELES,9006319A,4508,90,N,1257,TOTAL,171,74,35,44
LOS ANGELES,9006320D,4509,90,N,1210,POLLING PLACE,92,32,27,20
LOS ANGELES,9006320D,4509,90,N,0,VBM PORTION,67,28,8,18
LOS ANGELES,9006320D,4509,90,N,1210,TOTAL,159,60,35,38
LOS ANGELES,9006321A,4510,90,N,1264,POLLING PLACE,81,29,26,20
LOS ANGELES,9006321A,4510,90,N,0,VBM PORTION,79,37,20,14
LOS ANGELES,9006321A,4510,90,N,1264,TOTAL,160,66,46,34
LOS ANGELES,9006324A,4511,90,N,1222,POLLING PLACE,84,32,21,22
LOS ANGELES,9006324A,4511,90,N,0,VBM PORTION,101,30,23,29
LOS ANGELES,9006324A,4511,90,N,1222,TOTAL,185,62,44,51
LOS ANGELES,9006334A,4512,90,N,1030,POLLING PLACE,152,63,37,40
LOS ANGELES,9006334A,4512,90,N,0,VBM PORTION,86,28,12,27
LOS ANGELES,9006334A,4512,90,N,1030,TOTAL,238,91,49,67
LOS ANGELES,9006335A,4513,90,N,976,POLLING PLACE,166,61,56,36
LOS ANGELES,9006335A,4513,90,N,0,VBM PORTION,84,31,22,19
LOS ANGELES,9006335A,4513,90,N,976,TOTAL,250,92,78,55
LOS ANGELES,9006337A,4514,90,N,932,POLLING PLACE,155,74,42,22
LOS ANGELES,9006337A,4514,90,N,0,VBM PORTION,107,43,24,21
LOS ANGELES,9006337A,4514,90,N,932,TOTAL,262,117,66,43
LOS ANGELES,9006344A,4515,158,N,781,POLLING PLACE,104,37,36,16
LOS ANGELES,9006344A,4515,158,N,0,VBM PORTION,108,39,28,27
LOS ANGELES,9006344A,4515,158,N,781,TOTAL,212,76,64,43
LOS ANGELES,9006348A,4516,188,N,948,POLLING PLACE,113,39,35,29
LOS ANGELES,9006348A,4516,188,N,0,VBM PORTION,130,41,32,35
LOS ANGELES,9006348A,4516,188,N,948,TOTAL,243,80,67,64
LOS ANGELES,9006350A,4517,188,N,944,POLLING PLACE,118,37,43,24
LOS ANGELES,9006350A,4517,188,N,0,VBM PORTION,170,58,44,23
LOS ANGELES,9006350A,4517,188,N,944,TOTAL,288,95,87,47
LOS ANGELES,9006354A,4518,188,N,1175,POLLING PLACE,147,33,50,44
LOS ANGELES,9006354A,4518,188,N,0,VBM PORTION,135,31,44,36
LOS ANGELES,9006354A,4518,188,N,1175,TOTAL,282,64,94,80
LOS ANGELES,9006358A,4519,188,N,1359,POLLING PLACE,130,50,30,31
LOS ANGELES,9006358A,4519,188,N,0,VBM PORTION,165,63,43,34
LOS ANGELES,9006358A,4519,188,N,1359,TOTAL,295,113,73,65
LOS ANGELES,9006359A,4520,190,N,519,POLLING PLACE,53,18,20,7
LOS ANGELES,9006359A,4520,190,N,0,VBM PORTION,92,27,23,25
LOS ANGELES,9006359A,4520,190,N,519,TOTAL,145,45,43,32
LOS ANGELES,9006361A,4521,188,N,676,POLLING PLACE,77,31,11,26
LOS ANGELES,9006361A,4521,188,N,0,VBM PORTION,62,27,9,13
LOS ANGELES,9006361A,4521,188,N,676,TOTAL,139,58,20,39
LOS ANGELES,9006363A,4522,188,N,762,POLLING PLACE,67,23,12,29
LOS ANGELES,9006363A,4522,188,N,0,VBM PORTION,92,33,19,22
LOS ANGELES,9006363A,4522,188,N,762,TOTAL,159,56,31,51
LOS ANGELES,9006368A,4523,186,N,891,POLLING PLACE,128,40,46,30
LOS ANGELES,9006368A,4523,186,N,0,VBM PORTION,96,42,34,9
LOS ANGELES,9006368A,4523,186,N,891,TOTAL,224,82,80,39
LOS ANGELES,9006370A,4524,186,N,958,POLLING PLACE,85,35,33,16
LOS ANGELES,9006370A,4524,186,N,0,VBM PORTION,115,39,38,26
LOS ANGELES,9006370A,4524,186,N,958,TOTAL,200,74,71,42
LOS ANGELES,9006376A,4525,184,N,1204,POLLING PLACE,108,33,28,27
LOS ANGELES,9006376A,4525,184,N,0,VBM PORTION,70,22,17,22
LOS ANGELES,9006376A,4525,184,N,1204,TOTAL,178,55,45,49
LOS ANGELES,9006377A,4526,184,N,1223,POLLING PLACE,81,25,23,27
LOS ANGELES,9006377A,4526,184,N,0,VBM PORTION,175,54,56,35
LOS ANGELES,9006377A,4526,184,N,1223,TOTAL,256,79,79,62
LOS ANGELES,9006380A,4527,190,N,998,POLLING PLACE,101,43,30,22
LOS ANGELES,9006380A,4527,190,N,0,VBM PORTION,134,52,30,26
LOS ANGELES,9006380A,4527,190,N,998,TOTAL,235,95,60,48
LOS ANGELES,9006383A,4528,190,N,1053,POLLING PLACE,83,38,22,15
LOS ANGELES,9006383A,4528,190,N,0,VBM PORTION,119,34,38,28
LOS ANGELES,9006383A,4528,190,N,1053,TOTAL,202,72,60,43
LOS ANGELES,9006387A,4529,190,N,1176,POLLING PLACE,105,30,35,25
LOS ANGELES,9006387A,4529,190,N,0,VBM PORTION,119,37,31,31
LOS ANGELES,9006387A,4529,190,N,1176,TOTAL,224,67,66,56
LOS ANGELES,9006388B,4530,190,N,1073,POLLING PLACE,140,35,38,35
LOS ANGELES,9006388B,4530,190,N,0,VBM PORTION,141,55,39,25
LOS ANGELES,9006388B,4530,190,N,1073,TOTAL,281,90,77,60
LOS ANGELES,9006390B,4531,190,N,986,POLLING PLACE,44,15,8,19
LOS ANGELES,9006390B,4531,190,N,0,VBM PORTION,22,10,6,5
LOS ANGELES,9006390B,4531,190,N,986,TOTAL,66,25,14,24
LOS ANGELES,9006398A,4532,190,N,1005,POLLING PLACE,132,51,41,20
LOS ANGELES,9006398A,4532,190,N,0,VBM PORTION,205,84,64,32
LOS ANGELES,9006398A,4532,190,N,1005,TOTAL,337,135,105,52
LOS ANGELES,9006405A,4533,56,N,1130,POLLING PLACE,76,22,10,35
LOS ANGELES,9006405A,4533,56,N,0,VBM PORTION,57,11,16,19
LOS ANGELES,9006405A,4533,56,N,1130,TOTAL,133,33,26,54
LOS ANGELES,9006405C,4534,56,N,1221,POLLING PLACE,70,26,25,13
LOS ANGELES,9006405C,4534,56,N,0,VBM PORTION,79,37,18,14
LOS ANGELES,9006405C,4534,56,N,1221,TOTAL,149,63,43,27
LOS ANGELES,9006410A,4535,57,N,1130,POLLING PLACE,65,31,14,15
LOS ANGELES,9006410A,4535,57,N,0,VBM PORTION,89,36,24,18
LOS ANGELES,9006410A,4535,57,N,1130,TOTAL,154,67,38,33
LOS ANGELES,9006416B,6221,57,Y,302,POLLING PLACE,0,0,0,0
LOS ANGELES,9006416B,6221,57,Y,0,VBM PORTION,78,32,21,15
LOS ANGELES,9006416B,6221,57,Y,302,TOTAL,78,32,21,15
LOS ANGELES,9006419A,4536,57,N,1105,POLLING PLACE,173,59,61,34
LOS ANGELES,9006419A,4536,57,N,0,VBM PORTION,118,36,46,14
LOS ANGELES,9006419A,4536,57,N,1105,TOTAL,291,95,107,48
LOS ANGELES,9006421A,4537,57,N,905,POLLING PLACE,138,47,51,27
LOS ANGELES,9006421A,4537,57,N,0,VBM PORTION,85,38,25,12
LOS ANGELES,9006421A,4537,57,N,905,TOTAL,223,85,76,39
LOS ANGELES,9006427A,4538,56,N,1337,POLLING PLACE,122,45,27,28
LOS ANGELES,9006427A,4538,56,N,0,VBM PORTION,112,39,25,31
LOS ANGELES,9006427A,4538,56,N,1337,TOTAL,234,84,52,59
LOS ANGELES,9006428A,4539,56,N,1214,POLLING PLACE,69,22,17,15
LOS ANGELES,9006428A,4539,56,N,0,VBM PORTION,104,39,30,20
LOS ANGELES,9006428A,4539,56,N,1214,TOTAL,173,61,47,35
LOS ANGELES,9006429B,4540,56,N,1293,POLLING PLACE,99,46,26,18
LOS ANGELES,9006429B,4540,56,N,0,VBM PORTION,99,40,28,20
LOS ANGELES,9006429B,4540,56,N,1293,TOTAL,198,86,54,38
LOS ANGELES,9006432B,4541,56,N,1283,POLLING PLACE,131,52,37,31
LOS ANGELES,9006432B,4541,56,N,0,VBM PORTION,122,37,39,32
LOS ANGELES,9006432B,4541,56,N,1283,TOTAL,253,89,76,63
LOS ANGELES,9006438A,4542,56,N,1300,POLLING PLACE,78,25,17,34
LOS ANGELES,9006438A,4542,56,N,0,VBM PORTION,61,17,18,19
LOS ANGELES,9006438A,4542,56,N,1300,TOTAL,139,42,35,53
LOS ANGELES,9006440A,4543,56,N,1420,POLLING PLACE,123,34,36,39
LOS ANGELES,9006440A,4543,56,N,0,VBM PORTION,88,24,31,18
LOS ANGELES,9006440A,4543,56,N,1420,TOTAL,211,58,67,57
LOS ANGELES,9006441B,4544,56,N,1489,POLLING PLACE,87,32,22,24
LOS ANGELES,9006441B,4544,56,N,0,VBM PORTION,94,39,15,27
LOS ANGELES,9006441B,4544,56,N,1489,TOTAL,181,71,37,51
LOS ANGELES,9006444A,4545,56,N,1475,POLLING PLACE,117,40,34,29
LOS ANGELES,9006444A,4545,56,N,0,VBM PORTION,125,45,29,33
LOS ANGELES,9006444A,4545,56,N,1475,TOTAL,242,85,63,62
LOS ANGELES,9006447A,4546,57,N,1215,POLLING PLACE,127,32,51,34
LOS ANGELES,9006447A,4546,57,N,0,VBM PORTION,128,47,31,31
LOS ANGELES,9006447A,4546,57,N,1215,TOTAL,255,79,82,65
LOS ANGELES,9006450A,4547,56,N,1211,POLLING PLACE,89,32,28,21
LOS ANGELES,9006450A,4547,56,N,0,VBM PORTION,108,37,38,18
LOS ANGELES,9006450A,4547,56,N,1211,TOTAL,197,69,66,39
LOS ANGELES,9006452A,4548,56,N,989,POLLING PLACE,113,36,39,24
LOS ANGELES,9006452A,4548,56,N,0,VBM PORTION,119,41,32,22
LOS ANGELES,9006452A,4548,56,N,989,TOTAL,232,77,71,46
LOS ANGELES,9006453A,4549,56,N,1167,POLLING PLACE,138,52,42,26
LOS ANGELES,9006453A,4549,56,N,0,VBM PORTION,145,50,58,23
LOS ANGELES,9006453A,4549,56,N,1167,TOTAL,283,102,100,49
LOS ANGELES,9006462A,4550,56,N,1066,POLLING PLACE,66,22,14,23
LOS ANGELES,9006462A,4550,56,N,0,VBM PORTION,66,20,11,23
LOS ANGELES,9006462A,4550,56,N,1066,TOTAL,132,42,25,46
LOS ANGELES,9006463B,4551,56,N,1165,POLLING PLACE,111,41,35,20
LOS ANGELES,9006463B,4551,56,N,0,VBM PORTION,111,50,22,23
LOS ANGELES,9006463B,4551,56,N,1165,TOTAL,222,91,57,43
LOS ANGELES,9006468C,4552,56,N,1068,POLLING PLACE,114,40,43,20
LOS ANGELES,9006468C,4552,56,N,0,VBM PORTION,115,42,35,18
LOS ANGELES,9006468C,4552,56,N,1068,TOTAL,229,82,78,38
LOS ANGELES,9006471A,4553,56,N,869,POLLING PLACE,70,21,27,11
LOS ANGELES,9006471A,4553,56,N,0,VBM PORTION,109,40,37,24
LOS ANGELES,9006471A,4553,56,N,869,TOTAL,179,61,64,35
LOS ANGELES,9006473A,4554,56,N,1333,POLLING PLACE,85,31,27,17
LOS ANGELES,9006473A,4554,56,N,0,VBM PORTION,153,64,37,22
LOS ANGELES,9006473A,4554,56,N,1333,TOTAL,238,95,64,39
LOS ANGELES,9006482A,4555,56,N,1126,POLLING PLACE,139,49,45,26
LOS ANGELES,9006482A,4555,56,N,0,VBM PORTION,130,53,28,31
LOS ANGELES,9006482A,4555,56,N,1126,TOTAL,269,102,73,57
LOS ANGELES,9006483A,4556,56,N,1155,POLLING PLACE,142,43,42,39
LOS ANGELES,9006483A,4556,56,N,0,VBM PORTION,130,39,36,33
LOS ANGELES,9006483A,4556,56,N,1155,TOTAL,272,82,78,72
LOS ANGELES,9006487B,4557,56,N,1170,POLLING PLACE,167,54,56,40
LOS ANGELES,9006487B,4557,56,N,0,VBM PORTION,132,54,36,23
LOS ANGELES,9006487B,4557,56,N,1170,TOTAL,299,108,92,63
LOS ANGELES,9006490A,4558,56,N,1354,POLLING PLACE,127,37,43,36
LOS ANGELES,9006490A,4558,56,N,0,VBM PORTION,137,57,42,28
LOS ANGELES,9006490A,4558,56,N,1354,TOTAL,264,94,85,64
LOS ANGELES,9006492A,4559,56,N,1033,POLLING PLACE,131,49,43,27
LOS ANGELES,9006492A,4559,56,N,0,VBM PORTION,115,37,31,20
LOS ANGELES,9006492A,4559,56,N,1033,TOTAL,246,86,74,47
LOS ANGELES,9006495A,4560,56,N,1371,POLLING PLACE,157,56,52,34
LOS ANGELES,9006495A,4560,56,N,0,VBM PORTION,186,71,59,29
LOS ANGELES,9006495A,4560,56,N,1371,TOTAL,343,127,111,63
LOS ANGELES,9006500A,4561,56,N,1337,POLLING PLACE,123,49,40,20
LOS ANGELES,9006500A,4561,56,N,0,VBM PORTION,193,79,55,22
LOS ANGELES,9006500A,4561,56,N,1337,TOTAL,316,128,95,42
LOS ANGELES,9006602A,4562,56,N,894,POLLING PLACE,110,30,45,19
LOS ANGELES,9006602A,4562,56,N,0,VBM PORTION,94,24,27,27
LOS ANGELES,9006602A,4562,56,N,894,TOTAL,204,54,72,46
LOS ANGELES,9006606C,4563,56,N,956,POLLING PLACE,112,35,36,22
LOS ANGELES,9006606C,4563,56,N,0,VBM PORTION,122,40,44,18
LOS ANGELES,9006606C,4563,56,N,956,TOTAL,234,75,80,40
LOS ANGELES,9006611A,4564,56,N,1206,POLLING PLACE,91,31,35,11
LOS ANGELES,9006611A,4564,56,N,0,VBM PORTION,116,44,32,23
LOS ANGELES,9006611A,4564,56,N,1206,TOTAL,207,75,67,34
LOS ANGELES,9006614A,4565,56,N,1334,POLLING PLACE,113,45,35,19
LOS ANGELES,9006614A,4565,56,N,0,VBM PORTION,114,39,20,28
LOS ANGELES,9006614A,4565,56,N,1334,TOTAL,227,84,55,47
LOS ANGELES,9006615A,4566,56,N,862,POLLING PLACE,74,28,22,17
LOS ANGELES,9006615A,4566,56,N,0,VBM PORTION,103,41,26,20
LOS ANGELES,9006615A,4566,56,N,862,TOTAL,177,69,48,37
LOS ANGELES,9006618B,4567,56,N,1228,POLLING PLACE,199,65,61,47
LOS ANGELES,9006618B,4567,56,N,0,VBM PORTION,145,40,55,26
LOS ANGELES,9006618B,4567,56,N,1228,TOTAL,344,105,116,73
LOS ANGELES,9006620A,4568,56,N,1189,POLLING PLACE,114,35,43,17
LOS ANGELES,9006620A,4568,56,N,0,VBM PORTION,119,40,43,17
LOS ANGELES,9006620A,4568,56,N,1189,TOTAL,233,75,86,34
LOS ANGELES,9006623C,4569,56,N,1276,POLLING PLACE,101,35,37,14
LOS ANGELES,9006623C,4569,56,N,0,VBM PORTION,124,48,32,22
LOS ANGELES,9006623C,4569,56,N,1276,TOTAL,225,83,69,36
LOS ANGELES,9006624A,4570,56,N,1252,POLLING PLACE,149,62,39,31
LOS ANGELES,9006624A,4570,56,N,0,VBM PORTION,123,40,37,17
LOS ANGELES,9006624A,4570,56,N,1252,TOTAL,272,102,76,48
LOS ANGELES,9006626A,4571,56,N,986,POLLING PLACE,79,24,26,21
LOS ANGELES,9006626A,4571,56,N,0,VBM PORTION,85,32,32,5
LOS ANGELES,9006626A,4571,56,N,986,TOTAL,164,56,58,26
LOS ANGELES,9006627B,4572,56,N,626,POLLING PLACE,59,21,26,6
LOS ANGELES,9006627B,4572,56,N,0,VBM PORTION,61,19,16,19
LOS ANGELES,9006627B,4572,56,N,626,TOTAL,120,40,42,25
LOS ANGELES,9006632C,4573,56,N,1166,POLLING PLACE,84,23,38,13
LOS ANGELES,9006632C,4573,56,N,0,VBM PORTION,134,39,46,22
LOS ANGELES,9006632C,4573,56,N,1166,TOTAL,218,62,84,35
LOS ANGELES,9006651A,4574,56,N,1375,POLLING PLACE,137,50,43,23
LOS ANGELES,9006651A,4574,56,N,0,VBM PORTION,145,47,57,17
LOS ANGELES,9006651A,4574,56,N,1375,TOTAL,282,97,100,40
LOS ANGELES,9006652A,4575,56,N,1206,POLLING PLACE,116,35,42,18
LOS ANGELES,9006652A,4575,56,N,0,VBM PORTION,158,55,62,9
LOS ANGELES,9006652A,4575,56,N,1206,TOTAL,274,90,104,27
LOS ANGELES,9006656A,4576,56,N,1351,POLLING PLACE,168,62,63,22
LOS ANGELES,9006656A,4576,56,N,0,VBM PORTION,196,61,48,31
LOS ANGELES,9006656A,4576,56,N,1351,TOTAL,364,123,111,53
LOS ANGELES,9006660B,4577,56,N,1005,POLLING PLACE,112,36,43,15
LOS ANGELES,9006660B,4577,56,N,0,VBM PORTION,168,56,51,15
LOS ANGELES,9006660B,4577,56,N,1005,TOTAL,280,92,94,30
LOS ANGELES,9006666A,4578,56,N,1202,POLLING PLACE,140,42,57,18
LOS ANGELES,9006666A,4578,56,N,0,VBM PORTION,151,57,42,15
LOS ANGELES,9006666A,4578,56,N,1202,TOTAL,291,99,99,33
LOS ANGELES,9006667A,4579,56,N,1115,POLLING PLACE,94,37,32,13
LOS ANGELES,9006667A,4579,56,N,0,VBM PORTION,181,67,56,21
LOS ANGELES,9006667A,4579,56,N,1115,TOTAL,275,104,88,34
LOS ANGELES,9007015A,4580,96,N,1057,POLLING PLACE,46,18,12,9
LOS ANGELES,9007015A,4580,96,N,0,VBM PORTION,44,19,7,9
LOS ANGELES,9007015A,4580,96,N,1057,TOTAL,90,37,19,18
LOS ANGELES,9007016A,4581,95,N,1515,POLLING PLACE,160,48,34,25
LOS ANGELES,9007016A,4581,95,N,0,VBM PORTION,178,66,37,21
LOS ANGELES,9007016A,4581,95,N,1515,TOTAL,338,114,71,46
LOS ANGELES,9007101E,4582,62,N,1142,POLLING PLACE,55,19,13,15
LOS ANGELES,9007101E,4582,62,N,0,VBM PORTION,75,34,18,13
LOS ANGELES,9007101E,4582,62,N,1142,TOTAL,130,53,31,28
LOS ANGELES,9007114A,4583,95,N,1048,POLLING PLACE,83,19,7,43
LOS ANGELES,9007114A,4583,95,N,0,VBM PORTION,34,8,5,18
LOS ANGELES,9007114A,4583,95,N,1048,TOTAL,117,27,12,61
LOS ANGELES,9007131A,4584,63,N,1266,POLLING PLACE,150,66,31,31
LOS ANGELES,9007131A,4584,63,N,0,VBM PORTION,132,66,31,16
LOS ANGELES,9007131A,4584,63,N,1266,TOTAL,282,132,62,47
LOS ANGELES,9007166B,4585,116,N,1103,POLLING PLACE,61,34,9,9
LOS ANGELES,9007166B,4585,116,N,0,VBM PORTION,53,24,10,11
LOS ANGELES,9007166B,4585,116,N,1103,TOTAL,114,58,19,20
LOS ANGELES,9007168B,4586,116,N,1202,POLLING PLACE,58,35,12,4
LOS ANGELES,9007168B,4586,116,N,0,VBM PORTION,70,31,24,10
LOS ANGELES,9007168B,4586,116,N,1202,TOTAL,128,66,36,14
LOS ANGELES,9007211A,4587,116,N,647,POLLING PLACE,42,15,6,12
LOS ANGELES,9007211A,4587,116,N,0,VBM PORTION,51,20,5,15
LOS ANGELES,9007211A,4587,116,N,647,TOTAL,93,35,11,27
LOS ANGELES,9007221A,4588,86,N,1360,POLLING PLACE,148,63,40,24
LOS ANGELES,9007221A,4588,86,N,0,VBM PORTION,107,38,27,21
LOS ANGELES,9007221A,4588,86,N,1360,TOTAL,255,101,67,45
LOS ANGELES,9007229B,4589,116,N,974,POLLING PLACE,89,37,24,13
LOS ANGELES,9007229B,4589,116,N,0,VBM PORTION,78,31,22,13
LOS ANGELES,9007229B,4589,116,N,974,TOTAL,167,68,46,26
LOS ANGELES,9007230A,4590,83,N,1091,POLLING PLACE,66,24,13,18
LOS ANGELES,9007230A,4590,83,N,0,VBM PORTION,77,31,17,16
LOS ANGELES,9007230A,4590,83,N,1091,TOTAL,143,55,30,34
LOS ANGELES,9007307A,4591,26,N,737,POLLING PLACE,97,27,38,28
LOS ANGELES,9007307A,4591,26,N,0,VBM PORTION,48,14,15,8
LOS ANGELES,9007307A,4591,26,N,737,TOTAL,145,41,53,36
LOS ANGELES,9007311A,4592,26,N,1138,POLLING PLACE,143,54,42,30
LOS ANGELES,9007311A,4592,26,N,0,VBM PORTION,120,38,32,23
LOS ANGELES,9007311A,4592,26,N,1138,TOTAL,263,92,74,53
LOS ANGELES,9007313A,4593,26,N,1006,POLLING PLACE,105,36,36,19
LOS ANGELES,9007313A,4593,26,N,0,VBM PORTION,127,27,44,36
LOS ANGELES,9007313A,4593,26,N,1006,TOTAL,232,63,80,55
LOS ANGELES,9007321A,4594,26,N,712,POLLING PLACE,84,28,27,18
LOS ANGELES,9007321A,4594,26,N,0,VBM PORTION,107,27,42,26
LOS ANGELES,9007321A,4594,26,N,712,TOTAL,191,55,69,44
LOS ANGELES,9007323A,4595,26,N,889,POLLING PLACE,101,28,27,28
LOS ANGELES,9007323A,4595,26,N,0,VBM PORTION,89,14,22,29
LOS ANGELES,9007323A,4595,26,N,889,TOTAL,190,42,49,57
LOS ANGELES,9007333A,4596,26,N,857,POLLING PLACE,80,27,18,21
LOS ANGELES,9007333A,4596,26,N,0,VBM PORTION,60,18,20,7
LOS ANGELES,9007333A,4596,26,N,857,TOTAL,140,45,38,28
LOS ANGELES,9007341A,4597,20,N,605,POLLING PLACE,25,8,6,8
LOS ANGELES,9007341A,4597,20,N,0,VBM PORTION,25,5,7,8
LOS ANGELES,9007341A,4597,20,N,605,TOTAL,50,13,13,16
LOS ANGELES,9007346A,4598,47,N,244,POLLING PLACE,17,10,6,0
LOS ANGELES,9007346A,4598,47,N,0,VBM PORTION,7,2,2,0
LOS ANGELES,9007346A,4598,47,N,244,TOTAL,24,12,8,0
LOS ANGELES,9007349A,4599,116,N,926,POLLING PLACE,93,40,21,16
LOS ANGELES,9007349A,4599,116,N,0,VBM PORTION,76,34,14,13
LOS ANGELES,9007349A,4599,116,N,926,TOTAL,169,74,35,29
LOS ANGELES,9007367A,4600,81,N,1254,POLLING PLACE,109,31,44,20
LOS ANGELES,9007367A,4600,81,N,0,VBM PORTION,142,53,33,15
LOS ANGELES,9007367A,4600,81,N,1254,TOTAL,251,84,77,35
LOS ANGELES,9007377A,4601,84,N,1316,POLLING PLACE,119,40,33,25
LOS ANGELES,9007377A,4601,84,N,0,VBM PORTION,88,26,24,17
LOS ANGELES,9007377A,4601,84,N,1316,TOTAL,207,66,57,42
LOS ANGELES,9007382A,4602,84,N,1242,POLLING PLACE,124,44,32,34
LOS ANGELES,9007382A,4602,84,N,0,VBM PORTION,136,45,41,22
LOS ANGELES,9007382A,4602,84,N,1242,TOTAL,260,89,73,56
LOS ANGELES,9007385A,4603,110,N,958,POLLING PLACE,98,24,29,17
LOS ANGELES,9007385A,4603,110,N,0,VBM PORTION,66,25,14,12
LOS ANGELES,9007385A,4603,110,N,958,TOTAL,164,49,43,29
LOS ANGELES,9007388A,4604,84,N,1250,POLLING PLACE,93,33,22,19
LOS ANGELES,9007388A,4604,84,N,0,VBM PORTION,94,37,19,19
LOS ANGELES,9007388A,4604,84,N,1250,TOTAL,187,70,41,38
LOS ANGELES,9007434A,4605,89,N,1095,POLLING PLACE,101,29,22,40
