LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ASHLEY SWEARENGIN,BETTY T YEE,
COVINA,1500090A,581,133,N,561,POLLING PLACE,99,47,43,
COVINA,1500090A,581,133,N,,VBM PORTION,17,5,11,
COVINA,1500090A,581,133,N,561,TOTAL,116,52,54,
COVINA,1500090C,582,128,N,228,POLLING PLACE,34,20,13,
COVINA,1500090C,582,128,N,,VBM PORTION,22,13,9,
COVINA,1500090C,582,128,N,228,TOTAL,56,33,22,
COVINA,1500093A,583,133,N,1219,POLLING PLACE,163,76,79,
COVINA,1500093A,583,133,N,,VBM PORTION,75,43,27,
COVINA,1500093A,583,133,N,1219,TOTAL,238,119,106,
CUDAHY,1550001A,584,347,N,990,POLLING PLACE,140,28,98,
CUDAHY,1550001A,584,347,N,,VBM PORTION,28,4,22,
CUDAHY,1550001A,584,347,N,990,TOTAL,168,32,120,
CUDAHY,1550002A,6059,349,Y,,POLLING PLACE,,,,
CUDAHY,1550002A,6059,349,Y,,VBM PORTION,,,,
CUDAHY,1550002A,6059,349,Y,,TOTAL,,,,
CUDAHY,1550005A,585,347,N,1070,POLLING PLACE,139,20,109,
CUDAHY,1550005A,585,347,N,,VBM PORTION,18,6,12,
CUDAHY,1550005A,585,347,N,1070,TOTAL,157,26,121,
CUDAHY,1550006A,586,347,N,1091,POLLING PLACE,143,25,108,
CUDAHY,1550006A,586,347,N,,VBM PORTION,26,7,18,
CUDAHY,1550006A,586,347,N,1091,TOTAL,169,32,126,
CUDAHY,1550009A,587,347,N,942,POLLING PLACE,138,17,111,
CUDAHY,1550009A,587,347,N,,VBM PORTION,18,1,15,
CUDAHY,1550009A,587,347,N,942,TOTAL,156,18,126,
CUDAHY,1550010A,588,347,N,987,POLLING PLACE,131,24,94,
CUDAHY,1550010A,588,347,N,,VBM PORTION,29,12,17,
CUDAHY,1550010A,588,347,N,987,TOTAL,160,36,111,
CUDAHY,1550020A,589,347,N,1222,POLLING PLACE,168,26,132,
CUDAHY,1550020A,589,347,N,,VBM PORTION,33,6,21,
CUDAHY,1550020A,589,347,N,1222,TOTAL,201,32,153,
CULVER CITY,1600001A,590,233,N,902,POLLING PLACE,180,23,146,
CULVER CITY,1600001A,590,233,N,,VBM PORTION,72,17,53,
CULVER CITY,1600001A,590,233,N,902,TOTAL,252,40,199,
CULVER CITY,1600002A,591,233,N,754,POLLING PLACE,146,38,96,
CULVER CITY,1600002A,591,233,N,,VBM PORTION,73,18,52,
CULVER CITY,1600002A,591,233,N,754,TOTAL,219,56,148,
CULVER CITY,1600003A,592,233,N,998,POLLING PLACE,169,33,127,
CULVER CITY,1600003A,592,233,N,,VBM PORTION,92,25,62,
CULVER CITY,1600003A,592,233,N,998,TOTAL,261,58,189,
CULVER CITY,1600004A,593,233,N,1097,POLLING PLACE,230,62,157,
CULVER CITY,1600004A,593,233,N,,VBM PORTION,70,18,47,
CULVER CITY,1600004A,593,233,N,1097,TOTAL,300,80,204,
CULVER CITY,1600005A,594,233,N,885,POLLING PLACE,187,33,146,
CULVER CITY,1600005A,594,233,N,,VBM PORTION,85,10,67,
CULVER CITY,1600005A,594,233,N,885,TOTAL,272,43,213,
CULVER CITY,1600007A,595,233,N,1248,POLLING PLACE,316,101,198,
CULVER CITY,1600007A,595,233,N,,VBM PORTION,147,53,89,
CULVER CITY,1600007A,595,233,N,1248,TOTAL,463,154,287,
CULVER CITY,1600008A,596,233,N,1154,POLLING PLACE,329,91,221,
CULVER CITY,1600008A,596,233,N,,VBM PORTION,140,55,74,
CULVER CITY,1600008A,596,233,N,1154,TOTAL,469,146,295,
CULVER CITY,1600011A,597,233,N,1176,POLLING PLACE,206,57,139,
CULVER CITY,1600011A,597,233,N,,VBM PORTION,157,45,99,
CULVER CITY,1600011A,597,233,N,1176,TOTAL,363,102,238,
CULVER CITY,1600013B,598,233,N,1147,POLLING PLACE,330,95,210,
CULVER CITY,1600013B,598,233,N,,VBM PORTION,124,44,69,
CULVER CITY,1600013B,598,233,N,1147,TOTAL,454,139,279,
CULVER CITY,1600014A,599,233,N,476,POLLING PLACE,102,15,79,
CULVER CITY,1600014A,599,233,N,,VBM PORTION,80,18,60,
CULVER CITY,1600014A,599,233,N,476,TOTAL,182,33,139,
CULVER CITY,1600014C,6060,228,Y,,POLLING PLACE,,,,
CULVER CITY,1600014C,6060,228,Y,,VBM PORTION,,,,
CULVER CITY,1600014C,6060,228,Y,,TOTAL,,,,
CULVER CITY,1600017B,600,233,N,1114,POLLING PLACE,224,55,153,
CULVER CITY,1600017B,600,233,N,,VBM PORTION,112,37,69,
CULVER CITY,1600017B,600,233,N,1114,TOTAL,336,92,222,
CULVER CITY,1600018A,601,233,N,899,POLLING PLACE,161,46,107,
CULVER CITY,1600018A,601,233,N,,VBM PORTION,63,21,33,
CULVER CITY,1600018A,601,233,N,899,TOTAL,224,67,140,
CULVER CITY,1600022A,602,233,N,651,POLLING PLACE,156,39,106,
CULVER CITY,1600022A,602,233,N,,VBM PORTION,59,21,35,
CULVER CITY,1600022A,602,233,N,651,TOTAL,215,60,141,
CULVER CITY,1600024A,603,233,N,1216,POLLING PLACE,269,79,176,
CULVER CITY,1600024A,603,233,N,,VBM PORTION,111,31,77,
CULVER CITY,1600024A,603,233,N,1216,TOTAL,380,110,253,
CULVER CITY,1600025A,604,233,N,955,POLLING PLACE,285,59,205,
CULVER CITY,1600025A,604,233,N,,VBM PORTION,123,32,84,
CULVER CITY,1600025A,604,233,N,955,TOTAL,408,91,289,
CULVER CITY,1600027C,605,233,N,646,POLLING PLACE,188,53,121,
CULVER CITY,1600027C,605,233,N,,VBM PORTION,74,14,54,
CULVER CITY,1600027C,605,233,N,646,TOTAL,262,67,175,
CULVER CITY,1600028A,606,233,N,1254,POLLING PLACE,272,83,170,
CULVER CITY,1600028A,606,233,N,,VBM PORTION,129,53,70,
CULVER CITY,1600028A,606,233,N,1254,TOTAL,401,136,240,
CULVER CITY,1600031C,607,233,N,1008,POLLING PLACE,244,62,154,
CULVER CITY,1600031C,607,233,N,,VBM PORTION,131,53,70,
CULVER CITY,1600031C,607,233,N,1008,TOTAL,375,115,224,
CULVER CITY,1600034A,608,233,N,1156,POLLING PLACE,304,101,165,
CULVER CITY,1600034A,608,233,N,,VBM PORTION,165,66,92,
CULVER CITY,1600034A,608,233,N,1156,TOTAL,469,167,257,
CULVER CITY,1600042A,609,233,N,768,POLLING PLACE,284,60,209,
CULVER CITY,1600042A,609,233,N,,VBM PORTION,107,26,75,
CULVER CITY,1600042A,609,233,N,768,TOTAL,391,86,284,
CULVER CITY,1600045A,610,233,N,962,POLLING PLACE,225,53,145,
CULVER CITY,1600045A,610,233,N,,VBM PORTION,97,24,68,
CULVER CITY,1600045A,610,233,N,962,TOTAL,322,77,213,
CULVER CITY,1600055A,611,233,N,1079,POLLING PLACE,302,51,214,
CULVER CITY,1600055A,611,233,N,,VBM PORTION,87,28,52,
CULVER CITY,1600055A,611,233,N,1079,TOTAL,389,79,266,
CULVER CITY,1600073A,612,233,N,1197,POLLING PLACE,248,61,177,
CULVER CITY,1600073A,612,233,N,,VBM PORTION,74,18,51,
CULVER CITY,1600073A,612,233,N,1197,TOTAL,322,79,228,
CULVER CITY,1600074B,613,233,N,1091,POLLING PLACE,282,43,225,
CULVER CITY,1600074B,613,233,N,,VBM PORTION,117,21,87,
CULVER CITY,1600074B,613,233,N,1091,TOTAL,399,64,312,
CULVER CITY,1600076A,614,233,N,1125,POLLING PLACE,268,42,203,
CULVER CITY,1600076A,614,233,N,,VBM PORTION,82,15,62,
CULVER CITY,1600076A,614,233,N,1125,TOTAL,350,57,265,
DEL AIRE,1680001A,615,338,N,825,POLLING PLACE,175,62,92,
DEL AIRE,1680001A,615,338,N,,VBM PORTION,54,25,26,
DEL AIRE,1680001A,615,338,N,825,TOTAL,229,87,118,
DEL AIRE,1680002B,616,338,N,956,POLLING PLACE,263,120,126,
DEL AIRE,1680002B,616,338,N,,VBM PORTION,71,36,26,
DEL AIRE,1680002B,616,338,N,956,TOTAL,334,156,152,
DEL AIRE,1680003A,617,338,N,861,POLLING PLACE,205,93,101,
DEL AIRE,1680003A,617,338,N,,VBM PORTION,70,20,38,
DEL AIRE,1680003A,617,338,N,861,TOTAL,275,113,139,
DEL AIRE,1680004A,618,338,N,765,POLLING PLACE,164,76,73,
DEL AIRE,1680004A,618,338,N,,VBM PORTION,60,36,18,
DEL AIRE,1680004A,618,338,N,765,TOTAL,224,112,91,
DEL AIRE,1680005A,619,338,N,410,POLLING PLACE,80,29,49,
DEL AIRE,1680005A,619,338,N,,VBM PORTION,19,12,6,
DEL AIRE,1680005A,619,338,N,410,TOTAL,99,41,55,
DEL AIRE,1680006C,620,338,N,642,POLLING PLACE,111,42,61,
DEL AIRE,1680006C,620,338,N,,VBM PORTION,46,16,28,
DEL AIRE,1680006C,620,338,N,642,TOTAL,157,58,89,
DEL AIRE,1680007A,621,338,N,985,POLLING PLACE,206,79,108,
DEL AIRE,1680007A,621,338,N,,VBM PORTION,48,20,23,
DEL AIRE,1680007A,621,338,N,985,TOTAL,254,99,131,
DEL SUR,1750001A,622,8,N,1079,POLLING PLACE,273,180,79,
DEL SUR,1750001A,622,8,N,,VBM PORTION,111,75,33,
DEL SUR,1750001A,622,8,N,1079,TOTAL,384,255,112,
DEL SUR,1750005H,6061,16,Y,,POLLING PLACE,,,,
DEL SUR,1750005H,6061,16,Y,,VBM PORTION,,,,
DEL SUR,1750005H,6061,16,Y,,TOTAL,,,,
DEL SUR,1750007C,6062,15,Y,,POLLING PLACE,,,,
DEL SUR,1750007C,6062,15,Y,,VBM PORTION,,,,
DEL SUR,1750007C,6062,15,Y,,TOTAL,,,,
DEL SUR,1750052A,6063,3,Y,234,POLLING PLACE,,,,
DEL SUR,1750052A,6063,3,Y,,VBM PORTION,108,72,24,
DEL SUR,1750052A,6063,3,Y,234,TOTAL,108,72,24,
DEL SUR,1750054A,623,7,N,562,POLLING PLACE,133,97,22,
DEL SUR,1750054A,623,7,N,,VBM PORTION,96,75,19,
DEL SUR,1750054A,623,7,N,562,TOTAL,229,172,41,
DEL SUR,1750055A,624,1,N,1404,POLLING PLACE,376,301,59,
DEL SUR,1750055A,624,1,N,,VBM PORTION,170,123,41,
DEL SUR,1750055A,624,1,N,1404,TOTAL,546,424,100,
DESERT,1770001A,625,8,N,1091,POLLING PLACE,200,103,86,
DESERT,1770001A,625,8,N,,VBM PORTION,77,52,22,
DESERT,1770001A,625,8,N,1091,TOTAL,277,155,108,
DESERT,1770004A,626,13,N,1124,POLLING PLACE,270,214,46,
DESERT,1770004A,626,13,N,,VBM PORTION,165,129,27,
DESERT,1770004A,626,13,N,1124,TOTAL,435,343,73,
DESERT,1770007A,6064,13,Y,114,POLLING PLACE,,,,
DESERT,1770007A,6064,13,Y,,VBM PORTION,9,6,2,
DESERT,1770007A,6064,13,Y,114,TOTAL,9,6,2,
DESERT,1770015A,627,13,N,947,POLLING PLACE,129,85,39,
DESERT,1770015A,627,13,N,,VBM PORTION,147,114,29,
DESERT,1770015A,627,13,N,947,TOTAL,276,199,68,
DESERT,1770016A,628,13,N,397,POLLING PLACE,95,49,36,
DESERT,1770016A,628,13,N,,VBM PORTION,47,30,16,
DESERT,1770016A,628,13,N,397,TOTAL,142,79,52,
DESERT,1770063J,6065,13,Y,,POLLING PLACE,,,,
DESERT,1770063J,6065,13,Y,,VBM PORTION,,,,
DESERT,1770063J,6065,13,Y,,TOTAL,,,,
DIAMOND BAR,1780001A,629,238,N,1145,POLLING PLACE,150,84,44,
DIAMOND BAR,1780001A,629,238,N,,VBM PORTION,108,44,50,
DIAMOND BAR,1780001A,629,238,N,1145,TOTAL,258,128,94,
DIAMOND BAR,1780002A,630,237,N,1182,POLLING PLACE,203,104,90,
DIAMOND BAR,1780002A,630,237,N,,VBM PORTION,89,53,27,
DIAMOND BAR,1780002A,630,237,N,1182,TOTAL,292,157,117,
DIAMOND BAR,1780003A,631,238,N,661,POLLING PLACE,124,62,58,
DIAMOND BAR,1780003A,631,238,N,,VBM PORTION,47,23,20,
DIAMOND BAR,1780003A,631,238,N,661,TOTAL,171,85,78,
DIAMOND BAR,1780004A,632,238,N,1149,POLLING PLACE,175,81,80,
DIAMOND BAR,1780004A,632,238,N,,VBM PORTION,113,55,49,
DIAMOND BAR,1780004A,632,238,N,1149,TOTAL,288,136,129,
DIAMOND BAR,1780006A,633,238,N,1076,POLLING PLACE,201,117,71,
DIAMOND BAR,1780006A,633,238,N,,VBM PORTION,101,48,46,
DIAMOND BAR,1780006A,633,238,N,1076,TOTAL,302,165,117,
DIAMOND BAR,1780007B,634,238,N,1068,POLLING PLACE,173,85,72,
DIAMOND BAR,1780007B,634,238,N,,VBM PORTION,96,35,51,
DIAMOND BAR,1780007B,634,238,N,1068,TOTAL,269,120,123,
DIAMOND BAR,1780008A,635,238,N,1158,POLLING PLACE,138,70,58,
DIAMOND BAR,1780008A,635,238,N,,VBM PORTION,145,58,74,
DIAMOND BAR,1780008A,635,238,N,1158,TOTAL,283,128,132,
DIAMOND BAR,1780014A,636,238,N,1201,POLLING PLACE,212,105,93,
DIAMOND BAR,1780014A,636,238,N,,VBM PORTION,115,54,55,
DIAMOND BAR,1780014A,636,238,N,1201,TOTAL,327,159,148,
DIAMOND BAR,1780020A,637,238,N,1097,POLLING PLACE,187,101,78,
DIAMOND BAR,1780020A,637,238,N,,VBM PORTION,97,43,49,
DIAMOND BAR,1780020A,637,238,N,1097,TOTAL,284,144,127,
DIAMOND BAR,1780021A,638,238,N,1029,POLLING PLACE,169,100,57,
DIAMOND BAR,1780021A,638,238,N,,VBM PORTION,108,58,30,
DIAMOND BAR,1780021A,638,238,N,1029,TOTAL,277,158,87,
DIAMOND BAR,1780041A,639,238,N,1150,POLLING PLACE,226,112,96,
DIAMOND BAR,1780041A,639,238,N,,VBM PORTION,92,44,42,
DIAMOND BAR,1780041A,639,238,N,1150,TOTAL,318,156,138,
DIAMOND BAR,1780043B,640,238,N,1132,POLLING PLACE,185,97,75,
DIAMOND BAR,1780043B,640,238,N,,VBM PORTION,136,74,51,
DIAMOND BAR,1780043B,640,238,N,1132,TOTAL,321,171,126,
DIAMOND BAR,1780063A,641,237,N,578,POLLING PLACE,109,49,56,
DIAMOND BAR,1780063A,641,237,N,,VBM PORTION,67,36,29,
DIAMOND BAR,1780063A,641,237,N,578,TOTAL,176,85,85,
DIAMOND BAR,1780063B,642,237,N,879,POLLING PLACE,189,93,86,
DIAMOND BAR,1780063B,642,237,N,,VBM PORTION,71,36,28,
DIAMOND BAR,1780063B,642,237,N,879,TOTAL,260,129,114,
DIAMOND BAR,1780065B,643,237,N,914,POLLING PLACE,204,94,92,
DIAMOND BAR,1780065B,643,237,N,,VBM PORTION,101,55,36,
DIAMOND BAR,1780065B,643,237,N,914,TOTAL,305,149,128,
DIAMOND BAR,1780066A,644,238,N,850,POLLING PLACE,154,59,82,
DIAMOND BAR,1780066A,644,238,N,,VBM PORTION,80,38,33,
DIAMOND BAR,1780066A,644,238,N,850,TOTAL,234,97,115,
DIAMOND BAR,1780067A,645,238,N,853,POLLING PLACE,151,83,50,
DIAMOND BAR,1780067A,645,238,N,,VBM PORTION,84,44,35,
DIAMOND BAR,1780067A,645,238,N,853,TOTAL,235,127,85,
DIAMOND BAR,1780068A,646,238,N,406,POLLING PLACE,66,30,29,
DIAMOND BAR,1780068A,646,238,N,,VBM PORTION,23,13,10,
DIAMOND BAR,1780068A,646,238,N,406,TOTAL,89,43,39,
DIAMOND BAR,1780069A,647,238,N,960,POLLING PLACE,106,50,44,
DIAMOND BAR,1780069A,647,238,N,,VBM PORTION,88,46,35,
DIAMOND BAR,1780069A,647,238,N,960,TOTAL,194,96,79,
DIAMOND BAR,1780070A,648,237,N,1076,POLLING PLACE,198,79,106,
DIAMOND BAR,1780070A,648,237,N,,VBM PORTION,110,63,42,
DIAMOND BAR,1780070A,648,237,N,1076,TOTAL,308,142,148,
DIAMOND BAR,1780071C,649,238,N,494,POLLING PLACE,85,34,46,
DIAMOND BAR,1780071C,649,238,N,,VBM PORTION,53,28,22,
DIAMOND BAR,1780071C,649,238,N,494,TOTAL,138,62,68,
DIAMOND BAR,1780072A,650,237,N,822,POLLING PLACE,169,78,80,
DIAMOND BAR,1780072A,650,237,N,,VBM PORTION,55,24,27,
DIAMOND BAR,1780072A,650,237,N,822,TOTAL,224,102,107,
DIAMOND BAR,1780073A,651,237,N,875,POLLING PLACE,185,80,83,
DIAMOND BAR,1780073A,651,237,N,,VBM PORTION,78,41,30,
DIAMOND BAR,1780073A,651,237,N,875,TOTAL,263,121,113,
DIAMOND BAR,1780075A,652,238,N,890,POLLING PLACE,114,48,56,
DIAMOND BAR,1780075A,652,238,N,,VBM PORTION,78,44,30,
DIAMOND BAR,1780075A,652,238,N,890,TOTAL,192,92,86,
DIAMOND BAR,1780077A,653,238,N,869,POLLING PLACE,110,43,57,
DIAMOND BAR,1780077A,653,238,N,,VBM PORTION,74,31,43,
DIAMOND BAR,1780077A,653,238,N,869,TOTAL,184,74,100,
DIAMOND BAR,1780078A,654,238,N,950,POLLING PLACE,136,76,53,
DIAMOND BAR,1780078A,654,238,N,,VBM PORTION,83,41,39,
DIAMOND BAR,1780078A,654,238,N,950,TOTAL,219,117,92,
DIAMOND BAR,1780079A,655,238,N,491,POLLING PLACE,29,10,17,
DIAMOND BAR,1780079A,655,238,N,,VBM PORTION,47,24,19,
DIAMOND BAR,1780079A,655,238,N,491,TOTAL,76,34,36,
DIAMOND BAR,1780081A,656,238,N,615,POLLING PLACE,114,50,49,
DIAMOND BAR,1780081A,656,238,N,,VBM PORTION,43,21,16,
DIAMOND BAR,1780081A,656,238,N,615,TOTAL,157,71,65,
DIAMOND BAR,1780085A,657,238,N,723,POLLING PLACE,105,54,45,
DIAMOND BAR,1780085A,657,238,N,,VBM PORTION,47,18,24,
DIAMOND BAR,1780085A,657,238,N,723,TOTAL,152,72,69,
DIAMOND BAR,1780087A,658,238,N,576,POLLING PLACE,106,47,47,
DIAMOND BAR,1780087A,658,238,N,,VBM PORTION,52,36,15,
DIAMOND BAR,1780087A,658,238,N,576,TOTAL,158,83,62,
DIAMOND BAR,1780091E,659,238,N,932,POLLING PLACE,152,75,63,
DIAMOND BAR,1780091E,659,238,N,,VBM PORTION,92,53,35,
DIAMOND BAR,1780091E,659,238,N,932,TOTAL,244,128,98,
DIAMOND BAR,1780092A,660,238,N,696,POLLING PLACE,103,51,46,
DIAMOND BAR,1780092A,660,238,N,,VBM PORTION,58,26,29,
DIAMOND BAR,1780092A,660,238,N,696,TOTAL,161,77,75,
DIAMOND BAR,1780094A,661,238,N,1070,POLLING PLACE,178,101,67,
DIAMOND BAR,1780094A,661,238,N,,VBM PORTION,91,39,47,
DIAMOND BAR,1780094A,661,238,N,1070,TOTAL,269,140,114,
DOMINGUEZ,1800020B,662,373,N,733,POLLING PLACE,222,49,163,
DOMINGUEZ,1800020B,662,373,N,,VBM PORTION,37,11,25,
DOMINGUEZ,1800020B,662,373,N,733,TOTAL,259,60,188,
DOMINGUEZ,1800021A,663,367,N,798,POLLING PLACE,230,56,158,
DOMINGUEZ,1800021A,663,367,N,,VBM PORTION,51,18,30,
DOMINGUEZ,1800021A,663,367,N,798,TOTAL,281,74,188,
DOWNEY,1850001A,664,302,N,1065,POLLING PLACE,177,68,101,
DOWNEY,1850001A,664,302,N,,VBM PORTION,56,27,28,
DOWNEY,1850001A,664,302,N,1065,TOTAL,233,95,129,
DOWNEY,1850002A,665,302,N,405,POLLING PLACE,36,13,21,
DOWNEY,1850002A,665,302,N,,VBM PORTION,10,4,3,
DOWNEY,1850002A,665,302,N,405,TOTAL,46,17,24,
DOWNEY,1850002C,666,302,N,578,POLLING PLACE,91,32,53,
DOWNEY,1850002C,666,302,N,,VBM PORTION,22,12,7,
DOWNEY,1850002C,666,302,N,578,TOTAL,113,44,60,
DOWNEY,1850006B,667,302,N,633,POLLING PLACE,73,14,53,
DOWNEY,1850006B,667,302,N,,VBM PORTION,15,5,10,
DOWNEY,1850006B,667,302,N,633,TOTAL,88,19,63,
DOWNEY,1850008A,668,299,N,925,POLLING PLACE,177,74,94,
DOWNEY,1850008A,668,299,N,,VBM PORTION,60,39,15,
DOWNEY,1850008A,668,299,N,925,TOTAL,237,113,109,
DOWNEY,1850009A,669,293,N,1013,POLLING PLACE,183,57,109,
DOWNEY,1850009A,669,293,N,,VBM PORTION,78,46,29,
DOWNEY,1850009A,669,293,N,1013,TOTAL,261,103,138,
DOWNEY,1850010A,670,293,N,589,POLLING PLACE,95,39,53,
DOWNEY,1850010A,670,293,N,,VBM PORTION,30,12,17,
DOWNEY,1850010A,670,293,N,589,TOTAL,125,51,70,
DOWNEY,1850011A,671,303,N,614,POLLING PLACE,88,32,51,
DOWNEY,1850011A,671,303,N,,VBM PORTION,25,16,8,
DOWNEY,1850011A,671,303,N,614,TOTAL,113,48,59,
DOWNEY,1850011B,672,302,N,593,POLLING PLACE,68,23,41,
DOWNEY,1850011B,672,302,N,,VBM PORTION,23,8,12,
DOWNEY,1850011B,672,302,N,593,TOTAL,91,31,53,
DOWNEY,1850012A,673,293,N,727,POLLING PLACE,130,37,87,
DOWNEY,1850012A,673,293,N,,VBM PORTION,30,8,19,
DOWNEY,1850012A,673,293,N,727,TOTAL,160,45,106,
DOWNEY,1850013A,674,293,N,961,POLLING PLACE,216,55,140,
DOWNEY,1850013A,674,293,N,,VBM PORTION,33,11,21,
DOWNEY,1850013A,674,293,N,961,TOTAL,249,66,161,
DOWNEY,1850015A,675,293,N,1044,POLLING PLACE,202,59,129,
DOWNEY,1850015A,675,293,N,,VBM PORTION,37,12,21,
DOWNEY,1850015A,675,293,N,1044,TOTAL,239,71,150,
DOWNEY,1850016A,676,296,N,1096,POLLING PLACE,315,153,139,
DOWNEY,1850016A,676,296,N,,VBM PORTION,52,25,22,
DOWNEY,1850016A,676,296,N,1096,TOTAL,367,178,161,
DOWNEY,1850017A,677,302,N,1204,POLLING PLACE,203,83,111,
DOWNEY,1850017A,677,302,N,,VBM PORTION,56,21,32,
DOWNEY,1850017A,677,302,N,1204,TOTAL,259,104,143,
DOWNEY,1850019A,678,302,N,712,POLLING PLACE,130,43,75,
DOWNEY,1850019A,678,302,N,,VBM PORTION,37,22,12,
DOWNEY,1850019A,678,302,N,712,TOTAL,167,65,87,
DOWNEY,1850021A,679,295,N,605,POLLING PLACE,84,31,50,
DOWNEY,1850021A,679,295,N,,VBM PORTION,42,24,15,
DOWNEY,1850021A,679,295,N,605,TOTAL,126,55,65,
DOWNEY,1850023A,680,296,N,1124,POLLING PLACE,176,46,114,
DOWNEY,1850023A,680,296,N,,VBM PORTION,56,23,31,
DOWNEY,1850023A,680,296,N,1124,TOTAL,232,69,145,
DOWNEY,1850024A,681,295,N,933,POLLING PLACE,196,45,138,
DOWNEY,1850024A,681,295,N,,VBM PORTION,69,35,29,
DOWNEY,1850024A,681,295,N,933,TOTAL,265,80,167,
DOWNEY,1850025A,682,296,N,800,POLLING PLACE,173,62,96,
DOWNEY,1850025A,682,296,N,,VBM PORTION,61,26,32,
DOWNEY,1850025A,682,296,N,800,TOTAL,234,88,128,
DOWNEY,1850027A,683,294,N,923,POLLING PLACE,125,24,93,
DOWNEY,1850027A,683,294,N,,VBM PORTION,34,7,27,
DOWNEY,1850027A,683,294,N,923,TOTAL,159,31,120,
DOWNEY,1850027B,684,290,N,475,POLLING PLACE,104,34,58,
DOWNEY,1850027B,684,290,N,,VBM PORTION,35,17,15,
DOWNEY,1850027B,684,290,N,475,TOTAL,139,51,73,
DOWNEY,1850028A,685,296,N,1140,POLLING PLACE,213,97,99,
DOWNEY,1850028A,685,296,N,,VBM PORTION,77,33,34,
DOWNEY,1850028A,685,296,N,1140,TOTAL,290,130,133,
DOWNEY,1850029B,686,291,N,731,POLLING PLACE,156,82,63,
DOWNEY,1850029B,686,291,N,,VBM PORTION,59,26,32,
DOWNEY,1850029B,686,291,N,731,TOTAL,215,108,95,
DOWNEY,1850030A,687,296,N,1182,POLLING PLACE,255,112,130,
DOWNEY,1850030A,687,296,N,,VBM PORTION,68,28,37,
DOWNEY,1850030A,687,296,N,1182,TOTAL,323,140,167,
DOWNEY,1850031A,688,295,N,742,POLLING PLACE,114,40,68,
DOWNEY,1850031A,688,295,N,,VBM PORTION,43,17,24,
DOWNEY,1850031A,688,295,N,742,TOTAL,157,57,92,
DOWNEY,1850032A,689,290,N,506,POLLING PLACE,92,19,70,
DOWNEY,1850032A,689,290,N,,VBM PORTION,44,27,15,
DOWNEY,1850032A,689,290,N,506,TOTAL,136,46,85,
DOWNEY,1850033A,690,296,N,925,POLLING PLACE,188,67,114,
DOWNEY,1850033A,690,296,N,,VBM PORTION,55,25,24,
DOWNEY,1850033A,690,296,N,925,TOTAL,243,92,138,
DOWNEY,1850034B,691,302,N,758,POLLING PLACE,116,36,73,
DOWNEY,1850034B,691,302,N,,VBM PORTION,37,10,23,
DOWNEY,1850034B,691,302,N,758,TOTAL,153,46,96,
DOWNEY,1850038A,692,296,N,1006,POLLING PLACE,187,77,100,
DOWNEY,1850038A,692,296,N,,VBM PORTION,63,38,23,
DOWNEY,1850038A,692,296,N,1006,TOTAL,250,115,123,
DOWNEY,1850040A,693,295,N,850,POLLING PLACE,175,70,95,
DOWNEY,1850040A,693,295,N,,VBM PORTION,45,28,14,
DOWNEY,1850040A,693,295,N,850,TOTAL,220,98,109,
DOWNEY,1850041A,694,303,N,1160,POLLING PLACE,232,101,116,
DOWNEY,1850041A,694,303,N,,VBM PORTION,55,26,27,
DOWNEY,1850041A,694,303,N,1160,TOTAL,287,127,143,
DOWNEY,1850043A,695,303,N,904,POLLING PLACE,175,72,92,
DOWNEY,1850043A,695,303,N,,VBM PORTION,71,25,41,
DOWNEY,1850043A,695,303,N,904,TOTAL,246,97,133,
DOWNEY,1850045A,696,303,N,529,POLLING PLACE,130,54,68,
DOWNEY,1850045A,696,303,N,,VBM PORTION,37,14,19,
DOWNEY,1850045A,696,303,N,529,TOTAL,167,68,87,
DOWNEY,1850046A,697,303,N,597,POLLING PLACE,124,44,70,
DOWNEY,1850046A,697,303,N,,VBM PORTION,36,15,17,
DOWNEY,1850046A,697,303,N,597,TOTAL,160,59,87,
DOWNEY,1850047A,698,303,N,903,POLLING PLACE,249,86,133,
DOWNEY,1850047A,698,303,N,,VBM PORTION,68,33,31,
DOWNEY,1850047A,698,303,N,903,TOTAL,317,119,164,
DOWNEY,1850048A,6066,304,Y,68,POLLING PLACE,,,,
DOWNEY,1850048A,6066,304,Y,,VBM PORTION,9,1,8,
DOWNEY,1850048A,6066,304,Y,68,TOTAL,9,1,8,
DOWNEY,1850050A,699,303,N,862,POLLING PLACE,215,80,113,
DOWNEY,1850050A,699,303,N,,VBM PORTION,51,24,25,
DOWNEY,1850050A,699,303,N,862,TOTAL,266,104,138,
DOWNEY,1850051B,700,303,N,816,POLLING PLACE,184,95,79,
DOWNEY,1850051B,700,303,N,,VBM PORTION,78,35,40,
DOWNEY,1850051B,700,303,N,816,TOTAL,262,130,119,
DOWNEY,1850055A,701,303,N,733,POLLING PLACE,177,89,76,
DOWNEY,1850055A,701,303,N,,VBM PORTION,58,33,21,
DOWNEY,1850055A,701,303,N,733,TOTAL,235,122,97,
DOWNEY,1850056C,702,303,N,1112,POLLING PLACE,162,70,87,
DOWNEY,1850056C,702,303,N,,VBM PORTION,41,17,22,
DOWNEY,1850056C,702,303,N,1112,TOTAL,203,87,109,
DOWNEY,1850057A,703,298,N,715,POLLING PLACE,78,28,41,
DOWNEY,1850057A,703,298,N,,VBM PORTION,25,15,10,
