LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEFFREY PRANG,JOHN MORRIS,
SOUTH WHITTIER,6700017A,2609,257,N,1247,TOTAL,317,119,128,
SOUTH WHITTIER,6700019A,2610,260,N,1035,POLLING PLACE,138,57,62,
SOUTH WHITTIER,6700019A,2610,260,N,,VBM PORTION,22,7,11,
SOUTH WHITTIER,6700019A,2610,260,N,1035,TOTAL,160,64,73,
SOUTH WHITTIER,6700021A,2611,257,N,1211,POLLING PLACE,288,95,131,
SOUTH WHITTIER,6700021A,2611,257,N,,VBM PORTION,82,29,34,
SOUTH WHITTIER,6700021A,2611,257,N,1211,TOTAL,370,124,165,
SOUTH WHITTIER,6700023A,2612,260,N,852,POLLING PLACE,145,59,63,
SOUTH WHITTIER,6700023A,2612,260,N,,VBM PORTION,57,32,16,
SOUTH WHITTIER,6700023A,2612,260,N,852,TOTAL,202,91,79,
SOUTH WHITTIER,6700025A,2613,255,N,618,POLLING PLACE,80,28,34,
SOUTH WHITTIER,6700025A,2613,255,N,,VBM PORTION,16,5,8,
SOUTH WHITTIER,6700025A,2613,255,N,618,TOTAL,96,33,42,
SOUTH WHITTIER,6700052A,2614,255,N,988,POLLING PLACE,177,59,94,
SOUTH WHITTIER,6700052A,2614,255,N,,VBM PORTION,33,12,18,
SOUTH WHITTIER,6700052A,2614,255,N,988,TOTAL,210,71,112,
SOUTH WHITTIER,6700053A,2615,260,N,1024,POLLING PLACE,146,63,66,
SOUTH WHITTIER,6700053A,2615,260,N,,VBM PORTION,46,21,18,
SOUTH WHITTIER,6700053A,2615,260,N,1024,TOTAL,192,84,84,
SOUTH WHITTIER,6700054B,2616,260,N,1162,POLLING PLACE,151,63,64,
SOUTH WHITTIER,6700054B,2616,260,N,,VBM PORTION,35,15,17,
SOUTH WHITTIER,6700054B,2616,260,N,1162,TOTAL,186,78,81,
SOUTH WHITTIER,6700055A,2617,260,N,982,POLLING PLACE,129,51,61,
SOUTH WHITTIER,6700055A,2617,260,N,,VBM PORTION,32,20,8,
SOUTH WHITTIER,6700055A,2617,260,N,982,TOTAL,161,71,69,
SOUTH WHITTIER,6700056A,2618,260,N,1151,POLLING PLACE,127,53,53,
SOUTH WHITTIER,6700056A,2618,260,N,,VBM PORTION,34,16,11,
SOUTH WHITTIER,6700056A,2618,260,N,1151,TOTAL,161,69,64,
SOUTH WHITTIER,6700057A,2619,260,N,1201,POLLING PLACE,236,85,110,
SOUTH WHITTIER,6700057A,2619,260,N,,VBM PORTION,91,45,27,
SOUTH WHITTIER,6700057A,2619,260,N,1201,TOTAL,327,130,137,
SOUTH WHITTIER,6700059A,2620,260,N,919,POLLING PLACE,181,81,76,
SOUTH WHITTIER,6700059A,2620,260,N,,VBM PORTION,61,25,27,
SOUTH WHITTIER,6700059A,2620,260,N,919,TOTAL,242,106,103,
SOUTH WHITTIER,6700062A,2621,255,N,1116,POLLING PLACE,200,92,72,
SOUTH WHITTIER,6700062A,2621,255,N,,VBM PORTION,42,16,19,
SOUTH WHITTIER,6700062A,2621,255,N,1116,TOTAL,242,108,91,
SOUTH WHITTIER,6700064A,2622,255,N,896,POLLING PLACE,161,82,58,
SOUTH WHITTIER,6700064A,2622,255,N,,VBM PORTION,29,13,8,
SOUTH WHITTIER,6700064A,2622,255,N,896,TOTAL,190,95,66,
SOUTH WHITTIER,6700065A,2623,255,N,736,POLLING PLACE,126,42,65,
SOUTH WHITTIER,6700065A,2623,255,N,,VBM PORTION,39,10,18,
SOUTH WHITTIER,6700065A,2623,255,N,736,TOTAL,165,52,83,
SOUTH WHITTIER,6700068A,2624,255,N,808,POLLING PLACE,147,64,54,
SOUTH WHITTIER,6700068A,2624,255,N,,VBM PORTION,33,10,11,
SOUTH WHITTIER,6700068A,2624,255,N,808,TOTAL,180,74,65,
SOUTH WHITTIER,6700070A,2625,260,N,632,POLLING PLACE,98,42,44,
SOUTH WHITTIER,6700070A,2625,260,N,,VBM PORTION,35,10,13,
SOUTH WHITTIER,6700070A,2625,260,N,632,TOTAL,133,52,57,
SOUTH WHITTIER,6700070B,2626,260,N,672,POLLING PLACE,112,51,43,
SOUTH WHITTIER,6700070B,2626,260,N,,VBM PORTION,21,11,10,
SOUTH WHITTIER,6700070B,2626,260,N,672,TOTAL,133,62,53,
SOUTH WHITTIER,6700071C,2627,260,N,1104,POLLING PLACE,155,81,57,
SOUTH WHITTIER,6700071C,2627,260,N,,VBM PORTION,35,24,3,
SOUTH WHITTIER,6700071C,2627,260,N,1104,TOTAL,190,105,60,
SPADRA,6750022A,2628,237,N,155,POLLING PLACE,15,6,7,
SPADRA,6750022A,2628,237,N,,VBM PORTION,,,,
SPADRA,6750022A,2628,237,N,155,TOTAL,15,6,7,
STEVENSON RANCH,6820001A,2629,45,N,975,POLLING PLACE,174,40,93,
STEVENSON RANCH,6820001A,2629,45,N,,VBM PORTION,66,16,31,
STEVENSON RANCH,6820001A,2629,45,N,975,TOTAL,240,56,124,
STEVENSON RANCH,6820003A,2630,45,N,1259,POLLING PLACE,269,89,123,
STEVENSON RANCH,6820003A,2630,45,N,,VBM PORTION,102,44,30,
STEVENSON RANCH,6820003A,2630,45,N,1259,TOTAL,371,133,153,
STEVENSON RANCH,6820004A,2631,48,N,969,POLLING PLACE,181,42,93,
STEVENSON RANCH,6820004A,2631,48,N,,VBM PORTION,79,28,32,
STEVENSON RANCH,6820004A,2631,48,N,969,TOTAL,260,70,125,
STEVENSON RANCH,6820005A,2632,45,N,1004,POLLING PLACE,248,74,114,
STEVENSON RANCH,6820005A,2632,45,N,,VBM PORTION,105,40,46,
STEVENSON RANCH,6820005A,2632,45,N,1004,TOTAL,353,114,160,
STEVENSON RANCH,6820006A,2633,45,N,869,POLLING PLACE,169,42,80,
STEVENSON RANCH,6820006A,2633,45,N,,VBM PORTION,70,23,27,
STEVENSON RANCH,6820006A,2633,45,N,869,TOTAL,239,65,107,
STEVENSON RANCH,6820007A,2634,45,N,875,POLLING PLACE,143,46,69,
STEVENSON RANCH,6820007A,2634,45,N,,VBM PORTION,86,19,43,
STEVENSON RANCH,6820007A,2634,45,N,875,TOTAL,229,65,112,
STEVENSON RANCH,6820008A,2635,45,N,975,POLLING PLACE,228,69,91,
STEVENSON RANCH,6820008A,2635,45,N,,VBM PORTION,83,31,35,
STEVENSON RANCH,6820008A,2635,45,N,975,TOTAL,311,100,126,
STEVENSON RANCH,6820010A,2636,45,N,1394,POLLING PLACE,206,59,94,
STEVENSON RANCH,6820010A,2636,45,N,,VBM PORTION,106,45,27,
STEVENSON RANCH,6820010A,2636,45,N,1394,TOTAL,312,104,121,
STEVENSON RANCH,6820011A,2637,45,N,946,POLLING PLACE,150,39,76,
STEVENSON RANCH,6820011A,2637,45,N,,VBM PORTION,98,26,45,
STEVENSON RANCH,6820011A,2637,45,N,946,TOTAL,248,65,121,
SUNLAND,6850001A,6242,69,Y,,POLLING PLACE,,,,
SUNLAND,6850001A,6242,69,Y,,VBM PORTION,,,,
SUNLAND,6850001A,6242,69,Y,,TOTAL,,,,
SUNLAND,6850002A,2638,65,N,488,POLLING PLACE,114,43,37,
SUNLAND,6850002A,2638,65,N,,VBM PORTION,36,20,9,
SUNLAND,6850002A,2638,65,N,488,TOTAL,150,63,46,
SUNLAND,6850016A,6243,97,Y,23,POLLING PLACE,,,,
SUNLAND,6850016A,6243,97,Y,,VBM PORTION,4,,3,
SUNLAND,6850016A,6243,97,Y,23,TOTAL,4,,3,
SUNLAND,6850017A,6244,69,Y,92,POLLING PLACE,,,,
SUNLAND,6850017A,6244,69,Y,,VBM PORTION,12,5,7,
SUNLAND,6850017A,6244,69,Y,92,TOTAL,12,5,7,
SUNLAND,6850028A,6245,56,Y,,POLLING PLACE,,,,
SUNLAND,6850028A,6245,56,Y,,VBM PORTION,,,,
SUNLAND,6850028A,6245,56,Y,,TOTAL,,,,
SUNLAND,6850030A,6246,65,Y,12,POLLING PLACE,,,,
SUNLAND,6850030A,6246,65,Y,,VBM PORTION,2,,2,
SUNLAND,6850030A,6246,65,Y,12,TOTAL,2,,2,
SUNLAND,6850033C,6247,69,Y,,POLLING PLACE,,,,
SUNLAND,6850033C,6247,69,Y,,VBM PORTION,,,,
SUNLAND,6850033C,6247,69,Y,,TOTAL,,,,
SUNLAND,6850034A,6248,103,Y,38,POLLING PLACE,,,,
SUNLAND,6850034A,6248,103,Y,,VBM PORTION,5,1,3,
SUNLAND,6850034A,6248,103,Y,38,TOTAL,5,1,3,
TEMPLE CITY,7050006A,2639,155,N,942,POLLING PLACE,118,26,65,
TEMPLE CITY,7050006A,2639,155,N,,VBM PORTION,62,15,26,
TEMPLE CITY,7050006A,2639,155,N,942,TOTAL,180,41,91,
TEMPLE CITY,7050008B,2640,162,N,759,POLLING PLACE,108,34,52,
TEMPLE CITY,7050008B,2640,162,N,,VBM PORTION,36,7,14,
TEMPLE CITY,7050008B,2640,162,N,759,TOTAL,144,41,66,
TEMPLE CITY,7050011A,2641,155,N,788,POLLING PLACE,104,25,45,
TEMPLE CITY,7050011A,2641,155,N,,VBM PORTION,52,16,19,
TEMPLE CITY,7050011A,2641,155,N,788,TOTAL,156,41,64,
TEMPLE CITY,7050013A,2642,162,N,1222,POLLING PLACE,204,60,87,
TEMPLE CITY,7050013A,2642,162,N,,VBM PORTION,91,11,44,
TEMPLE CITY,7050013A,2642,162,N,1222,TOTAL,295,71,131,
TEMPLE CITY,7050016A,2643,162,N,979,POLLING PLACE,213,69,95,
TEMPLE CITY,7050016A,2643,162,N,,VBM PORTION,51,10,24,
TEMPLE CITY,7050016A,2643,162,N,979,TOTAL,264,79,119,
TEMPLE CITY,7050027A,2644,162,N,1316,POLLING PLACE,201,55,91,
TEMPLE CITY,7050027A,2644,162,N,,VBM PORTION,112,38,46,
TEMPLE CITY,7050027A,2644,162,N,1316,TOTAL,313,93,137,
TEMPLE CITY,7050037A,2645,162,N,1218,POLLING PLACE,225,74,89,
TEMPLE CITY,7050037A,2645,162,N,,VBM PORTION,74,18,34,
TEMPLE CITY,7050037A,2645,162,N,1218,TOTAL,299,92,123,
TEMPLE CITY,7050043A,2646,155,N,1207,POLLING PLACE,218,76,94,
TEMPLE CITY,7050043A,2646,155,N,,VBM PORTION,105,36,49,
TEMPLE CITY,7050043A,2646,155,N,1207,TOTAL,323,112,143,
TEMPLE CITY,7050062A,2647,155,N,1292,POLLING PLACE,239,70,98,
TEMPLE CITY,7050062A,2647,155,N,,VBM PORTION,85,20,33,
TEMPLE CITY,7050062A,2647,155,N,1292,TOTAL,324,90,131,
TEMPLE CITY,7050066A,2648,162,N,1471,POLLING PLACE,298,80,129,
TEMPLE CITY,7050066A,2648,162,N,,VBM PORTION,133,38,61,
TEMPLE CITY,7050066A,2648,162,N,1471,TOTAL,431,118,190,
TEMPLE CITY,7050068A,2649,157,N,1053,POLLING PLACE,187,71,68,
TEMPLE CITY,7050068A,2649,157,N,,VBM PORTION,68,15,29,
TEMPLE CITY,7050068A,2649,157,N,1053,TOTAL,255,86,97,
TEMPLE CITY,7050070A,2650,157,N,1272,POLLING PLACE,241,77,117,
TEMPLE CITY,7050070A,2650,157,N,,VBM PORTION,70,21,32,
TEMPLE CITY,7050070A,2650,157,N,1272,TOTAL,311,98,149,
TEMPLE CITY,7050072A,2651,157,N,894,POLLING PLACE,161,63,71,
TEMPLE CITY,7050072A,2651,157,N,,VBM PORTION,70,19,33,
TEMPLE CITY,7050072A,2651,157,N,894,TOTAL,231,82,104,
TEMPLE CITY,7050076B,2652,159,N,129,POLLING PLACE,15,6,6,
TEMPLE CITY,7050076B,2652,159,N,,VBM PORTION,11,2,7,
TEMPLE CITY,7050076B,2652,159,N,129,TOTAL,26,8,13,
TEMPLE CITY,7050076E,2653,155,N,966,POLLING PLACE,156,48,65,
TEMPLE CITY,7050076E,2653,155,N,,VBM PORTION,77,24,28,
TEMPLE CITY,7050076E,2653,155,N,966,TOTAL,233,72,93,
TEMPLE CITY,7050077A,2654,162,N,1127,POLLING PLACE,203,63,92,
TEMPLE CITY,7050077A,2654,162,N,,VBM PORTION,76,19,30,
TEMPLE CITY,7050077A,2654,162,N,1127,TOTAL,279,82,122,
TOPANGA,7100001A,2655,196,N,988,POLLING PLACE,253,111,83,
TOPANGA,7100001A,2655,196,N,,VBM PORTION,107,44,34,
TOPANGA,7100001A,2655,196,N,988,TOTAL,360,155,117,
TOPANGA,7100002A,2656,196,N,966,POLLING PLACE,297,131,66,
TOPANGA,7100002A,2656,196,N,,VBM PORTION,47,14,24,
TOPANGA,7100002A,2656,196,N,966,TOTAL,344,145,90,
TOPANGA,7100004B,2657,196,N,778,POLLING PLACE,254,111,73,
TOPANGA,7100004B,2657,196,N,,VBM PORTION,49,24,10,
TOPANGA,7100004B,2657,196,N,778,TOTAL,303,135,83,
TOPANGA,7100006A,2658,196,N,650,POLLING PLACE,215,122,38,
TOPANGA,7100006A,2658,196,N,,VBM PORTION,45,20,12,
TOPANGA,7100006A,2658,196,N,650,TOTAL,260,142,50,
TOPANGA,7100007A,2659,191,N,195,POLLING PLACE,20,7,10,
TOPANGA,7100007A,2659,191,N,,VBM PORTION,36,16,12,
TOPANGA,7100007A,2659,191,N,195,TOTAL,56,23,22,
TOPANGA,7100030A,2660,196,N,777,POLLING PLACE,259,111,58,
TOPANGA,7100030A,2660,196,N,,VBM PORTION,48,31,9,
TOPANGA,7100030A,2660,196,N,777,TOTAL,307,142,67,
TOPANGA,7100032A,6249,195,Y,255,POLLING PLACE,,,,
TOPANGA,7100032A,6249,195,Y,,VBM PORTION,70,26,19,
TOPANGA,7100032A,6249,195,Y,255,TOTAL,70,26,19,
TOPANGA,7100033A,2661,195,N,1001,POLLING PLACE,295,107,88,
TOPANGA,7100033A,2661,195,N,,VBM PORTION,110,43,39,
TOPANGA,7100033A,2661,195,N,1001,TOTAL,405,150,127,
TORRANCE,7150001A,2662,386,N,713,POLLING PLACE,131,55,45,
TORRANCE,7150001A,2662,386,N,,VBM PORTION,93,39,26,
TORRANCE,7150001A,2662,386,N,713,TOTAL,224,94,71,
TORRANCE,7150002A,2663,386,N,866,POLLING PLACE,223,65,102,
TORRANCE,7150002A,2663,386,N,,VBM PORTION,67,31,21,
TORRANCE,7150002A,2663,386,N,866,TOTAL,290,96,123,
TORRANCE,7150003A,2664,386,N,979,POLLING PLACE,202,81,78,
TORRANCE,7150003A,2664,386,N,,VBM PORTION,66,29,22,
TORRANCE,7150003A,2664,386,N,979,TOTAL,268,110,100,
TORRANCE,7150004A,2665,386,N,1217,POLLING PLACE,198,75,81,
TORRANCE,7150004A,2665,386,N,,VBM PORTION,92,29,38,
TORRANCE,7150004A,2665,386,N,1217,TOTAL,290,104,119,
TORRANCE,7150005A,2666,386,N,858,POLLING PLACE,179,76,62,
TORRANCE,7150005A,2666,386,N,,VBM PORTION,84,51,22,
TORRANCE,7150005A,2666,386,N,858,TOTAL,263,127,84,
TORRANCE,7150008A,2667,386,N,870,POLLING PLACE,168,80,41,
TORRANCE,7150008A,2667,386,N,,VBM PORTION,93,35,34,
TORRANCE,7150008A,2667,386,N,870,TOTAL,261,115,75,
TORRANCE,7150009A,2668,386,N,967,POLLING PLACE,194,93,59,
TORRANCE,7150009A,2668,386,N,,VBM PORTION,109,48,33,
TORRANCE,7150009A,2668,386,N,967,TOTAL,303,141,92,
TORRANCE,7150010A,2669,386,N,1469,POLLING PLACE,233,103,84,
TORRANCE,7150010A,2669,386,N,,VBM PORTION,110,49,30,
TORRANCE,7150010A,2669,386,N,1469,TOTAL,343,152,114,
TORRANCE,7150012A,2670,386,N,860,POLLING PLACE,168,60,73,
TORRANCE,7150012A,2670,386,N,,VBM PORTION,76,26,30,
TORRANCE,7150012A,2670,386,N,860,TOTAL,244,86,103,
TORRANCE,7150013A,2671,386,N,1327,POLLING PLACE,267,114,81,
TORRANCE,7150013A,2671,386,N,,VBM PORTION,115,44,29,
TORRANCE,7150013A,2671,386,N,1327,TOTAL,382,158,110,
TORRANCE,7150015A,2672,386,N,1188,POLLING PLACE,276,115,103,
TORRANCE,7150015A,2672,386,N,,VBM PORTION,132,46,38,
TORRANCE,7150015A,2672,386,N,1188,TOTAL,408,161,141,
TORRANCE,7150016A,2673,386,N,763,POLLING PLACE,202,74,89,
TORRANCE,7150016A,2673,386,N,,VBM PORTION,69,33,14,
TORRANCE,7150016A,2673,386,N,763,TOTAL,271,107,103,
TORRANCE,7150017A,2674,386,N,1060,POLLING PLACE,242,92,90,
TORRANCE,7150017A,2674,386,N,,VBM PORTION,134,54,38,
TORRANCE,7150017A,2674,386,N,1060,TOTAL,376,146,128,
TORRANCE,7150021A,2675,378,N,979,POLLING PLACE,259,84,100,
TORRANCE,7150021A,2675,378,N,,VBM PORTION,119,46,40,
TORRANCE,7150021A,2675,378,N,979,TOTAL,378,130,140,
TORRANCE,7150022A,2676,386,N,1039,POLLING PLACE,176,83,65,
TORRANCE,7150022A,2676,386,N,,VBM PORTION,71,33,25,
TORRANCE,7150022A,2676,386,N,1039,TOTAL,247,116,90,
TORRANCE,7150023A,2677,378,N,900,POLLING PLACE,199,76,74,
TORRANCE,7150023A,2677,378,N,,VBM PORTION,78,35,24,
TORRANCE,7150023A,2677,378,N,900,TOTAL,277,111,98,
TORRANCE,7150024A,2678,378,N,729,POLLING PLACE,165,64,54,
TORRANCE,7150024A,2678,378,N,,VBM PORTION,82,28,37,
TORRANCE,7150024A,2678,378,N,729,TOTAL,247,92,91,
TORRANCE,7150025A,2679,386,N,992,POLLING PLACE,234,85,90,
TORRANCE,7150025A,2679,386,N,,VBM PORTION,108,38,33,
TORRANCE,7150025A,2679,386,N,992,TOTAL,342,123,123,
TORRANCE,7150026B,2680,386,N,808,POLLING PLACE,150,66,54,
TORRANCE,7150026B,2680,386,N,,VBM PORTION,83,33,31,
TORRANCE,7150026B,2680,386,N,808,TOTAL,233,99,85,
TORRANCE,7150027A,2681,386,N,988,POLLING PLACE,221,101,78,
TORRANCE,7150027A,2681,386,N,,VBM PORTION,69,19,36,
TORRANCE,7150027A,2681,386,N,988,TOTAL,290,120,114,
TORRANCE,7150028A,2682,386,N,1037,POLLING PLACE,193,75,75,
TORRANCE,7150028A,2682,386,N,,VBM PORTION,106,45,29,
TORRANCE,7150028A,2682,386,N,1037,TOTAL,299,120,104,
TORRANCE,7150029A,2683,386,N,1116,POLLING PLACE,193,82,77,
TORRANCE,7150029A,2683,386,N,,VBM PORTION,131,58,45,
TORRANCE,7150029A,2683,386,N,1116,TOTAL,324,140,122,
TORRANCE,7150031B,2684,378,N,987,POLLING PLACE,235,80,83,
TORRANCE,7150031B,2684,378,N,,VBM PORTION,129,56,38,
TORRANCE,7150031B,2684,378,N,987,TOTAL,364,136,121,
TORRANCE,7150032A,2685,378,N,944,POLLING PLACE,218,71,81,
TORRANCE,7150032A,2685,378,N,,VBM PORTION,98,35,33,
TORRANCE,7150032A,2685,378,N,944,TOTAL,316,106,114,
TORRANCE,7150033A,2686,386,N,1270,POLLING PLACE,234,81,99,
TORRANCE,7150033A,2686,386,N,,VBM PORTION,100,33,38,
TORRANCE,7150033A,2686,386,N,1270,TOTAL,334,114,137,
TORRANCE,7150037A,2687,378,N,925,POLLING PLACE,264,80,122,
TORRANCE,7150037A,2687,378,N,,VBM PORTION,90,43,21,
TORRANCE,7150037A,2687,378,N,925,TOTAL,354,123,143,
TORRANCE,7150038A,2688,378,N,1174,POLLING PLACE,329,96,162,
TORRANCE,7150038A,2688,378,N,,VBM PORTION,190,74,53,
TORRANCE,7150038A,2688,378,N,1174,TOTAL,519,170,215,
TORRANCE,7150039A,2689,378,N,986,POLLING PLACE,142,61,56,
TORRANCE,7150039A,2689,378,N,,VBM PORTION,114,51,31,
TORRANCE,7150039A,2689,378,N,986,TOTAL,256,112,87,
TORRANCE,7150041A,2690,386,N,1204,POLLING PLACE,235,97,87,
TORRANCE,7150041A,2690,386,N,,VBM PORTION,155,54,62,
TORRANCE,7150041A,2690,386,N,1204,TOTAL,390,151,149,
TORRANCE,7150043A,6250,381,Y,45,POLLING PLACE,,,,
TORRANCE,7150043A,6250,381,Y,,VBM PORTION,5,,2,
TORRANCE,7150043A,6250,381,Y,45,TOTAL,5,,2,
TORRANCE,7150046A,2691,378,N,1266,POLLING PLACE,279,92,113,
TORRANCE,7150046A,2691,378,N,,VBM PORTION,121,44,51,
TORRANCE,7150046A,2691,378,N,1266,TOTAL,400,136,164,
TORRANCE,7150048A,2692,386,N,1316,POLLING PLACE,232,100,86,
TORRANCE,7150048A,2692,386,N,,VBM PORTION,87,30,31,
TORRANCE,7150048A,2692,386,N,1316,TOTAL,319,130,117,
TORRANCE,7150049A,2693,386,N,971,POLLING PLACE,240,82,103,
TORRANCE,7150049A,2693,386,N,,VBM PORTION,121,47,31,
TORRANCE,7150049A,2693,386,N,971,TOTAL,361,129,134,
TORRANCE,7150050A,2694,378,N,999,POLLING PLACE,209,78,74,
TORRANCE,7150050A,2694,378,N,,VBM PORTION,124,40,45,
TORRANCE,7150050A,2694,378,N,999,TOTAL,333,118,119,
TORRANCE,7150051B,2695,386,N,1075,POLLING PLACE,194,57,80,
TORRANCE,7150051B,2695,386,N,,VBM PORTION,113,37,41,
TORRANCE,7150051B,2695,386,N,1075,TOTAL,307,94,121,
TORRANCE,7150055A,2696,386,N,881,POLLING PLACE,179,52,89,
TORRANCE,7150055A,2696,386,N,,VBM PORTION,80,36,23,
TORRANCE,7150055A,2696,386,N,881,TOTAL,259,88,112,
TORRANCE,7150056A,2697,386,N,1011,POLLING PLACE,247,83,100,
TORRANCE,7150056A,2697,386,N,,VBM PORTION,114,40,28,
TORRANCE,7150056A,2697,386,N,1011,TOTAL,361,123,128,
TORRANCE,7150058A,2698,386,N,1131,POLLING PLACE,221,80,90,
TORRANCE,7150058A,2698,386,N,,VBM PORTION,98,38,37,
TORRANCE,7150058A,2698,386,N,1131,TOTAL,319,118,127,
TORRANCE,7150061A,2699,382,N,1247,POLLING PLACE,274,91,119,
TORRANCE,7150061A,2699,382,N,,VBM PORTION,124,46,49,
TORRANCE,7150061A,2699,382,N,1247,TOTAL,398,137,168,
TORRANCE,7150064A,2700,382,N,1254,POLLING PLACE,372,122,166,
TORRANCE,7150064A,2700,382,N,,VBM PORTION,165,60,52,
TORRANCE,7150064A,2700,382,N,1254,TOTAL,537,182,218,
TORRANCE,7150065A,2701,382,N,935,POLLING PLACE,181,56,77,
TORRANCE,7150065A,2701,382,N,,VBM PORTION,123,43,46,
TORRANCE,7150065A,2701,382,N,935,TOTAL,304,99,123,
TORRANCE,7150067A,2702,382,N,1299,POLLING PLACE,314,114,141,
TORRANCE,7150067A,2702,382,N,,VBM PORTION,181,78,51,
TORRANCE,7150067A,2702,382,N,1299,TOTAL,495,192,192,
TORRANCE,7150068B,2703,382,N,1125,POLLING PLACE,285,94,132,
TORRANCE,7150068B,2703,382,N,,VBM PORTION,134,45,51,
TORRANCE,7150068B,2703,382,N,1125,TOTAL,419,139,183,
TORRANCE,7150069A,2704,382,N,1110,POLLING PLACE,260,96,86,
TORRANCE,7150069A,2704,382,N,,VBM PORTION,114,53,33,
TORRANCE,7150069A,2704,382,N,1110,TOTAL,374,149,119,
TORRANCE,7150071A,2705,378,N,925,POLLING PLACE,296,96,116,
TORRANCE,7150071A,2705,378,N,,VBM PORTION,95,34,40,
TORRANCE,7150071A,2705,378,N,925,TOTAL,391,130,156,
TORRANCE,7150076A,2706,386,N,1054,POLLING PLACE,164,45,75,
TORRANCE,7150076A,2706,386,N,,VBM PORTION,166,56,59,
TORRANCE,7150076A,2706,386,N,1054,TOTAL,330,101,134,
TORRANCE,7150077A,2707,386,N,875,POLLING PLACE,187,68,75,
TORRANCE,7150077A,2707,386,N,,VBM PORTION,119,44,38,
TORRANCE,7150077A,2707,386,N,875,TOTAL,306,112,113,
TORRANCE,7150078D,2708,378,N,710,POLLING PLACE,148,49,52,
TORRANCE,7150078D,2708,378,N,,VBM PORTION,125,55,38,
TORRANCE,7150078D,2708,378,N,710,TOTAL,273,104,90,
TORRANCE,7150081B,2709,378,N,865,POLLING PLACE,237,69,111,
TORRANCE,7150081B,2709,378,N,,VBM PORTION,110,33,51,
TORRANCE,7150081B,2709,378,N,865,TOTAL,347,102,162,
TORRANCE,7150082A,2710,378,N,1118,POLLING PLACE,339,108,138,
TORRANCE,7150082A,2710,378,N,,VBM PORTION,109,28,48,
TORRANCE,7150082A,2710,378,N,1118,TOTAL,448,136,186,
TORRANCE,7150084A,2711,378,N,1004,POLLING PLACE,258,75,110,
TORRANCE,7150084A,2711,378,N,,VBM PORTION,98,32,32,
TORRANCE,7150084A,2711,378,N,1004,TOTAL,356,107,142,
TORRANCE,7150087A,2712,382,N,1167,POLLING PLACE,216,59,99,
TORRANCE,7150087A,2712,382,N,,VBM PORTION,127,58,37,
TORRANCE,7150087A,2712,382,N,1167,TOTAL,343,117,136,
TORRANCE,7150090A,2713,378,N,941,POLLING PLACE,211,64,102,
TORRANCE,7150090A,2713,378,N,,VBM PORTION,112,58,35,
TORRANCE,7150090A,2713,378,N,941,TOTAL,323,122,137,
TORRANCE,7150092B,2714,378,N,1219,POLLING PLACE,352,114,138,
TORRANCE,7150092B,2714,378,N,,VBM PORTION,111,41,40,
TORRANCE,7150092B,2714,378,N,1219,TOTAL,463,155,178,
TORRANCE,7150094A,2715,378,N,1317,POLLING PLACE,322,107,130,
TORRANCE,7150094A,2715,378,N,,VBM PORTION,128,60,35,
TORRANCE,7150094A,2715,378,N,1317,TOTAL,450,167,165,
TORRANCE,7150098A,2716,378,N,1190,POLLING PLACE,332,110,151,
TORRANCE,7150098A,2716,378,N,,VBM PORTION,133,44,50,
TORRANCE,7150098A,2716,378,N,1190,TOTAL,465,154,201,
TORRANCE,7150098E,6251,377,Y,,POLLING PLACE,,,,
TORRANCE,7150098E,6251,377,Y,,VBM PORTION,,,,
TORRANCE,7150098E,6251,377,Y,,TOTAL,,,,
TORRANCE,7150101A,2717,378,N,1230,POLLING PLACE,274,90,113,
TORRANCE,7150101A,2717,378,N,,VBM PORTION,132,53,53,
TORRANCE,7150101A,2717,378,N,1230,TOTAL,406,143,166,
TORRANCE,7150102A,2718,378,N,1083,POLLING PLACE,211,79,61,
TORRANCE,7150102A,2718,378,N,,VBM PORTION,135,40,56,
TORRANCE,7150102A,2718,378,N,1083,TOTAL,346,119,117,
TORRANCE,7150104A,2719,378,N,842,POLLING PLACE,248,74,122,
TORRANCE,7150104A,2719,378,N,,VBM PORTION,128,49,35,
TORRANCE,7150104A,2719,378,N,842,TOTAL,376,123,157,
TORRANCE,7150106A,2720,378,N,1256,POLLING PLACE,319,98,116,
TORRANCE,7150106A,2720,378,N,,VBM PORTION,196,56,74,
TORRANCE,7150106A,2720,378,N,1256,TOTAL,515,154,190,
TORRANCE,7150109A,2721,378,N,1304,POLLING PLACE,408,133,170,
TORRANCE,7150109A,2721,378,N,,VBM PORTION,139,49,52,
TORRANCE,7150109A,2721,378,N,1304,TOTAL,547,182,222,
TORRANCE,7150112B,2722,378,N,978,POLLING PLACE,277,82,115,
TORRANCE,7150112B,2722,378,N,,VBM PORTION,137,53,41,
TORRANCE,7150112B,2722,378,N,978,TOTAL,414,135,156,
TORRANCE,7150114A,2723,378,N,985,POLLING PLACE,250,82,101,
TORRANCE,7150114A,2723,378,N,,VBM PORTION,150,42,59,
TORRANCE,7150114A,2723,378,N,985,TOTAL,400,124,160,
TORRANCE,7150115A,2724,378,N,852,POLLING PLACE,168,52,65,
TORRANCE,7150115A,2724,378,N,,VBM PORTION,73,25,24,
TORRANCE,7150115A,2724,378,N,852,TOTAL,241,77,89,
