LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JACQUELINE H LEWIS,DAYAN MATHAI,
TORRANCE,7150081B,2709,378,N,,VBM PORTION,110,35,44,
TORRANCE,7150081B,2709,378,N,865,TOTAL,347,111,137,
TORRANCE,7150082A,2710,378,N,1118,POLLING PLACE,339,97,135,
TORRANCE,7150082A,2710,378,N,,VBM PORTION,109,28,38,
TORRANCE,7150082A,2710,378,N,1118,TOTAL,448,125,173,
TORRANCE,7150084A,2711,378,N,1004,POLLING PLACE,258,68,112,
TORRANCE,7150084A,2711,378,N,,VBM PORTION,98,20,43,
TORRANCE,7150084A,2711,378,N,1004,TOTAL,356,88,155,
TORRANCE,7150087A,2712,382,N,1167,POLLING PLACE,216,61,83,
TORRANCE,7150087A,2712,382,N,,VBM PORTION,127,49,42,
TORRANCE,7150087A,2712,382,N,1167,TOTAL,343,110,125,
TORRANCE,7150090A,2713,378,N,941,POLLING PLACE,211,69,91,
TORRANCE,7150090A,2713,378,N,,VBM PORTION,112,39,53,
TORRANCE,7150090A,2713,378,N,941,TOTAL,323,108,144,
TORRANCE,7150092B,2714,378,N,1219,POLLING PLACE,352,93,146,
TORRANCE,7150092B,2714,378,N,,VBM PORTION,111,37,49,
TORRANCE,7150092B,2714,378,N,1219,TOTAL,463,130,195,
TORRANCE,7150094A,2715,378,N,1317,POLLING PLACE,322,108,122,
TORRANCE,7150094A,2715,378,N,,VBM PORTION,128,37,47,
TORRANCE,7150094A,2715,378,N,1317,TOTAL,450,145,169,
TORRANCE,7150098A,2716,378,N,1190,POLLING PLACE,332,109,141,
TORRANCE,7150098A,2716,378,N,,VBM PORTION,133,49,40,
TORRANCE,7150098A,2716,378,N,1190,TOTAL,465,158,181,
TORRANCE,7150098E,6251,377,Y,,POLLING PLACE,,,,
TORRANCE,7150098E,6251,377,Y,,VBM PORTION,,,,
TORRANCE,7150098E,6251,377,Y,,TOTAL,,,,
TORRANCE,7150101A,2717,378,N,1230,POLLING PLACE,274,93,94,
TORRANCE,7150101A,2717,378,N,,VBM PORTION,132,46,60,
TORRANCE,7150101A,2717,378,N,1230,TOTAL,406,139,154,
TORRANCE,7150102A,2718,378,N,1083,POLLING PLACE,211,74,64,
TORRANCE,7150102A,2718,378,N,,VBM PORTION,135,42,51,
TORRANCE,7150102A,2718,378,N,1083,TOTAL,346,116,115,
TORRANCE,7150104A,2719,378,N,842,POLLING PLACE,248,76,112,
TORRANCE,7150104A,2719,378,N,,VBM PORTION,128,40,41,
TORRANCE,7150104A,2719,378,N,842,TOTAL,376,116,153,
TORRANCE,7150106A,2720,378,N,1256,POLLING PLACE,319,96,106,
TORRANCE,7150106A,2720,378,N,,VBM PORTION,196,69,57,
TORRANCE,7150106A,2720,378,N,1256,TOTAL,515,165,163,
TORRANCE,7150109A,2721,378,N,1304,POLLING PLACE,408,131,143,
TORRANCE,7150109A,2721,378,N,,VBM PORTION,139,47,43,
TORRANCE,7150109A,2721,378,N,1304,TOTAL,547,178,186,
TORRANCE,7150112B,2722,378,N,978,POLLING PLACE,277,85,108,
TORRANCE,7150112B,2722,378,N,,VBM PORTION,137,38,50,
TORRANCE,7150112B,2722,378,N,978,TOTAL,414,123,158,
TORRANCE,7150114A,2723,378,N,985,POLLING PLACE,250,86,86,
TORRANCE,7150114A,2723,378,N,,VBM PORTION,150,44,56,
TORRANCE,7150114A,2723,378,N,985,TOTAL,400,130,142,
TORRANCE,7150115A,2724,378,N,852,POLLING PLACE,168,56,59,
TORRANCE,7150115A,2724,378,N,,VBM PORTION,73,20,31,
TORRANCE,7150115A,2724,378,N,852,TOTAL,241,76,90,
TORRANCE,7150116A,2725,382,N,1166,POLLING PLACE,293,99,122,
TORRANCE,7150116A,2725,382,N,,VBM PORTION,135,43,48,
TORRANCE,7150116A,2725,382,N,1166,TOTAL,428,142,170,
TORRANCE,7150121A,2726,382,N,1349,POLLING PLACE,360,142,132,
TORRANCE,7150121A,2726,382,N,,VBM PORTION,193,70,73,
TORRANCE,7150121A,2726,382,N,1349,TOTAL,553,212,205,
TORRANCE,7150125A,2727,386,N,825,POLLING PLACE,89,36,40,
TORRANCE,7150125A,2727,386,N,,VBM PORTION,62,22,25,
TORRANCE,7150125A,2727,386,N,825,TOTAL,151,58,65,
TORRANCE,7150131A,2728,378,N,877,POLLING PLACE,169,74,62,
TORRANCE,7150131A,2728,378,N,,VBM PORTION,93,36,33,
TORRANCE,7150131A,2728,378,N,877,TOTAL,262,110,95,
TORRANCE,7150132A,2729,378,N,1213,POLLING PLACE,207,81,72,
TORRANCE,7150132A,2729,378,N,,VBM PORTION,106,36,49,
TORRANCE,7150132A,2729,378,N,1213,TOTAL,313,117,121,
TORRANCE,7150137A,2730,386,N,859,POLLING PLACE,155,62,64,
TORRANCE,7150137A,2730,386,N,,VBM PORTION,53,20,23,
TORRANCE,7150137A,2730,386,N,859,TOTAL,208,82,87,
TORRANCE,7150144A,2731,378,N,972,POLLING PLACE,213,68,99,
TORRANCE,7150144A,2731,378,N,,VBM PORTION,112,39,39,
TORRANCE,7150144A,2731,378,N,972,TOTAL,325,107,138,
TORRANCE,7150146A,2732,378,N,861,POLLING PLACE,105,36,41,
TORRANCE,7150146A,2732,378,N,,VBM PORTION,74,34,19,
TORRANCE,7150146A,2732,378,N,861,TOTAL,179,70,60,
TORRANCE,7150149A,2733,386,N,1246,POLLING PLACE,198,82,56,
TORRANCE,7150149A,2733,386,N,,VBM PORTION,98,42,29,
TORRANCE,7150149A,2733,386,N,1246,TOTAL,296,124,85,
TORRANCE,7150161A,2734,378,N,964,POLLING PLACE,154,49,60,
TORRANCE,7150161A,2734,378,N,,VBM PORTION,88,26,34,
TORRANCE,7150161A,2734,378,N,964,TOTAL,242,75,94,
TORRANCE,7150182A,2735,378,N,928,POLLING PLACE,160,56,45,
TORRANCE,7150182A,2735,378,N,,VBM PORTION,150,48,44,
TORRANCE,7150182A,2735,378,N,928,TOTAL,310,104,89,
TORRANCE,7150201A,2736,386,N,961,POLLING PLACE,182,76,56,
TORRANCE,7150201A,2736,386,N,,VBM PORTION,111,37,31,
TORRANCE,7150201A,2736,386,N,961,TOTAL,293,113,87,
TORRANCE,7150300A,2737,378,N,835,POLLING PLACE,259,74,104,
TORRANCE,7150300A,2737,378,N,,VBM PORTION,66,20,24,
TORRANCE,7150300A,2737,378,N,835,TOTAL,325,94,128,
TORRANCE,7150301A,2738,378,N,1104,POLLING PLACE,330,94,130,
TORRANCE,7150301A,2738,378,N,,VBM PORTION,96,36,36,
TORRANCE,7150301A,2738,378,N,1104,TOTAL,426,130,166,
UNIVERSAL,7300001A,6252,125,Y,,POLLING PLACE,,,,
UNIVERSAL,7300001A,6252,125,Y,,VBM PORTION,,,,
UNIVERSAL,7300001A,6252,125,Y,,TOTAL,,,,
VALENCIA,7360006A,2739,45,N,1055,POLLING PLACE,139,40,62,
VALENCIA,7360006A,2739,45,N,,VBM PORTION,68,21,41,
VALENCIA,7360006A,2739,45,N,1055,TOTAL,207,61,103,
VALENCIA,7360006C,6253,46,Y,,POLLING PLACE,,,,
VALENCIA,7360006C,6253,46,Y,,VBM PORTION,,,,
VALENCIA,7360006C,6253,46,Y,,TOTAL,,,,
VALINDA,7410002A,2740,240,N,882,POLLING PLACE,136,61,49,
VALINDA,7410002A,2740,240,N,,VBM PORTION,34,16,15,
VALINDA,7410002A,2740,240,N,882,TOTAL,170,77,64,
VALINDA,7410003B,2741,240,N,952,POLLING PLACE,125,55,47,
VALINDA,7410003B,2741,240,N,,VBM PORTION,28,18,7,
VALINDA,7410003B,2741,240,N,952,TOTAL,153,73,54,
VALINDA,7410004B,2742,240,N,977,POLLING PLACE,124,58,46,
VALINDA,7410004B,2742,240,N,,VBM PORTION,21,12,8,
VALINDA,7410004B,2742,240,N,977,TOTAL,145,70,54,
VALINDA,7410005A,2743,240,N,1101,POLLING PLACE,145,77,48,
VALINDA,7410005A,2743,240,N,,VBM PORTION,52,24,21,
VALINDA,7410005A,2743,240,N,1101,TOTAL,197,101,69,
VALINDA,7410006B,2744,240,N,1021,POLLING PLACE,143,82,41,
VALINDA,7410006B,2744,240,N,,VBM PORTION,27,8,11,
VALINDA,7410006B,2744,240,N,1021,TOTAL,170,90,52,
VALINDA,7410007A,2745,240,N,1165,POLLING PLACE,162,74,65,
VALINDA,7410007A,2745,240,N,,VBM PORTION,47,16,18,
VALINDA,7410007A,2745,240,N,1165,TOTAL,209,90,83,
VALINDA,7410008A,2746,240,N,625,POLLING PLACE,102,48,30,
VALINDA,7410008A,2746,240,N,,VBM PORTION,44,26,10,
VALINDA,7410008A,2746,240,N,625,TOTAL,146,74,40,
VALINDA,7410010A,2747,133,N,788,POLLING PLACE,114,53,45,
VALINDA,7410010A,2747,133,N,,VBM PORTION,21,8,10,
VALINDA,7410010A,2747,133,N,788,TOTAL,135,61,55,
VALINDA,7410011B,2748,133,N,982,POLLING PLACE,142,69,58,
VALINDA,7410011B,2748,133,N,,VBM PORTION,49,21,19,
VALINDA,7410011B,2748,133,N,982,TOTAL,191,90,77,
VALINDA,7410015A,2749,133,N,855,POLLING PLACE,129,58,43,
VALINDA,7410015A,2749,133,N,,VBM PORTION,33,20,10,
VALINDA,7410015A,2749,133,N,855,TOTAL,162,78,53,
VALINDA,7410015C,2750,131,N,202,POLLING PLACE,24,7,8,
VALINDA,7410015C,2750,131,N,,VBM PORTION,14,7,5,
VALINDA,7410015C,2750,131,N,202,TOTAL,38,14,13,
VALINDA,7410016A,2751,133,N,955,POLLING PLACE,181,107,50,
VALINDA,7410016A,2751,133,N,,VBM PORTION,33,15,10,
VALINDA,7410016A,2751,133,N,955,TOTAL,214,122,60,
VALINDA,7410017A,2752,133,N,1047,POLLING PLACE,153,86,46,
VALINDA,7410017A,2752,133,N,,VBM PORTION,26,15,10,
VALINDA,7410017A,2752,133,N,1047,TOTAL,179,101,56,
VALINDA,7410020A,2753,133,N,1057,POLLING PLACE,137,71,48,
VALINDA,7410020A,2753,133,N,,VBM PORTION,27,10,11,
VALINDA,7410020A,2753,133,N,1057,TOTAL,164,81,59,
VALINDA,7410025A,2754,133,N,1079,POLLING PLACE,195,102,64,
VALINDA,7410025A,2754,133,N,,VBM PORTION,46,15,22,
VALINDA,7410025A,2754,133,N,1079,TOTAL,241,117,86,
VALINDA,7410027A,2755,133,N,723,POLLING PLACE,113,57,35,
VALINDA,7410027A,2755,133,N,,VBM PORTION,28,14,8,
VALINDA,7410027A,2755,133,N,723,TOTAL,141,71,43,
VALINDA,7410029A,2756,133,N,1117,POLLING PLACE,143,80,49,
VALINDA,7410029A,2756,133,N,,VBM PORTION,42,15,18,
VALINDA,7410029A,2756,133,N,1117,TOTAL,185,95,67,
VALINDA,7410086B,2757,133,N,640,POLLING PLACE,83,53,22,
VALINDA,7410086B,2757,133,N,,VBM PORTION,17,8,6,
VALINDA,7410086B,2757,133,N,640,TOTAL,100,61,28,
VALINDA,7410130A,2758,133,N,600,POLLING PLACE,86,49,23,
VALINDA,7410130A,2758,133,N,,VBM PORTION,31,11,18,
VALINDA,7410130A,2758,133,N,600,TOTAL,117,60,41,
VALINDA,7410130B,2759,131,N,395,POLLING PLACE,65,37,21,
VALINDA,7410130B,2759,131,N,,VBM PORTION,15,2,6,
VALINDA,7410130B,2759,131,N,395,TOTAL,80,39,27,
VALINDA,7410150A,2760,133,N,1106,POLLING PLACE,150,59,58,
VALINDA,7410150A,2760,133,N,,VBM PORTION,29,9,15,
VALINDA,7410150A,2760,133,N,1106,TOTAL,179,68,73,
VALINDA,7410154A,2761,133,N,631,POLLING PLACE,94,43,37,
VALINDA,7410154A,2761,133,N,,VBM PORTION,30,15,11,
VALINDA,7410154A,2761,133,N,631,TOTAL,124,58,48,
VALINDA,7410154B,2762,133,N,1136,POLLING PLACE,160,69,71,
VALINDA,7410154B,2762,133,N,,VBM PORTION,29,9,11,
VALINDA,7410154B,2762,133,N,1136,TOTAL,189,78,82,
VERNON,7450001A,6254,219,Y,,POLLING PLACE,,,,
VERNON,7450001A,6254,219,Y,,VBM PORTION,,,,
VERNON,7450001A,6254,219,Y,,TOTAL,,,,
VERNON,7450002A,6255,347,Y,,POLLING PLACE,,,,
VERNON,7450002A,6255,347,Y,,VBM PORTION,,,,
VERNON,7450002A,6255,347,Y,,TOTAL,,,,
VERNON,7450003A,6256,347,Y,,POLLING PLACE,,,,
VERNON,7450003A,6256,347,Y,,VBM PORTION,,,,
VERNON,7450003A,6256,347,Y,,TOTAL,,,,
VERNON,7450011A,6257,218,Y,54,POLLING PLACE,,,,
VERNON,7450011A,6257,218,Y,,VBM PORTION,12,2,5,
VERNON,7450011A,6257,218,Y,54,TOTAL,12,2,5,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,171,POLLING PLACE,,,,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,,VBM PORTION,23,13,2,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,171,TOTAL,23,13,2,
VIEW PARK,7510001A,2763,231,N,1193,POLLING PLACE,339,178,84,
VIEW PARK,7510001A,2763,231,N,,VBM PORTION,88,29,31,
VIEW PARK,7510001A,2763,231,N,1193,TOTAL,427,207,115,
VIEW PARK,7510003C,2764,231,N,1312,POLLING PLACE,364,209,82,
VIEW PARK,7510003C,2764,231,N,,VBM PORTION,103,52,16,
VIEW PARK,7510003C,2764,231,N,1312,TOTAL,467,261,98,
VIEW PARK,7510004A,2765,231,N,728,POLLING PLACE,178,92,42,
VIEW PARK,7510004A,2765,231,N,,VBM PORTION,37,23,4,
VIEW PARK,7510004A,2765,231,N,728,TOTAL,215,115,46,
VIEW PARK,7510006A,2766,231,N,1231,POLLING PLACE,313,149,88,
VIEW PARK,7510006A,2766,231,N,,VBM PORTION,74,34,18,
VIEW PARK,7510006A,2766,231,N,1231,TOTAL,387,183,106,
VIEW PARK,7510008A,2767,231,N,1032,POLLING PLACE,285,159,71,
VIEW PARK,7510008A,2767,231,N,,VBM PORTION,93,49,17,
VIEW PARK,7510008A,2767,231,N,1032,TOTAL,378,208,88,
VIEW PARK,7510009B,2768,231,N,1227,POLLING PLACE,343,192,88,
VIEW PARK,7510009B,2768,231,N,,VBM PORTION,87,51,15,
VIEW PARK,7510009B,2768,231,N,1227,TOTAL,430,243,103,
VIEW PARK,7510010A,2769,231,N,940,POLLING PLACE,250,156,50,
VIEW PARK,7510010A,2769,231,N,,VBM PORTION,104,62,23,
VIEW PARK,7510010A,2769,231,N,940,TOTAL,354,218,73,
VIEW PARK,7510012A,2770,231,N,997,POLLING PLACE,340,189,70,
VIEW PARK,7510012A,2770,231,N,,VBM PORTION,74,37,16,
VIEW PARK,7510012A,2770,231,N,997,TOTAL,414,226,86,
WALNUT,7600002A,2771,237,N,555,POLLING PLACE,74,21,38,
WALNUT,7600002A,2771,237,N,,VBM PORTION,42,15,13,
WALNUT,7600002A,2771,237,N,555,TOTAL,116,36,51,
WALNUT,7600002D,2772,237,N,626,POLLING PLACE,111,46,33,
WALNUT,7600002D,2772,237,N,,VBM PORTION,32,6,15,
WALNUT,7600002D,2772,237,N,626,TOTAL,143,52,48,
WALNUT,7600003A,2773,237,N,812,POLLING PLACE,143,49,62,
WALNUT,7600003A,2773,237,N,,VBM PORTION,81,20,33,
WALNUT,7600003A,2773,237,N,812,TOTAL,224,69,95,
WALNUT,7600004A,2774,237,N,999,POLLING PLACE,158,55,49,
WALNUT,7600004A,2774,237,N,,VBM PORTION,57,17,12,
WALNUT,7600004A,2774,237,N,999,TOTAL,215,72,61,
WALNUT,7600006A,2775,237,N,1303,POLLING PLACE,204,59,87,
WALNUT,7600006A,2775,237,N,,VBM PORTION,98,36,39,
WALNUT,7600006A,2775,237,N,1303,TOTAL,302,95,126,
WALNUT,7600006B,2776,237,N,895,POLLING PLACE,110,35,39,
WALNUT,7600006B,2776,237,N,,VBM PORTION,48,8,22,
WALNUT,7600006B,2776,237,N,895,TOTAL,158,43,61,
WALNUT,7600007A,2777,237,N,1144,POLLING PLACE,146,43,59,
WALNUT,7600007A,2777,237,N,,VBM PORTION,119,36,44,
WALNUT,7600007A,2777,237,N,1144,TOTAL,265,79,103,
WALNUT,7600008A,2778,237,N,1210,POLLING PLACE,182,52,78,
WALNUT,7600008A,2778,237,N,,VBM PORTION,90,26,40,
WALNUT,7600008A,2778,237,N,1210,TOTAL,272,78,118,
WALNUT,7600009A,2779,237,N,931,POLLING PLACE,110,40,48,
WALNUT,7600009A,2779,237,N,,VBM PORTION,66,22,25,
WALNUT,7600009A,2779,237,N,931,TOTAL,176,62,73,
WALNUT,7600011A,2780,237,N,1020,POLLING PLACE,139,50,46,
WALNUT,7600011A,2780,237,N,,VBM PORTION,94,26,34,
WALNUT,7600011A,2780,237,N,1020,TOTAL,233,76,80,
WALNUT,7600012A,2781,237,N,864,POLLING PLACE,169,54,63,
WALNUT,7600012A,2781,237,N,,VBM PORTION,53,11,22,
WALNUT,7600012A,2781,237,N,864,TOTAL,222,65,85,
WALNUT,7600017A,2782,237,N,1237,POLLING PLACE,209,73,79,
WALNUT,7600017A,2782,237,N,,VBM PORTION,112,46,32,
WALNUT,7600017A,2782,237,N,1237,TOTAL,321,119,111,
WALNUT,7600018A,2783,237,N,929,POLLING PLACE,120,49,43,
WALNUT,7600018A,2783,237,N,,VBM PORTION,90,27,34,
WALNUT,7600018A,2783,237,N,929,TOTAL,210,76,77,
WALNUT,7600030A,2784,237,N,1079,POLLING PLACE,152,58,57,
WALNUT,7600030A,2784,237,N,,VBM PORTION,60,27,20,
WALNUT,7600030A,2784,237,N,1079,TOTAL,212,85,77,
WALNUT,7600031A,2785,237,N,1022,POLLING PLACE,140,55,55,
WALNUT,7600031A,2785,237,N,,VBM PORTION,84,19,42,
WALNUT,7600031A,2785,237,N,1022,TOTAL,224,74,97,
WALNUT,7600032A,2786,237,N,1290,POLLING PLACE,166,45,57,
WALNUT,7600032A,2786,237,N,,VBM PORTION,105,37,33,
WALNUT,7600032A,2786,237,N,1290,TOTAL,271,82,90,
WALNUT,7600033A,2787,238,N,875,POLLING PLACE,122,39,44,
WALNUT,7600033A,2787,238,N,,VBM PORTION,76,20,23,
WALNUT,7600033A,2787,238,N,875,TOTAL,198,59,67,
WALNUT PARK,7650001A,2788,318,N,1076,POLLING PLACE,150,80,51,
WALNUT PARK,7650001A,2788,318,N,,VBM PORTION,15,6,4,
WALNUT PARK,7650001A,2788,318,N,1076,TOTAL,165,86,55,
WALNUT PARK,7650004A,2789,318,N,980,POLLING PLACE,101,55,35,
WALNUT PARK,7650004A,2789,318,N,,VBM PORTION,29,13,13,
WALNUT PARK,7650004A,2789,318,N,980,TOTAL,130,68,48,
WALNUT PARK,7650004B,6259,319,Y,,POLLING PLACE,,,,
WALNUT PARK,7650004B,6259,319,Y,,VBM PORTION,,,,
WALNUT PARK,7650004B,6259,319,Y,,TOTAL,,,,
WALNUT PARK,7650005A,2790,318,N,1015,POLLING PLACE,184,87,76,
WALNUT PARK,7650005A,2790,318,N,,VBM PORTION,21,8,7,
WALNUT PARK,7650005A,2790,318,N,1015,TOTAL,205,95,83,
WALNUT PARK,7650006A,2791,318,N,930,POLLING PLACE,145,74,45,
WALNUT PARK,7650006A,2791,318,N,,VBM PORTION,34,11,22,
WALNUT PARK,7650006A,2791,318,N,930,TOTAL,179,85,67,
WALNUT PARK,7650008A,2792,318,N,801,POLLING PLACE,165,90,40,
WALNUT PARK,7650008A,2792,318,N,,VBM PORTION,18,7,6,
WALNUT PARK,7650008A,2792,318,N,801,TOTAL,183,97,46,
WALNUT PARK,7650009A,2793,318,N,766,POLLING PLACE,119,55,53,
WALNUT PARK,7650009A,2793,318,N,,VBM PORTION,24,7,15,
WALNUT PARK,7650009A,2793,318,N,766,TOTAL,143,62,68,
WEST ATHENS,7670001A,2794,313,N,1040,POLLING PLACE,99,73,12,
WEST ATHENS,7670001A,2794,313,N,,VBM PORTION,32,14,7,
WEST ATHENS,7670001A,2794,313,N,1040,TOTAL,131,87,19,
WEST ATHENS,7670003A,2795,313,N,1015,POLLING PLACE,107,87,12,
WEST ATHENS,7670003A,2795,313,N,,VBM PORTION,35,16,9,
WEST ATHENS,7670003A,2795,313,N,1015,TOTAL,142,103,21,
WEST ATHENS,7670004A,2796,333,N,1057,POLLING PLACE,148,113,21,
WEST ATHENS,7670004A,2796,333,N,,VBM PORTION,21,6,9,
WEST ATHENS,7670004A,2796,333,N,1057,TOTAL,169,119,30,
WEST ATHENS,7670005A,2797,333,N,775,POLLING PLACE,108,65,26,
WEST ATHENS,7670005A,2797,333,N,,VBM PORTION,24,12,10,
WEST ATHENS,7670005A,2797,333,N,775,TOTAL,132,77,36,
WEST ATHENS,7670006A,2798,333,N,1068,POLLING PLACE,226,171,25,
WEST ATHENS,7670006A,2798,333,N,,VBM PORTION,71,29,29,
WEST ATHENS,7670006A,2798,333,N,1068,TOTAL,297,200,54,
WEST ATHENS,7670007A,2799,333,N,788,POLLING PLACE,120,81,22,
WEST ATHENS,7670007A,2799,333,N,,VBM PORTION,29,14,8,
WEST ATHENS,7670007A,2799,333,N,788,TOTAL,149,95,30,
WEST ATHENS,7670009A,2800,313,N,1103,POLLING PLACE,152,118,23,
WEST ATHENS,7670009A,2800,313,N,,VBM PORTION,21,13,5,
WEST ATHENS,7670009A,2800,313,N,1103,TOTAL,173,131,28,
WEST ATHENS,7670009D,2801,313,N,90,POLLING PLACE,21,18,1,
WEST ATHENS,7670009D,2801,313,N,,VBM PORTION,3,1,,
WEST ATHENS,7670009D,2801,313,N,90,TOTAL,24,19,1,
WEST ATHENS,7670010A,2802,333,N,1022,POLLING PLACE,143,102,26,
WEST ATHENS,7670010A,2802,333,N,,VBM PORTION,40,20,12,
WEST ATHENS,7670010A,2802,333,N,1022,TOTAL,183,122,38,
WEST ATHENS,7670011A,2803,333,N,722,POLLING PLACE,162,120,22,
WEST ATHENS,7670011A,2803,333,N,,VBM PORTION,30,19,4,
WEST ATHENS,7670011A,2803,333,N,722,TOTAL,192,139,26,
WEST ATHENS,7670012B,2804,333,N,1097,POLLING PLACE,182,134,19,
WEST ATHENS,7670012B,2804,333,N,,VBM PORTION,56,25,20,
WEST ATHENS,7670012B,2804,333,N,1097,TOTAL,238,159,39,
WEST ATHENS,7670013A,2805,333,N,809,POLLING PLACE,173,131,19,
WEST ATHENS,7670013A,2805,333,N,,VBM PORTION,40,16,12,
WEST ATHENS,7670013A,2805,333,N,809,TOTAL,213,147,31,
WEST ATHENS,7670014A,2806,333,N,871,POLLING PLACE,65,45,14,
WEST ATHENS,7670014A,2806,333,N,,VBM PORTION,15,9,5,
WEST ATHENS,7670014A,2806,333,N,871,TOTAL,80,54,19,
WEST ATHENS,7670015A,2807,339,N,708,POLLING PLACE,110,76,20,
WEST ATHENS,7670015A,2807,339,N,,VBM PORTION,22,5,6,
WEST ATHENS,7670015A,2807,339,N,708,TOTAL,132,81,26,
WEST ATHENS,7670016A,2808,333,N,885,POLLING PLACE,119,79,26,
WEST ATHENS,7670016A,2808,333,N,,VBM PORTION,11,4,6,
WEST ATHENS,7670016A,2808,333,N,885,TOTAL,130,83,32,
WEST ATHENS,7670017A,2809,339,N,948,POLLING PLACE,97,61,26,
WEST ATHENS,7670017A,2809,339,N,,VBM PORTION,18,7,8,
WEST ATHENS,7670017A,2809,339,N,948,TOTAL,115,68,34,
WEST ATHENS,7670018A,2810,339,N,842,POLLING PLACE,168,128,29,
WEST ATHENS,7670018A,2810,339,N,,VBM PORTION,31,16,4,
WEST ATHENS,7670018A,2810,339,N,842,TOTAL,199,144,33,
WEST ATHENS,7670019A,2811,339,N,748,POLLING PLACE,135,92,20,
WEST ATHENS,7670019A,2811,339,N,,VBM PORTION,20,4,4,
WEST ATHENS,7670019A,2811,339,N,748,TOTAL,155,96,24,
WEST ATHENS,7670020A,2812,339,N,916,POLLING PLACE,238,178,34,
WEST ATHENS,7670020A,2812,339,N,,VBM PORTION,56,32,11,
WEST ATHENS,7670020A,2812,339,N,916,TOTAL,294,210,45,
WEST ATHENS,7670021A,2813,339,N,801,POLLING PLACE,197,151,28,
WEST ATHENS,7670021A,2813,339,N,,VBM PORTION,59,28,16,
WEST ATHENS,7670021A,2813,339,N,801,TOTAL,256,179,44,
WEST ATHENS,7670022A,2814,333,N,966,POLLING PLACE,112,78,26,
WEST ATHENS,7670022A,2814,333,N,,VBM PORTION,16,8,3,
WEST ATHENS,7670022A,2814,333,N,966,TOTAL,128,86,29,
WEST ATHENS,7670023A,2815,333,N,899,POLLING PLACE,187,128,29,
WEST ATHENS,7670023A,2815,333,N,,VBM PORTION,27,14,11,
WEST ATHENS,7670023A,2815,333,N,899,TOTAL,214,142,40,
WEST ATHENS,7670024A,2816,333,N,783,POLLING PLACE,138,110,16,
WEST ATHENS,7670024A,2816,333,N,,VBM PORTION,31,9,19,
WEST ATHENS,7670024A,2816,333,N,783,TOTAL,169,119,35,
WEST CARSON,7680001A,6260,362,Y,25,POLLING PLACE,,,,
WEST CARSON,7680001A,6260,362,Y,,VBM PORTION,1,1,,
WEST CARSON,7680001A,6260,362,Y,25,TOTAL,1,1,,
WEST CARSON,7680002A,2817,387,N,1077,POLLING PLACE,111,42,42,
WEST CARSON,7680002A,2817,387,N,,VBM PORTION,78,28,32,
WEST CARSON,7680002A,2817,387,N,1077,TOTAL,189,70,74,
WEST CARSON,7680003A,2818,385,N,1018,POLLING PLACE,162,69,48,
WEST CARSON,7680003A,2818,385,N,,VBM PORTION,85,26,31,
WEST CARSON,7680003A,2818,385,N,1018,TOTAL,247,95,79,
WEST CARSON,7680005A,2819,385,N,729,POLLING PLACE,121,52,37,
WEST CARSON,7680005A,2819,385,N,,VBM PORTION,58,24,14,
WEST CARSON,7680005A,2819,385,N,729,TOTAL,179,76,51,
WEST CARSON,7680006A,6261,362,Y,1,POLLING PLACE,,,,
WEST CARSON,7680006A,6261,362,Y,,VBM PORTION,,,,
WEST CARSON,7680006A,6261,362,Y,1,TOTAL,,,,
WEST CARSON,7680009A,2820,385,N,1061,POLLING PLACE,166,74,52,
WEST CARSON,7680009A,2820,385,N,,VBM PORTION,79,22,29,
WEST CARSON,7680009A,2820,385,N,1061,TOTAL,245,96,81,
WEST CARSON,7680010A,2821,385,N,1119,POLLING PLACE,161,66,62,
WEST CARSON,7680010A,2821,385,N,,VBM PORTION,75,35,24,
WEST CARSON,7680010A,2821,385,N,1119,TOTAL,236,101,86,
WEST CARSON,7680011C,2822,385,N,1504,POLLING PLACE,178,86,58,
WEST CARSON,7680011C,2822,385,N,,VBM PORTION,117,52,31,
WEST CARSON,7680011C,2822,385,N,1504,TOTAL,295,138,89,
WEST CARSON,7680012A,2823,385,N,1262,POLLING PLACE,267,120,88,
WEST CARSON,7680012A,2823,385,N,,VBM PORTION,134,53,41,
WEST CARSON,7680012A,2823,385,N,1262,TOTAL,401,173,129,
WEST CARSON,7680013A,2824,385,N,783,POLLING PLACE,186,90,50,
WEST CARSON,7680013A,2824,385,N,,VBM PORTION,70,34,12,
WEST CARSON,7680013A,2824,385,N,783,TOTAL,256,124,62,
WEST CARSON,7680015B,2825,385,N,1306,POLLING PLACE,151,74,44,
WEST CARSON,7680015B,2825,385,N,,VBM PORTION,98,38,31,
WEST CARSON,7680015B,2825,385,N,1306,TOTAL,249,112,75,
WEST CARSON,7680016A,2826,385,N,882,POLLING PLACE,99,35,41,
WEST CARSON,7680016A,2826,385,N,,VBM PORTION,103,46,34,
WEST CARSON,7680016A,2826,385,N,882,TOTAL,202,81,75,
WEST CARSON,7680018A,2827,385,N,674,POLLING PLACE,151,77,44,
WEST CARSON,7680018A,2827,385,N,,VBM PORTION,62,25,16,
