LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOHN CHIANG,GREG CONLON,
REDONDO BEACH,5550094A,2228,374,N,1013,POLLING PLACE,214,105,94,
REDONDO BEACH,5550094A,2228,374,N,,VBM PORTION,102,45,55,
REDONDO BEACH,5550094A,2228,374,N,1013,TOTAL,316,150,149,
REDONDO BEACH,5550095A,2229,374,N,992,POLLING PLACE,228,106,112,
REDONDO BEACH,5550095A,2229,374,N,,VBM PORTION,116,56,53,
REDONDO BEACH,5550095A,2229,374,N,992,TOTAL,344,162,165,
REDONDO BEACH,5550097A,2230,374,N,656,POLLING PLACE,163,86,70,
REDONDO BEACH,5550097A,2230,374,N,,VBM PORTION,68,30,37,
REDONDO BEACH,5550097A,2230,374,N,656,TOTAL,231,116,107,
REDONDO BEACH,5550098A,2231,374,N,1265,POLLING PLACE,248,133,92,
REDONDO BEACH,5550098A,2231,374,N,,VBM PORTION,119,65,48,
REDONDO BEACH,5550098A,2231,374,N,1265,TOTAL,367,198,140,
RIO HONDO,5600011A,6196,261,Y,1,POLLING PLACE,,,,
RIO HONDO,5600011A,6196,261,Y,,VBM PORTION,,,,
RIO HONDO,5600011A,6196,261,Y,1,TOTAL,,,,
RIO HONDO,5600071C,6197,241,Y,,POLLING PLACE,,,,
RIO HONDO,5600071C,6197,241,Y,,VBM PORTION,,,,
RIO HONDO,5600071C,6197,241,Y,,TOTAL,,,,
RIO HONDO,5600073A,2232,242,N,512,POLLING PLACE,113,84,21,
RIO HONDO,5600073A,2232,242,N,,VBM PORTION,4,3,,
RIO HONDO,5600073A,2232,242,N,512,TOTAL,117,87,21,
ROLLING HILLS,5700001A,2233,379,N,747,POLLING PLACE,211,50,153,
ROLLING HILLS,5700001A,2233,379,N,,VBM PORTION,92,16,70,
ROLLING HILLS,5700001A,2233,379,N,747,TOTAL,303,66,223,
ROLLING HILLS,5700002A,2234,379,N,684,POLLING PLACE,213,40,144,
ROLLING HILLS,5700002A,2234,379,N,,VBM PORTION,89,12,68,
ROLLING HILLS,5700002A,2234,379,N,684,TOTAL,302,52,212,
ROLLING HILLS ESTATES,5730001A,2235,379,N,620,POLLING PLACE,170,47,116,
ROLLING HILLS ESTATES,5730001A,2235,379,N,,VBM PORTION,85,33,46,
ROLLING HILLS ESTATES,5730001A,2235,379,N,620,TOTAL,255,80,162,
ROLLING HILLS ESTATES,5730003A,2236,379,N,887,POLLING PLACE,255,100,145,
ROLLING HILLS ESTATES,5730003A,2236,379,N,,VBM PORTION,94,28,63,
ROLLING HILLS ESTATES,5730003A,2236,379,N,887,TOTAL,349,128,208,
ROLLING HILLS ESTATES,5730005A,2237,379,N,1228,POLLING PLACE,314,104,195,
ROLLING HILLS ESTATES,5730005A,2237,379,N,,VBM PORTION,201,64,129,
ROLLING HILLS ESTATES,5730005A,2237,379,N,1228,TOTAL,515,168,324,
ROLLING HILLS ESTATES,5730007A,2238,379,N,993,POLLING PLACE,298,98,182,
ROLLING HILLS ESTATES,5730007A,2238,379,N,,VBM PORTION,116,35,77,
ROLLING HILLS ESTATES,5730007A,2238,379,N,993,TOTAL,414,133,259,
ROLLING HILLS ESTATES,5730011A,2239,379,N,789,POLLING PLACE,207,84,110,
ROLLING HILLS ESTATES,5730011A,2239,379,N,,VBM PORTION,111,55,47,
ROLLING HILLS ESTATES,5730011A,2239,379,N,789,TOTAL,318,139,157,
ROLLING HILLS ESTATES,5730013A,2240,379,N,1095,POLLING PLACE,228,101,116,
ROLLING HILLS ESTATES,5730013A,2240,379,N,,VBM PORTION,178,72,92,
ROLLING HILLS ESTATES,5730013A,2240,379,N,1095,TOTAL,406,173,208,
ROSEMEAD,5750001A,2241,159,N,891,POLLING PLACE,135,72,38,
ROSEMEAD,5750001A,2241,159,N,,VBM PORTION,52,38,13,
ROSEMEAD,5750001A,2241,159,N,891,TOTAL,187,110,51,
ROSEMEAD,5750003B,2242,160,N,701,POLLING PLACE,64,37,24,
ROSEMEAD,5750003B,2242,160,N,,VBM PORTION,48,38,6,
ROSEMEAD,5750003B,2242,160,N,701,TOTAL,112,75,30,
ROSEMEAD,5750004A,6198,172,Y,,POLLING PLACE,,,,
ROSEMEAD,5750004A,6198,172,Y,,VBM PORTION,,,,
ROSEMEAD,5750004A,6198,172,Y,,TOTAL,,,,
ROSEMEAD,5750006A,2243,159,N,1231,POLLING PLACE,144,88,46,
ROSEMEAD,5750006A,2243,159,N,,VBM PORTION,69,39,29,
ROSEMEAD,5750006A,2243,159,N,1231,TOTAL,213,127,75,
ROSEMEAD,5750007A,2244,159,N,704,POLLING PLACE,91,51,35,
ROSEMEAD,5750007A,2244,159,N,,VBM PORTION,57,39,13,
ROSEMEAD,5750007A,2244,159,N,704,TOTAL,148,90,48,
ROSEMEAD,5750010A,2245,159,N,1055,POLLING PLACE,126,78,33,
ROSEMEAD,5750010A,2245,159,N,,VBM PORTION,61,34,24,
ROSEMEAD,5750010A,2245,159,N,1055,TOTAL,187,112,57,
ROSEMEAD,5750012A,2246,160,N,902,POLLING PLACE,142,94,41,
ROSEMEAD,5750012A,2246,160,N,,VBM PORTION,39,27,12,
ROSEMEAD,5750012A,2246,160,N,902,TOTAL,181,121,53,
ROSEMEAD,5750014A,2247,159,N,1138,POLLING PLACE,153,98,42,
ROSEMEAD,5750014A,2247,159,N,,VBM PORTION,60,41,14,
ROSEMEAD,5750014A,2247,159,N,1138,TOTAL,213,139,56,
ROSEMEAD,5750014B,2248,160,N,461,POLLING PLACE,85,47,30,
ROSEMEAD,5750014B,2248,160,N,,VBM PORTION,20,15,3,
ROSEMEAD,5750014B,2248,160,N,461,TOTAL,105,62,33,
ROSEMEAD,5750015A,2249,151,N,1163,POLLING PLACE,99,68,22,
ROSEMEAD,5750015A,2249,151,N,,VBM PORTION,51,39,9,
ROSEMEAD,5750015A,2249,151,N,1163,TOTAL,150,107,31,
ROSEMEAD,5750015C,2250,151,N,628,POLLING PLACE,67,48,15,
ROSEMEAD,5750015C,2250,151,N,,VBM PORTION,26,17,8,
ROSEMEAD,5750015C,2250,151,N,628,TOTAL,93,65,23,
ROSEMEAD,5750019A,2251,155,N,694,POLLING PLACE,125,80,32,
ROSEMEAD,5750019A,2251,155,N,,VBM PORTION,58,41,15,
ROSEMEAD,5750019A,2251,155,N,694,TOTAL,183,121,47,
ROSEMEAD,5750020A,2252,151,N,958,POLLING PLACE,130,93,28,
ROSEMEAD,5750020A,2252,151,N,,VBM PORTION,49,27,17,
ROSEMEAD,5750020A,2252,151,N,958,TOTAL,179,120,45,
ROSEMEAD,5750023A,2253,159,N,1293,POLLING PLACE,141,100,32,
ROSEMEAD,5750023A,2253,159,N,,VBM PORTION,51,30,19,
ROSEMEAD,5750023A,2253,159,N,1293,TOTAL,192,130,51,
ROSEMEAD,5750026A,2254,151,N,946,POLLING PLACE,93,64,16,
ROSEMEAD,5750026A,2254,151,N,,VBM PORTION,41,35,4,
ROSEMEAD,5750026A,2254,151,N,946,TOTAL,134,99,20,
ROSEMEAD,5750027A,2255,151,N,1097,POLLING PLACE,124,86,28,
ROSEMEAD,5750027A,2255,151,N,,VBM PORTION,60,41,17,
ROSEMEAD,5750027A,2255,151,N,1097,TOTAL,184,127,45,
ROSEMEAD,5750030A,2256,151,N,795,POLLING PLACE,51,34,8,
ROSEMEAD,5750030A,2256,151,N,,VBM PORTION,32,20,9,
ROSEMEAD,5750030A,2256,151,N,795,TOTAL,83,54,17,
ROSEMEAD,5750033A,2257,151,N,936,POLLING PLACE,82,47,23,
ROSEMEAD,5750033A,2257,151,N,,VBM PORTION,28,20,8,
ROSEMEAD,5750033A,2257,151,N,936,TOTAL,110,67,31,
ROSEMEAD,5750033B,6199,156,Y,39,POLLING PLACE,,,,
ROSEMEAD,5750033B,6199,156,Y,,VBM PORTION,10,7,2,
ROSEMEAD,5750033B,6199,156,Y,39,TOTAL,10,7,2,
ROSEMEAD,5750035A,2258,151,N,967,POLLING PLACE,95,71,17,
ROSEMEAD,5750035A,2258,151,N,,VBM PORTION,39,26,10,
ROSEMEAD,5750035A,2258,151,N,967,TOTAL,134,97,27,
ROSEMEAD,5750050A,2259,159,N,699,POLLING PLACE,97,63,27,
ROSEMEAD,5750050A,2259,159,N,,VBM PORTION,62,36,26,
ROSEMEAD,5750050A,2259,159,N,699,TOTAL,159,99,53,
ROSEMEAD,5750050B,6200,155,Y,53,POLLING PLACE,,,,
ROSEMEAD,5750050B,6200,155,Y,,VBM PORTION,6,5,,
ROSEMEAD,5750050B,6200,155,Y,53,TOTAL,6,5,,
ROSEMEAD,5750073A,2260,151,N,934,POLLING PLACE,111,89,15,
ROSEMEAD,5750073A,2260,151,N,,VBM PORTION,49,38,10,
ROSEMEAD,5750073A,2260,151,N,934,TOTAL,160,127,25,
ROSEMEAD,5750074A,2261,151,N,890,POLLING PLACE,106,76,22,
ROSEMEAD,5750074A,2261,151,N,,VBM PORTION,41,32,8,
ROSEMEAD,5750074A,2261,151,N,890,TOTAL,147,108,30,
ROWLAND HEIGHTS,5850001A,2262,238,N,529,POLLING PLACE,98,43,40,
ROWLAND HEIGHTS,5850001A,2262,238,N,,VBM PORTION,38,15,22,
ROWLAND HEIGHTS,5850001A,2262,238,N,529,TOTAL,136,58,62,
ROWLAND HEIGHTS,5850002A,2263,237,N,962,POLLING PLACE,127,73,46,
ROWLAND HEIGHTS,5850002A,2263,237,N,,VBM PORTION,73,43,23,
ROWLAND HEIGHTS,5850002A,2263,237,N,962,TOTAL,200,116,69,
ROWLAND HEIGHTS,5850003B,2264,237,N,1049,POLLING PLACE,151,86,59,
ROWLAND HEIGHTS,5850003B,2264,237,N,,VBM PORTION,58,36,20,
ROWLAND HEIGHTS,5850003B,2264,237,N,1049,TOTAL,209,122,79,
ROWLAND HEIGHTS,5850005A,2265,237,N,899,POLLING PLACE,124,71,46,
ROWLAND HEIGHTS,5850005A,2265,237,N,,VBM PORTION,55,34,16,
ROWLAND HEIGHTS,5850005A,2265,237,N,899,TOTAL,179,105,62,
ROWLAND HEIGHTS,5850011A,2266,237,N,1196,POLLING PLACE,224,127,86,
ROWLAND HEIGHTS,5850011A,2266,237,N,,VBM PORTION,92,41,50,
ROWLAND HEIGHTS,5850011A,2266,237,N,1196,TOTAL,316,168,136,
ROWLAND HEIGHTS,5850018A,2267,237,N,381,POLLING PLACE,40,20,17,
ROWLAND HEIGHTS,5850018A,2267,237,N,,VBM PORTION,29,20,3,
ROWLAND HEIGHTS,5850018A,2267,237,N,381,TOTAL,69,40,20,
ROWLAND HEIGHTS,5850018C,2268,238,N,573,POLLING PLACE,52,33,17,
ROWLAND HEIGHTS,5850018C,2268,238,N,,VBM PORTION,51,35,12,
ROWLAND HEIGHTS,5850018C,2268,238,N,573,TOTAL,103,68,29,
ROWLAND HEIGHTS,5850021A,2269,237,N,1120,POLLING PLACE,145,84,49,
ROWLAND HEIGHTS,5850021A,2269,237,N,,VBM PORTION,86,57,26,
ROWLAND HEIGHTS,5850021A,2269,237,N,1120,TOTAL,231,141,75,
ROWLAND HEIGHTS,5850027A,2270,238,N,990,POLLING PLACE,138,69,49,
ROWLAND HEIGHTS,5850027A,2270,238,N,,VBM PORTION,100,53,39,
ROWLAND HEIGHTS,5850027A,2270,238,N,990,TOTAL,238,122,88,
ROWLAND HEIGHTS,5850028A,2271,238,N,921,POLLING PLACE,141,84,41,
ROWLAND HEIGHTS,5850028A,2271,238,N,,VBM PORTION,60,26,33,
ROWLAND HEIGHTS,5850028A,2271,238,N,921,TOTAL,201,110,74,
ROWLAND HEIGHTS,5850030A,2272,238,N,988,POLLING PLACE,115,51,57,
ROWLAND HEIGHTS,5850030A,2272,238,N,,VBM PORTION,93,47,41,
ROWLAND HEIGHTS,5850030A,2272,238,N,988,TOTAL,208,98,98,
ROWLAND HEIGHTS,5850071B,2273,237,N,1060,POLLING PLACE,188,101,78,
ROWLAND HEIGHTS,5850071B,2273,237,N,,VBM PORTION,78,46,28,
ROWLAND HEIGHTS,5850071B,2273,237,N,1060,TOTAL,266,147,106,
ROWLAND HEIGHTS,5850073A,2274,237,N,1164,POLLING PLACE,113,67,43,
ROWLAND HEIGHTS,5850073A,2274,237,N,,VBM PORTION,66,40,23,
ROWLAND HEIGHTS,5850073A,2274,237,N,1164,TOTAL,179,107,66,
ROWLAND HEIGHTS,5850075A,2275,238,N,771,POLLING PLACE,29,15,12,
ROWLAND HEIGHTS,5850075A,2275,238,N,,VBM PORTION,49,32,14,
ROWLAND HEIGHTS,5850075A,2275,238,N,771,TOTAL,78,47,26,
ROWLAND HEIGHTS,5850077B,2276,238,N,859,POLLING PLACE,117,68,47,
ROWLAND HEIGHTS,5850077B,2276,238,N,,VBM PORTION,83,48,30,
ROWLAND HEIGHTS,5850077B,2276,238,N,859,TOTAL,200,116,77,
ROWLAND HEIGHTS,5850118A,2277,238,N,1102,POLLING PLACE,146,71,52,
ROWLAND HEIGHTS,5850118A,2277,238,N,,VBM PORTION,74,43,25,
ROWLAND HEIGHTS,5850118A,2277,238,N,1102,TOTAL,220,114,77,
ROWLAND HEIGHTS,5850153A,2278,238,N,968,POLLING PLACE,153,84,65,
ROWLAND HEIGHTS,5850153A,2278,238,N,,VBM PORTION,93,53,34,
ROWLAND HEIGHTS,5850153A,2278,238,N,968,TOTAL,246,137,99,
ROWLAND HEIGHTS,5850175A,2279,238,N,1148,POLLING PLACE,176,88,74,
ROWLAND HEIGHTS,5850175A,2279,238,N,,VBM PORTION,90,48,37,
ROWLAND HEIGHTS,5850175A,2279,238,N,1148,TOTAL,266,136,111,
ROWLAND HEIGHTS,5850206A,6201,237,Y,,POLLING PLACE,,,,
ROWLAND HEIGHTS,5850206A,6201,237,Y,,VBM PORTION,,,,
ROWLAND HEIGHTS,5850206A,6201,237,Y,,TOTAL,,,,
ROWLAND HEIGHTS,5850206C,6202,238,Y,,POLLING PLACE,,,,
ROWLAND HEIGHTS,5850206C,6202,238,Y,,VBM PORTION,,,,
ROWLAND HEIGHTS,5850206C,6202,238,Y,,TOTAL,,,,
ROWLAND HEIGHTS,5850207A,2280,237,N,1026,POLLING PLACE,105,71,29,
ROWLAND HEIGHTS,5850207A,2280,237,N,,VBM PORTION,66,45,19,
ROWLAND HEIGHTS,5850207A,2280,237,N,1026,TOTAL,171,116,48,
ROWLAND HEIGHTS,5850211A,2281,238,N,1084,POLLING PLACE,151,80,57,
ROWLAND HEIGHTS,5850211A,2281,238,N,,VBM PORTION,82,57,20,
ROWLAND HEIGHTS,5850211A,2281,238,N,1084,TOTAL,233,137,77,
ROWLAND HEIGHTS,5850218A,6203,237,Y,1,POLLING PLACE,,,,
ROWLAND HEIGHTS,5850218A,6203,237,Y,,VBM PORTION,,,,
ROWLAND HEIGHTS,5850218A,6203,237,Y,1,TOTAL,,,,
ROWLAND HEIGHTS,5850221A,2282,238,N,598,POLLING PLACE,87,36,43,
ROWLAND HEIGHTS,5850221A,2282,238,N,,VBM PORTION,61,32,24,
ROWLAND HEIGHTS,5850221A,2282,238,N,598,TOTAL,148,68,67,
ROWLAND HEIGHTS,5850222A,2283,237,N,1011,POLLING PLACE,129,86,33,
ROWLAND HEIGHTS,5850222A,2283,237,N,,VBM PORTION,64,35,24,
ROWLAND HEIGHTS,5850222A,2283,237,N,1011,TOTAL,193,121,57,
ROWLAND HEIGHTS,5850223A,6204,238,Y,,POLLING PLACE,,,,
ROWLAND HEIGHTS,5850223A,6204,238,Y,,VBM PORTION,,,,
ROWLAND HEIGHTS,5850223A,6204,238,Y,,TOTAL,,,,
ROYAL OAKS,5900001A,2284,141,N,220,POLLING PLACE,60,16,31,
ROYAL OAKS,5900001A,2284,141,N,,VBM PORTION,40,11,23,
ROYAL OAKS,5900001A,2284,141,N,220,TOTAL,100,27,54,
SAN CLEMENTE ISLAND,5960001A,6205,388,Y,,POLLING PLACE,,,,
SAN CLEMENTE ISLAND,5960001A,6205,388,Y,,VBM PORTION,,,,
SAN CLEMENTE ISLAND,5960001A,6205,388,Y,,TOTAL,,,,
SAN DIMAS,6000001B,2285,91,N,1174,POLLING PLACE,244,104,120,
SAN DIMAS,6000001B,2285,91,N,,VBM PORTION,68,32,32,
SAN DIMAS,6000001B,2285,91,N,1174,TOTAL,312,136,152,
SAN DIMAS,6000002A,2286,91,N,807,POLLING PLACE,204,77,121,
SAN DIMAS,6000002A,2286,91,N,,VBM PORTION,71,27,43,
SAN DIMAS,6000002A,2286,91,N,807,TOTAL,275,104,164,
SAN DIMAS,6000003A,2287,91,N,737,POLLING PLACE,163,76,79,
SAN DIMAS,6000003A,2287,91,N,,VBM PORTION,66,24,38,
SAN DIMAS,6000003A,2287,91,N,737,TOTAL,229,100,117,
SAN DIMAS,6000004A,2288,91,N,822,POLLING PLACE,187,67,112,
SAN DIMAS,6000004A,2288,91,N,,VBM PORTION,73,28,43,
SAN DIMAS,6000004A,2288,91,N,822,TOTAL,260,95,155,
SAN DIMAS,6000005A,2289,91,N,868,POLLING PLACE,213,89,106,
SAN DIMAS,6000005A,2289,91,N,,VBM PORTION,68,35,32,
SAN DIMAS,6000005A,2289,91,N,868,TOTAL,281,124,138,
SAN DIMAS,6000006A,2290,91,N,1083,POLLING PLACE,243,92,135,
SAN DIMAS,6000006A,2290,91,N,,VBM PORTION,66,25,37,
SAN DIMAS,6000006A,2290,91,N,1083,TOTAL,309,117,172,
SAN DIMAS,6000007A,2291,91,N,650,POLLING PLACE,148,54,85,
SAN DIMAS,6000007A,2291,91,N,,VBM PORTION,39,17,21,
SAN DIMAS,6000007A,2291,91,N,650,TOTAL,187,71,106,
SAN DIMAS,6000008A,2292,91,N,642,POLLING PLACE,108,46,60,
SAN DIMAS,6000008A,2292,91,N,,VBM PORTION,50,24,24,
SAN DIMAS,6000008A,2292,91,N,642,TOTAL,158,70,84,
SAN DIMAS,6000009A,2293,91,N,821,POLLING PLACE,162,73,82,
SAN DIMAS,6000009A,2293,91,N,,VBM PORTION,58,24,29,
SAN DIMAS,6000009A,2293,91,N,821,TOTAL,220,97,111,
SAN DIMAS,6000010C,2294,91,N,662,POLLING PLACE,100,49,45,
SAN DIMAS,6000010C,2294,91,N,,VBM PORTION,46,21,23,
SAN DIMAS,6000010C,2294,91,N,662,TOTAL,146,70,68,
SAN DIMAS,6000011A,2295,91,N,1000,POLLING PLACE,225,79,134,
SAN DIMAS,6000011A,2295,91,N,,VBM PORTION,65,32,31,
SAN DIMAS,6000011A,2295,91,N,1000,TOTAL,290,111,165,
SAN DIMAS,6000013B,2296,91,N,1273,POLLING PLACE,292,112,167,
SAN DIMAS,6000013B,2296,91,N,,VBM PORTION,129,54,65,
SAN DIMAS,6000013B,2296,91,N,1273,TOTAL,421,166,232,
SAN DIMAS,6000015A,2297,91,N,745,POLLING PLACE,113,64,46,
SAN DIMAS,6000015A,2297,91,N,,VBM PORTION,50,24,24,
SAN DIMAS,6000015A,2297,91,N,745,TOTAL,163,88,70,
SAN DIMAS,6000018A,2298,91,N,895,POLLING PLACE,208,65,119,
SAN DIMAS,6000018A,2298,91,N,,VBM PORTION,89,28,54,
SAN DIMAS,6000018A,2298,91,N,895,TOTAL,297,93,173,
SAN DIMAS,6000019A,2299,91,N,589,POLLING PLACE,157,69,79,
SAN DIMAS,6000019A,2299,91,N,,VBM PORTION,70,30,38,
SAN DIMAS,6000019A,2299,91,N,589,TOTAL,227,99,117,
SAN DIMAS,6000020A,2300,91,N,831,POLLING PLACE,197,84,100,
SAN DIMAS,6000020A,2300,91,N,,VBM PORTION,65,24,37,
SAN DIMAS,6000020A,2300,91,N,831,TOTAL,262,108,137,
SAN DIMAS,6000021A,2301,91,N,497,POLLING PLACE,94,40,50,
SAN DIMAS,6000021A,2301,91,N,,VBM PORTION,27,14,12,
SAN DIMAS,6000021A,2301,91,N,497,TOTAL,121,54,62,
SAN DIMAS,6000035A,2302,91,N,660,POLLING PLACE,156,62,92,
SAN DIMAS,6000035A,2302,91,N,,VBM PORTION,50,16,34,
SAN DIMAS,6000035A,2302,91,N,660,TOTAL,206,78,126,
SAN DIMAS,6000040A,2303,91,N,617,POLLING PLACE,132,49,81,
SAN DIMAS,6000040A,2303,91,N,,VBM PORTION,26,10,16,
SAN DIMAS,6000040A,2303,91,N,617,TOTAL,158,59,97,
SAN DIMAS,6000050A,2304,91,N,765,POLLING PLACE,155,66,80,
SAN DIMAS,6000050A,2304,91,N,,VBM PORTION,95,45,48,
SAN DIMAS,6000050A,2304,91,N,765,TOTAL,250,111,128,
SAN DIMAS,6000052A,2305,91,N,270,POLLING PLACE,18,7,11,
SAN DIMAS,6000052A,2305,91,N,,VBM PORTION,22,7,15,
SAN DIMAS,6000052A,2305,91,N,270,TOTAL,40,14,26,
SAN DIMAS,6000053A,2306,91,N,1067,POLLING PLACE,202,81,110,
SAN DIMAS,6000053A,2306,91,N,,VBM PORTION,114,56,54,
SAN DIMAS,6000053A,2306,91,N,1067,TOTAL,316,137,164,
SAN DIMAS,6000054A,2307,91,N,808,POLLING PLACE,190,81,93,
SAN DIMAS,6000054A,2307,91,N,,VBM PORTION,66,24,40,
SAN DIMAS,6000054A,2307,91,N,808,TOTAL,256,105,133,
SAN DIMAS,6000055A,2308,91,N,917,POLLING PLACE,198,78,100,
SAN DIMAS,6000055A,2308,91,N,,VBM PORTION,119,42,69,
SAN DIMAS,6000055A,2308,91,N,917,TOTAL,317,120,169,
SAN DIMAS,6000057A,2309,91,N,1209,POLLING PLACE,251,112,124,
SAN DIMAS,6000057A,2309,91,N,,VBM PORTION,142,68,68,
SAN DIMAS,6000057A,2309,91,N,1209,TOTAL,393,180,192,
SAN FERNANDO,6050001A,2310,55,N,825,POLLING PLACE,149,119,19,
SAN FERNANDO,6050001A,2310,55,N,,VBM PORTION,30,22,8,
SAN FERNANDO,6050001A,2310,55,N,825,TOTAL,179,141,27,
SAN FERNANDO,6050002A,2311,55,N,756,POLLING PLACE,141,110,24,
SAN FERNANDO,6050002A,2311,55,N,,VBM PORTION,36,29,6,
SAN FERNANDO,6050002A,2311,55,N,756,TOTAL,177,139,30,
SAN FERNANDO,6050005A,2312,55,N,1137,POLLING PLACE,201,139,35,
SAN FERNANDO,6050005A,2312,55,N,,VBM PORTION,49,36,8,
SAN FERNANDO,6050005A,2312,55,N,1137,TOTAL,250,175,43,
SAN FERNANDO,6050007A,2313,55,N,1154,POLLING PLACE,220,132,75,
SAN FERNANDO,6050007A,2313,55,N,,VBM PORTION,68,41,22,
SAN FERNANDO,6050007A,2313,55,N,1154,TOTAL,288,173,97,
SAN FERNANDO,6050009A,2314,55,N,1095,POLLING PLACE,222,154,56,
SAN FERNANDO,6050009A,2314,55,N,,VBM PORTION,36,28,8,
SAN FERNANDO,6050009A,2314,55,N,1095,TOTAL,258,182,64,
SAN FERNANDO,6050010A,2315,55,N,688,POLLING PLACE,129,99,19,
SAN FERNANDO,6050010A,2315,55,N,,VBM PORTION,25,17,4,
SAN FERNANDO,6050010A,2315,55,N,688,TOTAL,154,116,23,
SAN FERNANDO,6050012A,2316,55,N,966,POLLING PLACE,156,106,34,
SAN FERNANDO,6050012A,2316,55,N,,VBM PORTION,39,28,11,
SAN FERNANDO,6050012A,2316,55,N,966,TOTAL,195,134,45,
SAN FERNANDO,6050013A,2317,55,N,1017,POLLING PLACE,138,89,33,
SAN FERNANDO,6050013A,2317,55,N,,VBM PORTION,38,26,12,
SAN FERNANDO,6050013A,2317,55,N,1017,TOTAL,176,115,45,
SAN FERNANDO,6050016A,2318,55,N,915,POLLING PLACE,154,114,22,
SAN FERNANDO,6050016A,2318,55,N,,VBM PORTION,37,29,5,
SAN FERNANDO,6050016A,2318,55,N,915,TOTAL,191,143,27,
SAN GABRIEL,6100002A,2319,155,N,1064,POLLING PLACE,323,158,155,
SAN GABRIEL,6100002A,2319,155,N,,VBM PORTION,94,36,52,
SAN GABRIEL,6100002A,2319,155,N,1064,TOTAL,417,194,207,
SAN GABRIEL,6100007A,2320,155,N,1109,POLLING PLACE,297,157,128,
SAN GABRIEL,6100007A,2320,155,N,,VBM PORTION,88,41,39,
SAN GABRIEL,6100007A,2320,155,N,1109,TOTAL,385,198,167,
SAN GABRIEL,6100008A,2321,155,N,1062,POLLING PLACE,253,153,90,
SAN GABRIEL,6100008A,2321,155,N,,VBM PORTION,78,43,32,
SAN GABRIEL,6100008A,2321,155,N,1062,TOTAL,331,196,122,
SAN GABRIEL,6100010B,6206,151,Y,4,POLLING PLACE,,,,
SAN GABRIEL,6100010B,6206,151,Y,,VBM PORTION,2,,2,
SAN GABRIEL,6100010B,6206,151,Y,4,TOTAL,2,,2,
SAN GABRIEL,6100010E,2322,155,N,681,POLLING PLACE,233,110,108,
SAN GABRIEL,6100010E,2322,155,N,,VBM PORTION,61,39,20,
SAN GABRIEL,6100010E,2322,155,N,681,TOTAL,294,149,128,
SAN GABRIEL,6100012A,2323,155,N,1028,POLLING PLACE,168,114,44,
SAN GABRIEL,6100012A,2323,155,N,,VBM PORTION,56,42,12,
SAN GABRIEL,6100012A,2323,155,N,1028,TOTAL,224,156,56,
SAN GABRIEL,6100015A,2324,155,N,1101,POLLING PLACE,172,101,58,
SAN GABRIEL,6100015A,2324,155,N,,VBM PORTION,66,41,23,
SAN GABRIEL,6100015A,2324,155,N,1101,TOTAL,238,142,81,
SAN GABRIEL,6100017A,2325,155,N,938,POLLING PLACE,125,79,40,
SAN GABRIEL,6100017A,2325,155,N,,VBM PORTION,61,29,28,
SAN GABRIEL,6100017A,2325,155,N,938,TOTAL,186,108,68,
SAN GABRIEL,6100018A,2326,155,N,1174,POLLING PLACE,154,99,47,
SAN GABRIEL,6100018A,2326,155,N,,VBM PORTION,37,25,9,
SAN GABRIEL,6100018A,2326,155,N,1174,TOTAL,191,124,56,
SAN GABRIEL,6100023A,2327,155,N,826,POLLING PLACE,140,99,30,
SAN GABRIEL,6100023A,2327,155,N,,VBM PORTION,70,30,36,
SAN GABRIEL,6100023A,2327,155,N,826,TOTAL,210,129,66,
SAN GABRIEL,6100025A,2328,155,N,914,POLLING PLACE,117,68,35,
SAN GABRIEL,6100025A,2328,155,N,,VBM PORTION,49,34,12,
SAN GABRIEL,6100025A,2328,155,N,914,TOTAL,166,102,47,
SAN GABRIEL,6100026A,2329,155,N,1337,POLLING PLACE,160,109,39,
SAN GABRIEL,6100026A,2329,155,N,,VBM PORTION,109,76,31,
SAN GABRIEL,6100026A,2329,155,N,1337,TOTAL,269,185,70,
SAN GABRIEL,6100031B,2330,151,N,1024,POLLING PLACE,106,78,19,
SAN GABRIEL,6100031B,2330,151,N,,VBM PORTION,47,30,15,
SAN GABRIEL,6100031B,2330,151,N,1024,TOTAL,153,108,34,
SAN GABRIEL,6100034A,2331,159,N,994,POLLING PLACE,139,88,46,
SAN GABRIEL,6100034A,2331,159,N,,VBM PORTION,53,42,5,
SAN GABRIEL,6100034A,2331,159,N,994,TOTAL,192,130,51,
SAN GABRIEL,6100043A,2332,155,N,1025,POLLING PLACE,172,107,53,
SAN GABRIEL,6100043A,2332,155,N,,VBM PORTION,67,41,23,
SAN GABRIEL,6100043A,2332,155,N,1025,TOTAL,239,148,76,
SAN GABRIEL,6100050B,2333,151,N,968,POLLING PLACE,132,90,29,
SAN GABRIEL,6100050B,2333,151,N,,VBM PORTION,39,26,9,
SAN GABRIEL,6100050B,2333,151,N,968,TOTAL,171,116,38,
SAN MARINO,6200003B,2334,174,N,1473,POLLING PLACE,318,176,127,
SAN MARINO,6200003B,2334,174,N,,VBM PORTION,164,84,75,
SAN MARINO,6200003B,2334,174,N,1473,TOTAL,482,260,202,
SAN MARINO,6200005A,2335,174,N,1205,POLLING PLACE,253,98,139,
SAN MARINO,6200005A,2335,174,N,,VBM PORTION,157,58,93,
