LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JIM MCDONNELL,PAUL TANAKA,
EAST LOS ANGELES,2000002A,753,201,N,,VBM PORTION,37,25,8,
EAST LOS ANGELES,2000002A,753,201,N,1078,TOTAL,223,142,56,
EAST LOS ANGELES,2000003A,754,201,N,1165,POLLING PLACE,183,102,51,
EAST LOS ANGELES,2000003A,754,201,N,,VBM PORTION,49,28,15,
EAST LOS ANGELES,2000003A,754,201,N,1165,TOTAL,232,130,66,
EAST LOS ANGELES,2000005A,755,201,N,860,POLLING PLACE,181,103,57,
EAST LOS ANGELES,2000005A,755,201,N,,VBM PORTION,17,14,3,
EAST LOS ANGELES,2000005A,755,201,N,860,TOTAL,198,117,60,
EAST LOS ANGELES,2000007A,756,201,N,438,POLLING PLACE,50,22,20,
EAST LOS ANGELES,2000007A,756,201,N,,VBM PORTION,15,8,5,
EAST LOS ANGELES,2000007A,756,201,N,438,TOTAL,65,30,25,
EAST LOS ANGELES,2000011A,757,201,N,1137,POLLING PLACE,168,103,48,
EAST LOS ANGELES,2000011A,757,201,N,,VBM PORTION,38,30,6,
EAST LOS ANGELES,2000011A,757,201,N,1137,TOTAL,206,133,54,
EAST LOS ANGELES,2000013A,758,201,N,843,POLLING PLACE,138,84,37,
EAST LOS ANGELES,2000013A,758,201,N,,VBM PORTION,22,14,8,
EAST LOS ANGELES,2000013A,758,201,N,843,TOTAL,160,98,45,
EAST LOS ANGELES,2000018C,759,201,N,1134,POLLING PLACE,198,117,67,
EAST LOS ANGELES,2000018C,759,201,N,,VBM PORTION,36,18,13,
EAST LOS ANGELES,2000018C,759,201,N,1134,TOTAL,234,135,80,
EAST LOS ANGELES,2000024A,760,201,N,861,POLLING PLACE,167,98,52,
EAST LOS ANGELES,2000024A,760,201,N,,VBM PORTION,16,9,3,
EAST LOS ANGELES,2000024A,760,201,N,861,TOTAL,183,107,55,
EAST LOS ANGELES,2000025A,761,201,N,1027,POLLING PLACE,143,77,51,
EAST LOS ANGELES,2000025A,761,201,N,,VBM PORTION,15,9,6,
EAST LOS ANGELES,2000025A,761,201,N,1027,TOTAL,158,86,57,
EAST LOS ANGELES,2000028A,762,201,N,1041,POLLING PLACE,159,105,41,
EAST LOS ANGELES,2000028A,762,201,N,,VBM PORTION,54,33,12,
EAST LOS ANGELES,2000028A,762,201,N,1041,TOTAL,213,138,53,
EAST LOS ANGELES,2000028B,763,201,N,1036,POLLING PLACE,167,93,56,
EAST LOS ANGELES,2000028B,763,201,N,,VBM PORTION,32,22,6,
EAST LOS ANGELES,2000028B,763,201,N,1036,TOTAL,199,115,62,
EAST LOS ANGELES,2000030A,764,201,N,746,POLLING PLACE,113,75,29,
EAST LOS ANGELES,2000030A,764,201,N,,VBM PORTION,45,35,8,
EAST LOS ANGELES,2000030A,764,201,N,746,TOTAL,158,110,37,
EAST LOS ANGELES,2000032A,765,201,N,978,POLLING PLACE,138,80,39,
EAST LOS ANGELES,2000032A,765,201,N,,VBM PORTION,30,16,9,
EAST LOS ANGELES,2000032A,765,201,N,978,TOTAL,168,96,48,
EAST LOS ANGELES,2000034B,766,201,N,737,POLLING PLACE,117,70,28,
EAST LOS ANGELES,2000034B,766,201,N,,VBM PORTION,34,19,10,
EAST LOS ANGELES,2000034B,766,201,N,737,TOTAL,151,89,38,
EAST LOS ANGELES,2000038B,767,201,N,873,POLLING PLACE,131,75,43,
EAST LOS ANGELES,2000038B,767,201,N,,VBM PORTION,15,6,8,
EAST LOS ANGELES,2000038B,767,201,N,873,TOTAL,146,81,51,
EAST LOS ANGELES,2000040A,768,201,N,966,POLLING PLACE,163,95,54,
EAST LOS ANGELES,2000040A,768,201,N,,VBM PORTION,12,6,3,
EAST LOS ANGELES,2000040A,768,201,N,966,TOTAL,175,101,57,
EAST LOS ANGELES,2000045A,769,201,N,901,POLLING PLACE,148,95,41,
EAST LOS ANGELES,2000045A,769,201,N,,VBM PORTION,31,13,10,
EAST LOS ANGELES,2000045A,769,201,N,901,TOTAL,179,108,51,
EAST LOS ANGELES,2000045B,770,201,N,1085,POLLING PLACE,163,93,47,
EAST LOS ANGELES,2000045B,770,201,N,,VBM PORTION,33,22,8,
EAST LOS ANGELES,2000045B,770,201,N,1085,TOTAL,196,115,55,
EAST LOS ANGELES,2000053A,771,201,N,1085,POLLING PLACE,153,92,39,
EAST LOS ANGELES,2000053A,771,201,N,,VBM PORTION,22,13,8,
EAST LOS ANGELES,2000053A,771,201,N,1085,TOTAL,175,105,47,
EAST LOS ANGELES,2000062A,772,201,N,729,POLLING PLACE,141,102,29,
EAST LOS ANGELES,2000062A,772,201,N,,VBM PORTION,51,25,16,
EAST LOS ANGELES,2000062A,772,201,N,729,TOTAL,192,127,45,
EAST LOS ANGELES,2000065A,773,201,N,818,POLLING PLACE,154,99,36,
EAST LOS ANGELES,2000065A,773,201,N,,VBM PORTION,34,20,9,
EAST LOS ANGELES,2000065A,773,201,N,818,TOTAL,188,119,45,
EAST LOS ANGELES,2000081A,774,201,N,1008,POLLING PLACE,192,106,66,
EAST LOS ANGELES,2000081A,774,201,N,,VBM PORTION,43,26,14,
EAST LOS ANGELES,2000081A,774,201,N,1008,TOTAL,235,132,80,
EAST LOS ANGELES,2000082A,775,201,N,984,POLLING PLACE,139,78,41,
EAST LOS ANGELES,2000082A,775,201,N,,VBM PORTION,47,28,14,
EAST LOS ANGELES,2000082A,775,201,N,984,TOTAL,186,106,55,
EAST LOS ANGELES,2000083A,776,201,N,1063,POLLING PLACE,173,98,62,
EAST LOS ANGELES,2000083A,776,201,N,,VBM PORTION,25,14,4,
EAST LOS ANGELES,2000083A,776,201,N,1063,TOTAL,198,112,66,
EAST LOS ANGELES,2000084A,777,201,N,975,POLLING PLACE,181,115,40,
EAST LOS ANGELES,2000084A,777,201,N,,VBM PORTION,29,18,5,
EAST LOS ANGELES,2000084A,777,201,N,975,TOTAL,210,133,45,
EAST LOS ANGELES,2000085A,778,201,N,1163,POLLING PLACE,190,114,62,
EAST LOS ANGELES,2000085A,778,201,N,,VBM PORTION,39,22,10,
EAST LOS ANGELES,2000085A,778,201,N,1163,TOTAL,229,136,72,
EAST LOS ANGELES,2000088A,779,201,N,885,POLLING PLACE,124,73,32,
EAST LOS ANGELES,2000088A,779,201,N,,VBM PORTION,39,26,13,
EAST LOS ANGELES,2000088A,779,201,N,885,TOTAL,163,99,45,
EAST PASADENA,2020001A,780,80,N,705,POLLING PLACE,149,75,41,
EAST PASADENA,2020001A,780,80,N,,VBM PORTION,70,30,24,
EAST PASADENA,2020001A,780,80,N,705,TOTAL,219,105,65,
EAST PASADENA,2020003A,781,79,N,1229,POLLING PLACE,226,132,44,
EAST PASADENA,2020003A,781,79,N,,VBM PORTION,160,101,25,
EAST PASADENA,2020003A,781,79,N,1229,TOTAL,386,233,69,
EAST PASADENA,2020006A,782,89,N,1232,POLLING PLACE,381,250,59,
EAST PASADENA,2020006A,782,89,N,,VBM PORTION,129,91,16,
EAST PASADENA,2020006A,782,89,N,1232,TOTAL,510,341,75,
EAST PASADENA,2020007A,783,80,N,699,POLLING PLACE,126,66,39,
EAST PASADENA,2020007A,783,80,N,,VBM PORTION,44,22,10,
EAST PASADENA,2020007A,783,80,N,699,TOTAL,170,88,49,
EAST PASADENA,2020012A,784,80,N,592,POLLING PLACE,116,67,34,
EAST PASADENA,2020012A,784,80,N,,VBM PORTION,52,29,6,
EAST PASADENA,2020012A,784,80,N,592,TOTAL,168,96,40,
EAST SAN GABRIEL,2040001A,785,155,N,1076,POLLING PLACE,138,72,43,
EAST SAN GABRIEL,2040001A,785,155,N,,VBM PORTION,98,49,33,
EAST SAN GABRIEL,2040001A,785,155,N,1076,TOTAL,236,121,76,
EAST SAN GABRIEL,2040003A,786,155,N,1211,POLLING PLACE,141,74,45,
EAST SAN GABRIEL,2040003A,786,155,N,,VBM PORTION,87,60,15,
EAST SAN GABRIEL,2040003A,786,155,N,1211,TOTAL,228,134,60,
EAST SAN GABRIEL,2040004A,787,155,N,1055,POLLING PLACE,201,117,46,
EAST SAN GABRIEL,2040004A,787,155,N,,VBM PORTION,94,50,19,
EAST SAN GABRIEL,2040004A,787,155,N,1055,TOTAL,295,167,65,
EAST SAN GABRIEL,2040010A,788,155,N,1076,POLLING PLACE,181,100,38,
EAST SAN GABRIEL,2040010A,788,155,N,,VBM PORTION,84,49,20,
EAST SAN GABRIEL,2040010A,788,155,N,1076,TOTAL,265,149,58,
EAST SAN GABRIEL,2040012A,789,155,N,1200,POLLING PLACE,191,112,47,
EAST SAN GABRIEL,2040012A,789,155,N,,VBM PORTION,119,52,30,
EAST SAN GABRIEL,2040012A,789,155,N,1200,TOTAL,310,164,77,
EAST SAN GABRIEL,2040015A,790,155,N,1047,POLLING PLACE,234,120,70,
EAST SAN GABRIEL,2040015A,790,155,N,,VBM PORTION,141,88,29,
EAST SAN GABRIEL,2040015A,790,155,N,1047,TOTAL,375,208,99,
EAST SAN GABRIEL,2040016B,791,155,N,900,POLLING PLACE,152,89,44,
EAST SAN GABRIEL,2040016B,791,155,N,,VBM PORTION,81,46,20,
EAST SAN GABRIEL,2040016B,791,155,N,900,TOTAL,233,135,64,
EAST SAN GABRIEL,2040019A,792,155,N,1194,POLLING PLACE,218,130,41,
EAST SAN GABRIEL,2040019A,792,155,N,,VBM PORTION,109,58,34,
EAST SAN GABRIEL,2040019A,792,155,N,1194,TOTAL,327,188,75,
EAST SAN GABRIEL,2040021A,793,155,N,981,POLLING PLACE,202,132,31,
EAST SAN GABRIEL,2040021A,793,155,N,,VBM PORTION,106,70,19,
EAST SAN GABRIEL,2040021A,793,155,N,981,TOTAL,308,202,50,
EAST WHITTIER,2050001F,6071,264,Y,33,POLLING PLACE,,,,
EAST WHITTIER,2050001F,6071,264,Y,,VBM PORTION,4,2,2,
EAST WHITTIER,2050001F,6071,264,Y,33,TOTAL,4,2,2,
EAST WHITTIER,2050048A,794,264,N,456,POLLING PLACE,122,70,26,
EAST WHITTIER,2050048A,794,264,N,,VBM PORTION,53,39,6,
EAST WHITTIER,2050048A,794,264,N,456,TOTAL,175,109,32,
EAST WHITTIER,2050063A,6072,255,Y,,POLLING PLACE,,,,
EAST WHITTIER,2050063A,6072,255,Y,,VBM PORTION,,,,
EAST WHITTIER,2050063A,6072,255,Y,,TOTAL,,,,
EL CAMINO VILLAGE,2080002A,795,385,N,1339,POLLING PLACE,89,45,34,
EL CAMINO VILLAGE,2080002A,795,385,N,,VBM PORTION,78,49,18,
EL CAMINO VILLAGE,2080002A,795,385,N,1339,TOTAL,167,94,52,
EL CAMINO VILLAGE,2080003A,796,385,N,616,POLLING PLACE,165,99,42,
EL CAMINO VILLAGE,2080003A,796,385,N,,VBM PORTION,45,24,9,
EL CAMINO VILLAGE,2080003A,796,385,N,616,TOTAL,210,123,51,
EL CAMINO VILLAGE,2080004A,797,385,N,1129,POLLING PLACE,178,112,44,
EL CAMINO VILLAGE,2080004A,797,385,N,,VBM PORTION,109,54,40,
EL CAMINO VILLAGE,2080004A,797,385,N,1129,TOTAL,287,166,84,
EL CAMINO VILLAGE,2080004B,6073,386,Y,,POLLING PLACE,,,,
EL CAMINO VILLAGE,2080004B,6073,386,Y,,VBM PORTION,,,,
EL CAMINO VILLAGE,2080004B,6073,386,Y,,TOTAL,,,,
EL CAMINO VILLAGE,2080005A,798,385,N,923,POLLING PLACE,232,138,63,
EL CAMINO VILLAGE,2080005A,798,385,N,,VBM PORTION,61,37,12,
EL CAMINO VILLAGE,2080005A,798,385,N,923,TOTAL,293,175,75,
EL MONTE,2100001A,799,166,N,1069,POLLING PLACE,130,88,34,
EL MONTE,2100001A,799,166,N,,VBM PORTION,70,49,10,
EL MONTE,2100001A,799,166,N,1069,TOTAL,200,137,44,
EL MONTE,2100005A,800,166,N,861,POLLING PLACE,100,70,24,
EL MONTE,2100005A,800,166,N,,VBM PORTION,48,25,16,
EL MONTE,2100005A,800,166,N,861,TOTAL,148,95,40,
EL MONTE,2100006B,801,166,N,1014,POLLING PLACE,187,114,54,
EL MONTE,2100006B,801,166,N,,VBM PORTION,64,27,17,
EL MONTE,2100006B,801,166,N,1014,TOTAL,251,141,71,
EL MONTE,2100007A,802,168,N,200,POLLING PLACE,13,10,1,
EL MONTE,2100007A,802,168,N,,VBM PORTION,8,6,1,
EL MONTE,2100007A,802,168,N,200,TOTAL,21,16,2,
EL MONTE,2100008B,803,165,N,990,POLLING PLACE,132,75,27,
EL MONTE,2100008B,803,165,N,,VBM PORTION,55,36,11,
EL MONTE,2100008B,803,165,N,990,TOTAL,187,111,38,
EL MONTE,2100013A,804,165,N,907,POLLING PLACE,133,69,50,
EL MONTE,2100013A,804,165,N,,VBM PORTION,40,20,11,
EL MONTE,2100013A,804,165,N,907,TOTAL,173,89,61,
EL MONTE,2100014A,805,138,N,773,POLLING PLACE,85,53,27,
EL MONTE,2100014A,805,138,N,,VBM PORTION,23,17,5,
EL MONTE,2100014A,805,138,N,773,TOTAL,108,70,32,
EL MONTE,2100017A,806,166,N,488,POLLING PLACE,72,45,15,
EL MONTE,2100017A,806,166,N,,VBM PORTION,33,24,6,
EL MONTE,2100017A,806,166,N,488,TOTAL,105,69,21,
EL MONTE,2100018A,807,170,N,1090,POLLING PLACE,99,51,34,
EL MONTE,2100018A,807,170,N,,VBM PORTION,51,27,9,
EL MONTE,2100018A,807,170,N,1090,TOTAL,150,78,43,
EL MONTE,2100019B,808,135,N,733,POLLING PLACE,112,66,28,
EL MONTE,2100019B,808,135,N,,VBM PORTION,31,18,10,
EL MONTE,2100019B,808,135,N,733,TOTAL,143,84,38,
EL MONTE,2100021A,809,135,N,1005,POLLING PLACE,137,95,22,
EL MONTE,2100021A,809,135,N,,VBM PORTION,45,31,10,
EL MONTE,2100021A,809,135,N,1005,TOTAL,182,126,32,
EL MONTE,2100024A,810,166,N,703,POLLING PLACE,119,83,19,
EL MONTE,2100024A,810,166,N,,VBM PORTION,35,21,9,
EL MONTE,2100024A,810,166,N,703,TOTAL,154,104,28,
EL MONTE,2100026A,811,170,N,741,POLLING PLACE,129,70,51,
EL MONTE,2100026A,811,170,N,,VBM PORTION,35,15,11,
EL MONTE,2100026A,811,170,N,741,TOTAL,164,85,62,
EL MONTE,2100027A,812,138,N,967,POLLING PLACE,91,64,19,
EL MONTE,2100027A,812,138,N,,VBM PORTION,26,18,4,
EL MONTE,2100027A,812,138,N,967,TOTAL,117,82,23,
EL MONTE,2100029A,813,138,N,765,POLLING PLACE,81,36,34,
EL MONTE,2100029A,813,138,N,,VBM PORTION,39,23,9,
EL MONTE,2100029A,813,138,N,765,TOTAL,120,59,43,
EL MONTE,2100032A,814,135,N,361,POLLING PLACE,51,33,10,
EL MONTE,2100032A,814,135,N,,VBM PORTION,23,14,5,
EL MONTE,2100032A,814,135,N,361,TOTAL,74,47,15,
EL MONTE,2100033A,815,134,N,532,POLLING PLACE,54,37,9,
EL MONTE,2100033A,815,134,N,,VBM PORTION,34,17,13,
EL MONTE,2100033A,815,134,N,532,TOTAL,88,54,22,
EL MONTE,2100034A,816,135,N,425,POLLING PLACE,59,36,14,
EL MONTE,2100034A,816,135,N,,VBM PORTION,19,13,5,
EL MONTE,2100034A,816,135,N,425,TOTAL,78,49,19,
EL MONTE,2100034C,817,138,N,801,POLLING PLACE,49,33,10,
EL MONTE,2100034C,817,138,N,,VBM PORTION,26,14,4,
EL MONTE,2100034C,817,138,N,801,TOTAL,75,47,14,
EL MONTE,2100039A,818,170,N,1075,POLLING PLACE,99,55,26,
EL MONTE,2100039A,818,170,N,,VBM PORTION,63,35,16,
EL MONTE,2100039A,818,170,N,1075,TOTAL,162,90,42,
EL MONTE,2100039B,819,166,N,354,POLLING PLACE,42,19,17,
EL MONTE,2100039B,819,166,N,,VBM PORTION,10,5,2,
EL MONTE,2100039B,819,166,N,354,TOTAL,52,24,19,
EL MONTE,2100040D,820,170,N,1055,POLLING PLACE,143,81,40,
EL MONTE,2100040D,820,170,N,,VBM PORTION,49,27,13,
EL MONTE,2100040D,820,170,N,1055,TOTAL,192,108,53,
EL MONTE,2100041C,821,166,N,615,POLLING PLACE,83,60,14,
EL MONTE,2100041C,821,166,N,,VBM PORTION,27,15,11,
EL MONTE,2100041C,821,166,N,615,TOTAL,110,75,25,
EL MONTE,2100047A,822,166,N,1102,POLLING PLACE,155,93,34,
EL MONTE,2100047A,822,166,N,,VBM PORTION,54,32,14,
EL MONTE,2100047A,822,166,N,1102,TOTAL,209,125,48,
EL MONTE,2100053A,823,166,N,927,POLLING PLACE,98,62,29,
EL MONTE,2100053A,823,166,N,,VBM PORTION,37,25,7,
EL MONTE,2100053A,823,166,N,927,TOTAL,135,87,36,
EL MONTE,2100101A,824,165,N,982,POLLING PLACE,156,96,34,
EL MONTE,2100101A,824,165,N,,VBM PORTION,74,46,20,
EL MONTE,2100101A,824,165,N,982,TOTAL,230,142,54,
EL MONTE,2100103A,825,166,N,1184,POLLING PLACE,159,90,48,
EL MONTE,2100103A,825,166,N,,VBM PORTION,69,47,15,
EL MONTE,2100103A,825,166,N,1184,TOTAL,228,137,63,
EL MONTE,2100104A,826,166,N,1165,POLLING PLACE,225,146,48,
EL MONTE,2100104A,826,166,N,,VBM PORTION,63,25,24,
EL MONTE,2100104A,826,166,N,1165,TOTAL,288,171,72,
EL MONTE,2100105A,827,166,N,1093,POLLING PLACE,225,122,70,
EL MONTE,2100105A,827,166,N,,VBM PORTION,53,28,18,
EL MONTE,2100105A,827,166,N,1093,TOTAL,278,150,88,
EL MONTE,2100106A,828,165,N,1237,POLLING PLACE,141,87,40,
EL MONTE,2100106A,828,165,N,,VBM PORTION,78,51,13,
EL MONTE,2100106A,828,165,N,1237,TOTAL,219,138,53,
EL MONTE,2100110A,829,165,N,965,POLLING PLACE,119,85,25,
EL MONTE,2100110A,829,165,N,,VBM PORTION,64,38,16,
EL MONTE,2100110A,829,165,N,965,TOTAL,183,123,41,
EL MONTE,2100110D,6074,169,Y,8,POLLING PLACE,,,,
EL MONTE,2100110D,6074,169,Y,,VBM PORTION,1,1,,
EL MONTE,2100110D,6074,169,Y,8,TOTAL,1,1,,
EL MONTE,2100112A,830,164,N,889,POLLING PLACE,95,46,39,
EL MONTE,2100112A,830,164,N,,VBM PORTION,63,52,7,
EL MONTE,2100112A,830,164,N,889,TOTAL,158,98,46,
EL MONTE,2100112C,6075,167,Y,21,POLLING PLACE,,,,
EL MONTE,2100112C,6075,167,Y,,VBM PORTION,,,,
EL MONTE,2100112C,6075,167,Y,21,TOTAL,,,,
EL MONTE,2100113A,831,164,N,1230,POLLING PLACE,120,64,44,
EL MONTE,2100113A,831,164,N,,VBM PORTION,73,38,24,
EL MONTE,2100113A,831,164,N,1230,TOTAL,193,102,68,
EL MONTE,2100113C,832,165,N,572,POLLING PLACE,86,43,31,
EL MONTE,2100113C,832,165,N,,VBM PORTION,14,7,2,
EL MONTE,2100113C,832,165,N,572,TOTAL,100,50,33,
EL MONTE,2100115C,833,170,N,256,POLLING PLACE,16,7,7,
EL MONTE,2100115C,833,170,N,,VBM PORTION,6,6,,
EL MONTE,2100115C,833,170,N,256,TOTAL,22,13,7,
EL MONTE,2100119A,834,138,N,740,POLLING PLACE,112,72,25,
EL MONTE,2100119A,834,138,N,,VBM PORTION,24,11,9,
EL MONTE,2100119A,834,138,N,740,TOTAL,136,83,34,
EL MONTE,2100120B,835,138,N,946,POLLING PLACE,132,81,41,
EL MONTE,2100120B,835,138,N,,VBM PORTION,23,19,,
EL MONTE,2100120B,835,138,N,946,TOTAL,155,100,41,
EL MONTE,2100121A,836,138,N,760,POLLING PLACE,115,72,27,
EL MONTE,2100121A,836,138,N,,VBM PORTION,31,22,6,
EL MONTE,2100121A,836,138,N,760,TOTAL,146,94,33,
EL MONTE,2100122B,837,138,N,737,POLLING PLACE,119,68,36,
EL MONTE,2100122B,837,138,N,,VBM PORTION,18,8,8,
EL MONTE,2100122B,837,138,N,737,TOTAL,137,76,44,
EL MONTE,2100125A,838,138,N,462,POLLING PLACE,56,30,19,
EL MONTE,2100125A,838,138,N,,VBM PORTION,12,8,1,
EL MONTE,2100125A,838,138,N,462,TOTAL,68,38,20,
EL MONTE,2100126A,839,138,N,1008,POLLING PLACE,167,119,33,
EL MONTE,2100126A,839,138,N,,VBM PORTION,42,23,11,
EL MONTE,2100126A,839,138,N,1008,TOTAL,209,142,44,
EL SEGUNDO,2250001A,840,323,N,820,POLLING PLACE,183,119,39,
EL SEGUNDO,2250001A,840,323,N,,VBM PORTION,86,65,14,
EL SEGUNDO,2250001A,840,323,N,820,TOTAL,269,184,53,
EL SEGUNDO,2250002A,841,323,N,900,POLLING PLACE,209,140,31,
EL SEGUNDO,2250002A,841,323,N,,VBM PORTION,97,69,11,
EL SEGUNDO,2250002A,841,323,N,900,TOTAL,306,209,42,
EL SEGUNDO,2250003A,842,323,N,954,POLLING PLACE,231,144,39,
EL SEGUNDO,2250003A,842,323,N,,VBM PORTION,128,82,13,
EL SEGUNDO,2250003A,842,323,N,954,TOTAL,359,226,52,
EL SEGUNDO,2250004A,843,323,N,927,POLLING PLACE,177,102,45,
EL SEGUNDO,2250004A,843,323,N,,VBM PORTION,113,68,22,
EL SEGUNDO,2250004A,843,323,N,927,TOTAL,290,170,67,
EL SEGUNDO,2250006A,844,323,N,1234,POLLING PLACE,285,175,54,
EL SEGUNDO,2250006A,844,323,N,,VBM PORTION,121,66,25,
EL SEGUNDO,2250006A,844,323,N,1234,TOTAL,406,241,79,
EL SEGUNDO,2250007A,845,323,N,967,POLLING PLACE,216,142,25,
EL SEGUNDO,2250007A,845,323,N,,VBM PORTION,99,65,17,
EL SEGUNDO,2250007A,845,323,N,967,TOTAL,315,207,42,
EL SEGUNDO,2250009A,846,323,N,977,POLLING PLACE,289,197,53,
EL SEGUNDO,2250009A,846,323,N,,VBM PORTION,130,90,19,
EL SEGUNDO,2250009A,846,323,N,977,TOTAL,419,287,72,
EL SEGUNDO,2250012A,847,323,N,1188,POLLING PLACE,244,160,45,
EL SEGUNDO,2250012A,847,323,N,,VBM PORTION,98,62,11,
EL SEGUNDO,2250012A,847,323,N,1188,TOTAL,342,222,56,
EL SEGUNDO,2250017A,848,323,N,941,POLLING PLACE,215,130,32,
EL SEGUNDO,2250017A,848,323,N,,VBM PORTION,98,57,25,
EL SEGUNDO,2250017A,848,323,N,941,TOTAL,313,187,57,
EL SEGUNDO,2250020A,849,323,N,840,POLLING PLACE,242,156,55,
EL SEGUNDO,2250020A,849,323,N,,VBM PORTION,103,64,14,
EL SEGUNDO,2250020A,849,323,N,840,TOTAL,345,220,69,
EL SEGUNDO,2250030A,850,323,N,910,POLLING PLACE,213,123,53,
EL SEGUNDO,2250030A,850,323,N,,VBM PORTION,80,42,19,
EL SEGUNDO,2250030A,850,323,N,910,TOTAL,293,165,72,
FLORENCE,2300001A,851,319,N,727,POLLING PLACE,77,46,25,
FLORENCE,2300001A,851,319,N,,VBM PORTION,17,14,3,
FLORENCE,2300001A,851,319,N,727,TOTAL,94,60,28,
FLORENCE,2300002A,852,317,N,1083,POLLING PLACE,151,92,44,
FLORENCE,2300002A,852,317,N,,VBM PORTION,26,17,8,
FLORENCE,2300002A,852,317,N,1083,TOTAL,177,109,52,
FLORENCE,2300003A,853,317,N,992,POLLING PLACE,147,87,46,
FLORENCE,2300003A,853,317,N,,VBM PORTION,13,10,3,
FLORENCE,2300003A,853,317,N,992,TOTAL,160,97,49,
FLORENCE,2300004A,854,317,N,988,POLLING PLACE,144,86,35,
FLORENCE,2300004A,854,317,N,,VBM PORTION,25,18,7,
FLORENCE,2300004A,854,317,N,988,TOTAL,169,104,42,
FLORENCE,2300005A,855,317,N,638,POLLING PLACE,111,64,26,
FLORENCE,2300005A,855,317,N,,VBM PORTION,19,15,,
FLORENCE,2300005A,855,317,N,638,TOTAL,130,79,26,
FLORENCE,2300006A,856,317,N,811,POLLING PLACE,98,60,27,
FLORENCE,2300006A,856,317,N,,VBM PORTION,17,8,6,
FLORENCE,2300006A,856,317,N,811,TOTAL,115,68,33,
FLORENCE,2300008A,857,317,N,916,POLLING PLACE,120,68,33,
FLORENCE,2300008A,857,317,N,,VBM PORTION,33,21,6,
FLORENCE,2300008A,857,317,N,916,TOTAL,153,89,39,
FLORENCE,2300009A,858,317,N,709,POLLING PLACE,70,41,24,
FLORENCE,2300009A,858,317,N,,VBM PORTION,25,17,7,
FLORENCE,2300009A,858,317,N,709,TOTAL,95,58,31,
FLORENCE,2300010A,859,317,N,717,POLLING PLACE,64,44,13,
FLORENCE,2300010A,859,317,N,,VBM PORTION,15,6,8,
FLORENCE,2300010A,859,317,N,717,TOTAL,79,50,21,
FLORENCE,2300011A,860,317,N,747,POLLING PLACE,105,76,16,
FLORENCE,2300011A,860,317,N,,VBM PORTION,20,15,4,
FLORENCE,2300011A,860,317,N,747,TOTAL,125,91,20,
FLORENCE,2300012A,861,317,N,997,POLLING PLACE,124,67,38,
FLORENCE,2300012A,861,317,N,,VBM PORTION,32,24,6,
FLORENCE,2300012A,861,317,N,997,TOTAL,156,91,44,
FLORENCE,2300013A,862,317,N,741,POLLING PLACE,110,67,32,
FLORENCE,2300013A,862,317,N,,VBM PORTION,19,11,5,
FLORENCE,2300013A,862,317,N,741,TOTAL,129,78,37,
FLORENCE,2300016A,863,319,N,1029,POLLING PLACE,141,89,31,
FLORENCE,2300016A,863,319,N,,VBM PORTION,28,19,4,
FLORENCE,2300016A,863,319,N,1029,TOTAL,169,108,35,
FLORENCE,2300019A,864,319,N,788,POLLING PLACE,91,62,17,
FLORENCE,2300019A,864,319,N,,VBM PORTION,18,5,4,
FLORENCE,2300019A,864,319,N,788,TOTAL,109,67,21,
FLORENCE,2300025A,865,317,N,743,POLLING PLACE,79,45,23,
FLORENCE,2300025A,865,317,N,,VBM PORTION,11,6,4,
FLORENCE,2300025A,865,317,N,743,TOTAL,90,51,27,
FLORENCE,2300030A,866,319,N,981,POLLING PLACE,127,77,26,
FLORENCE,2300030A,866,319,N,,VBM PORTION,28,22,4,
FLORENCE,2300030A,866,319,N,981,TOTAL,155,99,30,
FLORENCE,2300034A,867,319,N,918,POLLING PLACE,65,37,20,
FLORENCE,2300034A,867,319,N,,VBM PORTION,12,7,3,
FLORENCE,2300034A,867,319,N,918,TOTAL,77,44,23,
FLORENCE,2300040A,868,319,N,945,POLLING PLACE,132,76,30,
FLORENCE,2300040A,868,319,N,,VBM PORTION,21,14,5,
FLORENCE,2300040A,868,319,N,945,TOTAL,153,90,35,
FLORENCE,2300041B,869,317,N,690,POLLING PLACE,116,72,33,
FLORENCE,2300041B,869,317,N,,VBM PORTION,13,5,5,
FLORENCE,2300041B,869,317,N,690,TOTAL,129,77,38,
FLORENCE,2300042A,870,319,N,927,POLLING PLACE,101,60,27,
FLORENCE,2300042A,870,319,N,,VBM PORTION,9,4,3,
FLORENCE,2300042A,870,319,N,927,TOTAL,110,64,30,
FLORENCE,2300043A,871,317,N,536,POLLING PLACE,68,30,29,
FLORENCE,2300043A,871,317,N,,VBM PORTION,17,7,9,
FLORENCE,2300043A,871,317,N,536,TOTAL,85,37,38,
FOOTHILL,2350002B,6076,85,Y,2,POLLING PLACE,,,,
FOOTHILL,2350002B,6076,85,Y,,VBM PORTION,,,,
FOOTHILL,2350002B,6076,85,Y,2,TOTAL,,,,
FOOTHILL,2350020A,6077,76,Y,58,POLLING PLACE,,,,
FOOTHILL,2350020A,6077,76,Y,,VBM PORTION,13,7,1,
FOOTHILL,2350020A,6077,76,Y,58,TOTAL,13,7,1,
FOOTHILL,2350021A,6078,88,Y,121,POLLING PLACE,,,,
FOOTHILL,2350021A,6078,88,Y,,VBM PORTION,33,15,7,
