LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEROME E HORTON,G RICK MARSHALL,
COMPTON,1450043B,533,363,N,738,TOTAL,191,166,12,
COMPTON,1450045A,534,363,N,980,POLLING PLACE,169,145,10,
COMPTON,1450045A,534,363,N,,VBM PORTION,48,44,,
COMPTON,1450045A,534,363,N,980,TOTAL,217,189,10,
COMPTON,1450052A,535,363,N,873,POLLING PLACE,139,104,23,
COMPTON,1450052A,535,363,N,,VBM PORTION,30,27,,
COMPTON,1450052A,535,363,N,873,TOTAL,169,131,23,
COMPTON,1450062B,536,363,N,911,POLLING PLACE,106,84,12,
COMPTON,1450062B,536,363,N,,VBM PORTION,33,27,4,
COMPTON,1450062B,536,363,N,911,TOTAL,139,111,16,
COMPTON,1450091A,537,363,N,1105,POLLING PLACE,232,191,17,
COMPTON,1450091A,537,363,N,,VBM PORTION,50,38,4,
COMPTON,1450091A,537,363,N,1105,TOTAL,282,229,21,
COMPTON,1450113A,538,363,N,1076,POLLING PLACE,163,150,9,
COMPTON,1450113A,538,363,N,,VBM PORTION,30,25,2,
COMPTON,1450113A,538,363,N,1076,TOTAL,193,175,11,
COMPTON,1450118B,539,363,N,971,POLLING PLACE,163,139,18,
COMPTON,1450118B,539,363,N,,VBM PORTION,57,50,2,
COMPTON,1450118B,539,363,N,971,TOTAL,220,189,20,
COMPTON,1450132A,540,363,N,747,POLLING PLACE,115,106,5,
COMPTON,1450132A,540,363,N,,VBM PORTION,28,27,,
COMPTON,1450132A,540,363,N,747,TOTAL,143,133,5,
COMPTON,1450133A,541,363,N,786,POLLING PLACE,106,86,13,
COMPTON,1450133A,541,363,N,,VBM PORTION,25,20,,
COMPTON,1450133A,541,363,N,786,TOTAL,131,106,13,
COMPTON,1450137B,542,363,N,986,POLLING PLACE,149,118,23,
COMPTON,1450137B,542,363,N,,VBM PORTION,39,31,2,
COMPTON,1450137B,542,363,N,986,TOTAL,188,149,25,
COMPTON,1450137L,543,363,N,546,POLLING PLACE,59,44,9,
COMPTON,1450137L,543,363,N,,VBM PORTION,16,11,3,
COMPTON,1450137L,543,363,N,546,TOTAL,75,55,12,
COMPTON,1450142B,544,363,N,1083,POLLING PLACE,138,114,14,
COMPTON,1450142B,544,363,N,,VBM PORTION,43,38,2,
COMPTON,1450142B,544,363,N,1083,TOTAL,181,152,16,
COMPTON,1450147A,545,363,N,762,POLLING PLACE,146,133,9,
COMPTON,1450147A,545,363,N,,VBM PORTION,72,63,3,
COMPTON,1450147A,545,363,N,762,TOTAL,218,196,12,
COMPTON,1450148A,546,363,N,781,POLLING PLACE,123,99,15,
COMPTON,1450148A,546,363,N,,VBM PORTION,51,40,3,
COMPTON,1450148A,546,363,N,781,TOTAL,174,139,18,
COMPTON,1450149A,547,363,N,1095,POLLING PLACE,164,123,21,
COMPTON,1450149A,547,363,N,,VBM PORTION,40,30,6,
COMPTON,1450149A,547,363,N,1095,TOTAL,204,153,27,
COMPTON,1450152A,548,363,N,668,POLLING PLACE,149,127,11,
COMPTON,1450152A,548,363,N,,VBM PORTION,39,32,3,
COMPTON,1450152A,548,363,N,668,TOTAL,188,159,14,
COMPTON,1450153A,549,363,N,904,POLLING PLACE,107,92,11,
COMPTON,1450153A,549,363,N,,VBM PORTION,30,20,5,
COMPTON,1450153A,549,363,N,904,TOTAL,137,112,16,
COMPTON,1450154A,550,363,N,1058,POLLING PLACE,201,165,13,
COMPTON,1450154A,550,363,N,,VBM PORTION,65,54,3,
COMPTON,1450154A,550,363,N,1058,TOTAL,266,219,16,
COMPTON,1450155A,551,363,N,1042,POLLING PLACE,179,144,13,
COMPTON,1450155A,551,363,N,,VBM PORTION,42,40,2,
COMPTON,1450155A,551,363,N,1042,TOTAL,221,184,15,
COMPTON,1450155G,6058,367,Y,2,POLLING PLACE,,,,
COMPTON,1450155G,6058,367,Y,,VBM PORTION,,,,
COMPTON,1450155G,6058,367,Y,2,TOTAL,,,,
COMPTON,1450157A,552,363,N,827,POLLING PLACE,131,113,11,
COMPTON,1450157A,552,363,N,,VBM PORTION,30,27,1,
COMPTON,1450157A,552,363,N,827,TOTAL,161,140,12,
COMPTON,1450160A,553,363,N,864,POLLING PLACE,183,150,11,
COMPTON,1450160A,553,363,N,,VBM PORTION,44,32,4,
COMPTON,1450160A,553,363,N,864,TOTAL,227,182,15,
COMPTON,1450163A,554,363,N,841,POLLING PLACE,160,134,16,
COMPTON,1450163A,554,363,N,,VBM PORTION,34,28,2,
COMPTON,1450163A,554,363,N,841,TOTAL,194,162,18,
COMPTON,1450164C,555,363,N,1037,POLLING PLACE,199,171,14,
COMPTON,1450164C,555,363,N,,VBM PORTION,31,27,2,
COMPTON,1450164C,555,363,N,1037,TOTAL,230,198,16,
COMPTON,1450167A,556,363,N,1106,POLLING PLACE,240,207,17,
COMPTON,1450167A,556,363,N,,VBM PORTION,54,46,5,
COMPTON,1450167A,556,363,N,1106,TOTAL,294,253,22,
COMPTON,1450305B,557,363,N,716,POLLING PLACE,70,54,9,
COMPTON,1450305B,557,363,N,,VBM PORTION,23,21,,
COMPTON,1450305B,557,363,N,716,TOTAL,93,75,9,
COVINA,1500001A,558,133,N,325,POLLING PLACE,43,23,19,
COVINA,1500001A,558,133,N,,VBM PORTION,11,4,3,
COVINA,1500001A,558,133,N,325,TOTAL,54,27,22,
COVINA,1500003A,559,133,N,719,POLLING PLACE,141,62,66,
COVINA,1500003A,559,133,N,,VBM PORTION,54,24,25,
COVINA,1500003A,559,133,N,719,TOTAL,195,86,91,
COVINA,1500008A,560,133,N,880,POLLING PLACE,164,78,78,
COVINA,1500008A,560,133,N,,VBM PORTION,66,27,31,
COVINA,1500008A,560,133,N,880,TOTAL,230,105,109,
COVINA,1500009A,561,133,N,888,POLLING PLACE,198,80,96,
COVINA,1500009A,561,133,N,,VBM PORTION,69,34,33,
COVINA,1500009A,561,133,N,888,TOTAL,267,114,129,
COVINA,1500012A,562,133,N,1070,POLLING PLACE,170,78,75,
COVINA,1500012A,562,133,N,,VBM PORTION,76,33,38,
COVINA,1500012A,562,133,N,1070,TOTAL,246,111,113,
COVINA,1500014A,563,133,N,1207,POLLING PLACE,186,80,101,
COVINA,1500014A,563,133,N,,VBM PORTION,60,20,32,
COVINA,1500014A,563,133,N,1207,TOTAL,246,100,133,
COVINA,1500016B,564,133,N,1010,POLLING PLACE,151,72,71,
COVINA,1500016B,564,133,N,,VBM PORTION,87,45,32,
COVINA,1500016B,564,133,N,1010,TOTAL,238,117,103,
COVINA,1500022A,565,133,N,1153,POLLING PLACE,168,101,57,
COVINA,1500022A,565,133,N,,VBM PORTION,55,31,22,
COVINA,1500022A,565,133,N,1153,TOTAL,223,132,79,
COVINA,1500024A,566,133,N,977,POLLING PLACE,144,61,66,
COVINA,1500024A,566,133,N,,VBM PORTION,63,37,21,
COVINA,1500024A,566,133,N,977,TOTAL,207,98,87,
COVINA,1500025A,567,133,N,1099,POLLING PLACE,127,68,45,
COVINA,1500025A,567,133,N,,VBM PORTION,46,18,25,
COVINA,1500025A,567,133,N,1099,TOTAL,173,86,70,
COVINA,1500027A,568,133,N,668,POLLING PLACE,110,38,65,
COVINA,1500027A,568,133,N,,VBM PORTION,42,18,22,
COVINA,1500027A,568,133,N,668,TOTAL,152,56,87,
COVINA,1500029A,569,133,N,1014,POLLING PLACE,164,68,66,
COVINA,1500029A,569,133,N,,VBM PORTION,82,30,41,
COVINA,1500029A,569,133,N,1014,TOTAL,246,98,107,
COVINA,1500031A,570,133,N,1252,POLLING PLACE,282,109,153,
COVINA,1500031A,570,133,N,,VBM PORTION,108,42,57,
COVINA,1500031A,570,133,N,1252,TOTAL,390,151,210,
COVINA,1500035A,571,133,N,1049,POLLING PLACE,193,94,82,
COVINA,1500035A,571,133,N,,VBM PORTION,54,26,21,
COVINA,1500035A,571,133,N,1049,TOTAL,247,120,103,
COVINA,1500036C,572,133,N,1004,POLLING PLACE,196,79,99,
COVINA,1500036C,572,133,N,,VBM PORTION,79,26,48,
COVINA,1500036C,572,133,N,1004,TOTAL,275,105,147,
COVINA,1500037A,573,133,N,1107,POLLING PLACE,250,124,98,
COVINA,1500037A,573,133,N,,VBM PORTION,85,16,60,
COVINA,1500037A,573,133,N,1107,TOTAL,335,140,158,
COVINA,1500056A,574,133,N,1224,POLLING PLACE,196,78,90,
COVINA,1500056A,574,133,N,,VBM PORTION,86,42,37,
COVINA,1500056A,574,133,N,1224,TOTAL,282,120,127,
COVINA,1500074C,575,133,N,1245,POLLING PLACE,295,107,163,
COVINA,1500074C,575,133,N,,VBM PORTION,145,46,87,
COVINA,1500074C,575,133,N,1245,TOTAL,440,153,250,
COVINA,1500078A,576,133,N,1046,POLLING PLACE,180,73,87,
COVINA,1500078A,576,133,N,,VBM PORTION,88,44,41,
COVINA,1500078A,576,133,N,1046,TOTAL,268,117,128,
COVINA,1500082A,577,133,N,1002,POLLING PLACE,174,85,73,
COVINA,1500082A,577,133,N,,VBM PORTION,99,52,37,
COVINA,1500082A,577,133,N,1002,TOTAL,273,137,110,
COVINA,1500084A,578,133,N,821,POLLING PLACE,194,62,116,
COVINA,1500084A,578,133,N,,VBM PORTION,85,21,53,
COVINA,1500084A,578,133,N,821,TOTAL,279,83,169,
COVINA,1500086B,579,133,N,1180,POLLING PLACE,213,124,73,
COVINA,1500086B,579,133,N,,VBM PORTION,75,29,30,
COVINA,1500086B,579,133,N,1180,TOTAL,288,153,103,
COVINA,1500089A,580,133,N,882,POLLING PLACE,116,57,48,
COVINA,1500089A,580,133,N,,VBM PORTION,60,33,21,
COVINA,1500089A,580,133,N,882,TOTAL,176,90,69,
COVINA,1500090A,581,133,N,561,POLLING PLACE,99,47,43,
COVINA,1500090A,581,133,N,,VBM PORTION,17,10,5,
COVINA,1500090A,581,133,N,561,TOTAL,116,57,48,
COVINA,1500090C,582,128,N,228,POLLING PLACE,34,18,15,
COVINA,1500090C,582,128,N,,VBM PORTION,22,7,15,
COVINA,1500090C,582,128,N,228,TOTAL,56,25,30,
COVINA,1500093A,583,133,N,1219,POLLING PLACE,163,73,73,
COVINA,1500093A,583,133,N,,VBM PORTION,75,33,31,
COVINA,1500093A,583,133,N,1219,TOTAL,238,106,104,
CUDAHY,1550001A,584,347,N,990,POLLING PLACE,140,95,29,
CUDAHY,1550001A,584,347,N,,VBM PORTION,28,21,6,
CUDAHY,1550001A,584,347,N,990,TOTAL,168,116,35,
CUDAHY,1550002A,6059,349,Y,,POLLING PLACE,,,,
CUDAHY,1550002A,6059,349,Y,,VBM PORTION,,,,
CUDAHY,1550002A,6059,349,Y,,TOTAL,,,,
CUDAHY,1550005A,585,347,N,1070,POLLING PLACE,139,115,14,
CUDAHY,1550005A,585,347,N,,VBM PORTION,18,14,4,
CUDAHY,1550005A,585,347,N,1070,TOTAL,157,129,18,
CUDAHY,1550006A,586,347,N,1091,POLLING PLACE,143,104,23,
CUDAHY,1550006A,586,347,N,,VBM PORTION,26,18,4,
CUDAHY,1550006A,586,347,N,1091,TOTAL,169,122,27,
CUDAHY,1550009A,587,347,N,942,POLLING PLACE,138,107,18,
CUDAHY,1550009A,587,347,N,,VBM PORTION,18,13,1,
CUDAHY,1550009A,587,347,N,942,TOTAL,156,120,19,
CUDAHY,1550010A,588,347,N,987,POLLING PLACE,131,97,21,
CUDAHY,1550010A,588,347,N,,VBM PORTION,29,15,11,
CUDAHY,1550010A,588,347,N,987,TOTAL,160,112,32,
CUDAHY,1550020A,589,347,N,1222,POLLING PLACE,168,118,25,
CUDAHY,1550020A,589,347,N,,VBM PORTION,33,18,10,
CUDAHY,1550020A,589,347,N,1222,TOTAL,201,136,35,
CULVER CITY,1600001A,590,233,N,902,POLLING PLACE,180,142,18,
CULVER CITY,1600001A,590,233,N,,VBM PORTION,72,45,23,
CULVER CITY,1600001A,590,233,N,902,TOTAL,252,187,41,
CULVER CITY,1600002A,591,233,N,754,POLLING PLACE,146,96,40,
CULVER CITY,1600002A,591,233,N,,VBM PORTION,73,56,15,
CULVER CITY,1600002A,591,233,N,754,TOTAL,219,152,55,
CULVER CITY,1600003A,592,233,N,998,POLLING PLACE,169,131,29,
CULVER CITY,1600003A,592,233,N,,VBM PORTION,92,59,21,
CULVER CITY,1600003A,592,233,N,998,TOTAL,261,190,50,
CULVER CITY,1600004A,593,233,N,1097,POLLING PLACE,230,152,54,
CULVER CITY,1600004A,593,233,N,,VBM PORTION,70,45,18,
CULVER CITY,1600004A,593,233,N,1097,TOTAL,300,197,72,
CULVER CITY,1600005A,594,233,N,885,POLLING PLACE,187,147,28,
CULVER CITY,1600005A,594,233,N,,VBM PORTION,85,57,14,
CULVER CITY,1600005A,594,233,N,885,TOTAL,272,204,42,
CULVER CITY,1600007A,595,233,N,1248,POLLING PLACE,316,207,75,
CULVER CITY,1600007A,595,233,N,,VBM PORTION,147,77,44,
CULVER CITY,1600007A,595,233,N,1248,TOTAL,463,284,119,
CULVER CITY,1600008A,596,233,N,1154,POLLING PLACE,329,222,71,
CULVER CITY,1600008A,596,233,N,,VBM PORTION,140,76,43,
CULVER CITY,1600008A,596,233,N,1154,TOTAL,469,298,114,
CULVER CITY,1600011A,597,233,N,1176,POLLING PLACE,206,134,47,
CULVER CITY,1600011A,597,233,N,,VBM PORTION,157,94,45,
CULVER CITY,1600011A,597,233,N,1176,TOTAL,363,228,92,
CULVER CITY,1600013B,598,233,N,1147,POLLING PLACE,330,204,88,
CULVER CITY,1600013B,598,233,N,,VBM PORTION,124,70,37,
CULVER CITY,1600013B,598,233,N,1147,TOTAL,454,274,125,
CULVER CITY,1600014A,599,233,N,476,POLLING PLACE,102,76,13,
CULVER CITY,1600014A,599,233,N,,VBM PORTION,80,56,18,
CULVER CITY,1600014A,599,233,N,476,TOTAL,182,132,31,
CULVER CITY,1600014C,6060,228,Y,,POLLING PLACE,,,,
CULVER CITY,1600014C,6060,228,Y,,VBM PORTION,,,,
CULVER CITY,1600014C,6060,228,Y,,TOTAL,,,,
CULVER CITY,1600017B,600,233,N,1114,POLLING PLACE,224,154,50,
CULVER CITY,1600017B,600,233,N,,VBM PORTION,112,69,31,
CULVER CITY,1600017B,600,233,N,1114,TOTAL,336,223,81,
CULVER CITY,1600018A,601,233,N,899,POLLING PLACE,161,120,26,
CULVER CITY,1600018A,601,233,N,,VBM PORTION,63,32,18,
CULVER CITY,1600018A,601,233,N,899,TOTAL,224,152,44,
CULVER CITY,1600022A,602,233,N,651,POLLING PLACE,156,100,32,
CULVER CITY,1600022A,602,233,N,,VBM PORTION,59,33,22,
CULVER CITY,1600022A,602,233,N,651,TOTAL,215,133,54,
CULVER CITY,1600024A,603,233,N,1216,POLLING PLACE,269,191,53,
CULVER CITY,1600024A,603,233,N,,VBM PORTION,111,71,27,
CULVER CITY,1600024A,603,233,N,1216,TOTAL,380,262,80,
CULVER CITY,1600025A,604,233,N,955,POLLING PLACE,285,201,56,
CULVER CITY,1600025A,604,233,N,,VBM PORTION,123,88,23,
CULVER CITY,1600025A,604,233,N,955,TOTAL,408,289,79,
CULVER CITY,1600027C,605,233,N,646,POLLING PLACE,188,125,37,
CULVER CITY,1600027C,605,233,N,,VBM PORTION,74,50,15,
CULVER CITY,1600027C,605,233,N,646,TOTAL,262,175,52,
CULVER CITY,1600028A,606,233,N,1254,POLLING PLACE,272,157,80,
CULVER CITY,1600028A,606,233,N,,VBM PORTION,129,74,43,
CULVER CITY,1600028A,606,233,N,1254,TOTAL,401,231,123,
CULVER CITY,1600031C,607,233,N,1008,POLLING PLACE,244,162,42,
CULVER CITY,1600031C,607,233,N,,VBM PORTION,131,68,51,
CULVER CITY,1600031C,607,233,N,1008,TOTAL,375,230,93,
CULVER CITY,1600034A,608,233,N,1156,POLLING PLACE,304,185,88,
CULVER CITY,1600034A,608,233,N,,VBM PORTION,165,93,57,
CULVER CITY,1600034A,608,233,N,1156,TOTAL,469,278,145,
CULVER CITY,1600042A,609,233,N,768,POLLING PLACE,284,222,42,
CULVER CITY,1600042A,609,233,N,,VBM PORTION,107,76,17,
CULVER CITY,1600042A,609,233,N,768,TOTAL,391,298,59,
CULVER CITY,1600045A,610,233,N,962,POLLING PLACE,225,159,45,
CULVER CITY,1600045A,610,233,N,,VBM PORTION,97,60,23,
CULVER CITY,1600045A,610,233,N,962,TOTAL,322,219,68,
CULVER CITY,1600055A,611,233,N,1079,POLLING PLACE,302,229,33,
CULVER CITY,1600055A,611,233,N,,VBM PORTION,87,54,23,
CULVER CITY,1600055A,611,233,N,1079,TOTAL,389,283,56,
CULVER CITY,1600073A,612,233,N,1197,POLLING PLACE,248,183,47,
CULVER CITY,1600073A,612,233,N,,VBM PORTION,74,48,17,
CULVER CITY,1600073A,612,233,N,1197,TOTAL,322,231,64,
CULVER CITY,1600074B,613,233,N,1091,POLLING PLACE,282,228,37,
CULVER CITY,1600074B,613,233,N,,VBM PORTION,117,86,15,
CULVER CITY,1600074B,613,233,N,1091,TOTAL,399,314,52,
CULVER CITY,1600076A,614,233,N,1125,POLLING PLACE,268,210,30,
CULVER CITY,1600076A,614,233,N,,VBM PORTION,82,63,11,
CULVER CITY,1600076A,614,233,N,1125,TOTAL,350,273,41,
DEL AIRE,1680001A,615,338,N,825,POLLING PLACE,175,89,68,
DEL AIRE,1680001A,615,338,N,,VBM PORTION,54,24,24,
DEL AIRE,1680001A,615,338,N,825,TOTAL,229,113,92,
DEL AIRE,1680002B,616,338,N,956,POLLING PLACE,263,127,108,
DEL AIRE,1680002B,616,338,N,,VBM PORTION,71,20,35,
DEL AIRE,1680002B,616,338,N,956,TOTAL,334,147,143,
DEL AIRE,1680003A,617,338,N,861,POLLING PLACE,205,112,81,
DEL AIRE,1680003A,617,338,N,,VBM PORTION,70,36,20,
DEL AIRE,1680003A,617,338,N,861,TOTAL,275,148,101,
DEL AIRE,1680004A,618,338,N,765,POLLING PLACE,164,67,82,
DEL AIRE,1680004A,618,338,N,,VBM PORTION,60,19,31,
DEL AIRE,1680004A,618,338,N,765,TOTAL,224,86,113,
DEL AIRE,1680005A,619,338,N,410,POLLING PLACE,80,49,29,
DEL AIRE,1680005A,619,338,N,,VBM PORTION,19,5,12,
DEL AIRE,1680005A,619,338,N,410,TOTAL,99,54,41,
DEL AIRE,1680006C,620,338,N,642,POLLING PLACE,111,60,37,
DEL AIRE,1680006C,620,338,N,,VBM PORTION,46,27,16,
DEL AIRE,1680006C,620,338,N,642,TOTAL,157,87,53,
DEL AIRE,1680007A,621,338,N,985,POLLING PLACE,206,117,64,
DEL AIRE,1680007A,621,338,N,,VBM PORTION,48,21,18,
DEL AIRE,1680007A,621,338,N,985,TOTAL,254,138,82,
DIAMOND BAR,1780001A,629,238,N,1145,POLLING PLACE,150,32,93,
DIAMOND BAR,1780001A,629,238,N,,VBM PORTION,108,43,44,
DIAMOND BAR,1780001A,629,238,N,1145,TOTAL,258,75,137,
DIAMOND BAR,1780002A,630,237,N,1182,POLLING PLACE,203,98,88,
DIAMOND BAR,1780002A,630,237,N,,VBM PORTION,89,30,47,
DIAMOND BAR,1780002A,630,237,N,1182,TOTAL,292,128,135,
DIAMOND BAR,1780003A,631,238,N,661,POLLING PLACE,124,60,55,
DIAMOND BAR,1780003A,631,238,N,,VBM PORTION,47,16,27,
DIAMOND BAR,1780003A,631,238,N,661,TOTAL,171,76,82,
DIAMOND BAR,1780004A,632,238,N,1149,POLLING PLACE,175,78,78,
DIAMOND BAR,1780004A,632,238,N,,VBM PORTION,113,50,48,
DIAMOND BAR,1780004A,632,238,N,1149,TOTAL,288,128,126,
DIAMOND BAR,1780006A,633,238,N,1076,POLLING PLACE,201,79,102,
DIAMOND BAR,1780006A,633,238,N,,VBM PORTION,101,34,54,
DIAMOND BAR,1780006A,633,238,N,1076,TOTAL,302,113,156,
DIAMOND BAR,1780007B,634,238,N,1068,POLLING PLACE,173,63,87,
DIAMOND BAR,1780007B,634,238,N,,VBM PORTION,96,41,43,
DIAMOND BAR,1780007B,634,238,N,1068,TOTAL,269,104,130,
DIAMOND BAR,1780008A,635,238,N,1158,POLLING PLACE,138,64,58,
DIAMOND BAR,1780008A,635,238,N,,VBM PORTION,145,61,66,
DIAMOND BAR,1780008A,635,238,N,1158,TOTAL,283,125,124,
DIAMOND BAR,1780014A,636,238,N,1201,POLLING PLACE,212,91,104,
DIAMOND BAR,1780014A,636,238,N,,VBM PORTION,115,52,53,
DIAMOND BAR,1780014A,636,238,N,1201,TOTAL,327,143,157,
DIAMOND BAR,1780020A,637,238,N,1097,POLLING PLACE,187,75,91,
DIAMOND BAR,1780020A,637,238,N,,VBM PORTION,97,38,48,
DIAMOND BAR,1780020A,637,238,N,1097,TOTAL,284,113,139,
DIAMOND BAR,1780021A,638,238,N,1029,POLLING PLACE,169,46,102,
DIAMOND BAR,1780021A,638,238,N,,VBM PORTION,108,16,58,
DIAMOND BAR,1780021A,638,238,N,1029,TOTAL,277,62,160,
DIAMOND BAR,1780041A,639,238,N,1150,POLLING PLACE,226,90,112,
DIAMOND BAR,1780041A,639,238,N,,VBM PORTION,92,33,49,
DIAMOND BAR,1780041A,639,238,N,1150,TOTAL,318,123,161,
DIAMOND BAR,1780043B,640,238,N,1132,POLLING PLACE,185,80,83,
DIAMOND BAR,1780043B,640,238,N,,VBM PORTION,136,50,72,
DIAMOND BAR,1780043B,640,238,N,1132,TOTAL,321,130,155,
DIAMOND BAR,1780063A,641,237,N,578,POLLING PLACE,109,55,47,
DIAMOND BAR,1780063A,641,237,N,,VBM PORTION,67,30,30,
DIAMOND BAR,1780063A,641,237,N,578,TOTAL,176,85,77,
DIAMOND BAR,1780063B,642,237,N,879,POLLING PLACE,189,94,83,
DIAMOND BAR,1780063B,642,237,N,,VBM PORTION,71,21,40,
DIAMOND BAR,1780063B,642,237,N,879,TOTAL,260,115,123,
DIAMOND BAR,1780065B,643,237,N,914,POLLING PLACE,204,93,85,
DIAMOND BAR,1780065B,643,237,N,,VBM PORTION,101,30,57,
DIAMOND BAR,1780065B,643,237,N,914,TOTAL,305,123,142,
DIAMOND BAR,1780066A,644,238,N,850,POLLING PLACE,154,78,60,
DIAMOND BAR,1780066A,644,238,N,,VBM PORTION,80,34,33,
DIAMOND BAR,1780066A,644,238,N,850,TOTAL,234,112,93,
DIAMOND BAR,1780067A,645,238,N,853,POLLING PLACE,151,59,77,
DIAMOND BAR,1780067A,645,238,N,,VBM PORTION,84,32,47,
DIAMOND BAR,1780067A,645,238,N,853,TOTAL,235,91,124,
DIAMOND BAR,1780068A,646,238,N,406,POLLING PLACE,66,23,32,
DIAMOND BAR,1780068A,646,238,N,,VBM PORTION,23,6,11,
DIAMOND BAR,1780068A,646,238,N,406,TOTAL,89,29,43,
DIAMOND BAR,1780069A,647,238,N,960,POLLING PLACE,106,39,55,
DIAMOND BAR,1780069A,647,238,N,,VBM PORTION,88,36,42,
DIAMOND BAR,1780069A,647,238,N,960,TOTAL,194,75,97,
DIAMOND BAR,1780070A,648,237,N,1076,POLLING PLACE,198,108,71,
DIAMOND BAR,1780070A,648,237,N,,VBM PORTION,110,43,54,
DIAMOND BAR,1780070A,648,237,N,1076,TOTAL,308,151,125,
DIAMOND BAR,1780071C,649,238,N,494,POLLING PLACE,85,52,25,
DIAMOND BAR,1780071C,649,238,N,,VBM PORTION,53,19,27,
DIAMOND BAR,1780071C,649,238,N,494,TOTAL,138,71,52,
DIAMOND BAR,1780072A,650,237,N,822,POLLING PLACE,169,82,74,
DIAMOND BAR,1780072A,650,237,N,,VBM PORTION,55,27,24,
DIAMOND BAR,1780072A,650,237,N,822,TOTAL,224,109,98,
DIAMOND BAR,1780073A,651,237,N,875,POLLING PLACE,185,84,83,
DIAMOND BAR,1780073A,651,237,N,,VBM PORTION,78,35,33,
DIAMOND BAR,1780073A,651,237,N,875,TOTAL,263,119,116,
DIAMOND BAR,1780075A,652,238,N,890,POLLING PLACE,114,56,49,
DIAMOND BAR,1780075A,652,238,N,,VBM PORTION,78,37,32,
DIAMOND BAR,1780075A,652,238,N,890,TOTAL,192,93,81,
DIAMOND BAR,1780077A,653,238,N,869,POLLING PLACE,110,54,44,
DIAMOND BAR,1780077A,653,238,N,,VBM PORTION,74,35,32,
DIAMOND BAR,1780077A,653,238,N,869,TOTAL,184,89,76,
DIAMOND BAR,1780078A,654,238,N,950,POLLING PLACE,136,48,78,
DIAMOND BAR,1780078A,654,238,N,,VBM PORTION,83,33,43,
DIAMOND BAR,1780078A,654,238,N,950,TOTAL,219,81,121,
DIAMOND BAR,1780079A,655,238,N,491,POLLING PLACE,29,17,10,
DIAMOND BAR,1780079A,655,238,N,,VBM PORTION,47,17,24,
DIAMOND BAR,1780079A,655,238,N,491,TOTAL,76,34,34,
DIAMOND BAR,1780081A,656,238,N,615,POLLING PLACE,114,51,47,
DIAMOND BAR,1780081A,656,238,N,,VBM PORTION,43,16,21,
DIAMOND BAR,1780081A,656,238,N,615,TOTAL,157,67,68,
DIAMOND BAR,1780085A,657,238,N,723,POLLING PLACE,105,44,53,
DIAMOND BAR,1780085A,657,238,N,,VBM PORTION,47,18,22,
DIAMOND BAR,1780085A,657,238,N,723,TOTAL,152,62,75,
DIAMOND BAR,1780087A,658,238,N,576,POLLING PLACE,106,49,43,
DIAMOND BAR,1780087A,658,238,N,,VBM PORTION,52,14,36,
DIAMOND BAR,1780087A,658,238,N,576,TOTAL,158,63,79,
DIAMOND BAR,1780091E,659,238,N,932,POLLING PLACE,152,65,75,
DIAMOND BAR,1780091E,659,238,N,,VBM PORTION,92,28,56,
DIAMOND BAR,1780091E,659,238,N,932,TOTAL,244,93,131,
DIAMOND BAR,1780092A,660,238,N,696,POLLING PLACE,103,46,50,
DIAMOND BAR,1780092A,660,238,N,,VBM PORTION,58,22,28,
DIAMOND BAR,1780092A,660,238,N,696,TOTAL,161,68,78,
DIAMOND BAR,1780094A,661,238,N,1070,POLLING PLACE,178,60,97,
DIAMOND BAR,1780094A,661,238,N,,VBM PORTION,91,42,40,
DIAMOND BAR,1780094A,661,238,N,1070,TOTAL,269,102,137,
DOMINGUEZ,1800020B,662,373,N,733,POLLING PLACE,222,164,45,
DOMINGUEZ,1800020B,662,373,N,,VBM PORTION,37,28,9,
DOMINGUEZ,1800020B,662,373,N,733,TOTAL,259,192,54,
DOMINGUEZ,1800021A,663,367,N,798,POLLING PLACE,230,155,53,
DOMINGUEZ,1800021A,663,367,N,,VBM PORTION,51,33,14,
DOMINGUEZ,1800021A,663,367,N,798,TOTAL,281,188,67,
DOWNEY,1850001A,664,302,N,1065,POLLING PLACE,177,95,70,
DOWNEY,1850001A,664,302,N,,VBM PORTION,56,25,27,
DOWNEY,1850001A,664,302,N,1065,TOTAL,233,120,97,
DOWNEY,1850002A,665,302,N,405,POLLING PLACE,36,20,12,
DOWNEY,1850002A,665,302,N,,VBM PORTION,10,4,3,
DOWNEY,1850002A,665,302,N,405,TOTAL,46,24,15,
DOWNEY,1850002C,666,302,N,578,POLLING PLACE,91,60,26,
DOWNEY,1850002C,666,302,N,,VBM PORTION,22,9,5,
DOWNEY,1850002C,666,302,N,578,TOTAL,113,69,31,
DOWNEY,1850006B,667,302,N,633,POLLING PLACE,73,45,19,
DOWNEY,1850006B,667,302,N,,VBM PORTION,15,10,3,
DOWNEY,1850006B,667,302,N,633,TOTAL,88,55,22,
DOWNEY,1850008A,668,299,N,925,POLLING PLACE,177,96,69,
DOWNEY,1850008A,668,299,N,,VBM PORTION,60,15,36,
DOWNEY,1850008A,668,299,N,925,TOTAL,237,111,105,
DOWNEY,1850009A,669,293,N,1013,POLLING PLACE,183,111,57,
DOWNEY,1850009A,669,293,N,,VBM PORTION,78,32,39,
DOWNEY,1850009A,669,293,N,1013,TOTAL,261,143,96,
