LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAMALA D HARRIS,RONALD GOLD,
WEST COVINA,7700038A,2856,133,N,1060,TOTAL,238,159,72,
WEST COVINA,7700039A,2857,133,N,821,POLLING PLACE,130,72,53,
WEST COVINA,7700039A,2857,133,N,,VBM PORTION,38,23,14,
WEST COVINA,7700039A,2857,133,N,821,TOTAL,168,95,67,
WEST COVINA,7700040A,2858,133,N,1229,POLLING PLACE,190,115,66,
WEST COVINA,7700040A,2858,133,N,,VBM PORTION,63,31,31,
WEST COVINA,7700040A,2858,133,N,1229,TOTAL,253,146,97,
WEST COVINA,7700056A,2859,236,N,553,POLLING PLACE,93,53,31,
WEST COVINA,7700056A,2859,236,N,,VBM PORTION,40,21,16,
WEST COVINA,7700056A,2859,236,N,553,TOTAL,133,74,47,
WEST COVINA,7700056C,2860,236,N,724,POLLING PLACE,61,37,23,
WEST COVINA,7700056C,2860,236,N,,VBM PORTION,45,21,20,
WEST COVINA,7700056C,2860,236,N,724,TOTAL,106,58,43,
WEST COVINA,7700073A,2861,236,N,500,POLLING PLACE,53,37,11,
WEST COVINA,7700073A,2861,236,N,,VBM PORTION,22,13,9,
WEST COVINA,7700073A,2861,236,N,500,TOTAL,75,50,20,
WEST COVINA,7700079A,2862,236,N,870,POLLING PLACE,102,57,42,
WEST COVINA,7700079A,2862,236,N,,VBM PORTION,41,23,16,
WEST COVINA,7700079A,2862,236,N,870,TOTAL,143,80,58,
WEST COVINA,7700079B,2863,236,N,620,POLLING PLACE,69,46,19,
WEST COVINA,7700079B,2863,236,N,,VBM PORTION,51,33,18,
WEST COVINA,7700079B,2863,236,N,620,TOTAL,120,79,37,
WEST COVINA,7700080A,2864,236,N,692,POLLING PLACE,126,76,45,
WEST COVINA,7700080A,2864,236,N,,VBM PORTION,40,24,13,
WEST COVINA,7700080A,2864,236,N,692,TOTAL,166,100,58,
WEST COVINA,7700114A,2865,236,N,903,POLLING PLACE,131,87,39,
WEST COVINA,7700114A,2865,236,N,,VBM PORTION,50,23,26,
WEST COVINA,7700114A,2865,236,N,903,TOTAL,181,110,65,
WEST COVINA,7700115A,2866,236,N,641,POLLING PLACE,104,75,26,
WEST COVINA,7700115A,2866,236,N,,VBM PORTION,64,27,32,
WEST COVINA,7700115A,2866,236,N,641,TOTAL,168,102,58,
WEST COVINA,7700116A,2867,236,N,757,POLLING PLACE,83,52,29,
WEST COVINA,7700116A,2867,236,N,,VBM PORTION,57,40,12,
WEST COVINA,7700116A,2867,236,N,757,TOTAL,140,92,41,
WEST COVINA,7700118A,2868,236,N,1006,POLLING PLACE,117,75,38,
WEST COVINA,7700118A,2868,236,N,,VBM PORTION,74,52,20,
WEST COVINA,7700118A,2868,236,N,1006,TOTAL,191,127,58,
WEST COVINA,7700122A,2869,236,N,563,POLLING PLACE,87,55,29,
WEST COVINA,7700122A,2869,236,N,,VBM PORTION,41,21,16,
WEST COVINA,7700122A,2869,236,N,563,TOTAL,128,76,45,
WEST COVINA,7700140A,6263,131,Y,,POLLING PLACE,,,,
WEST COVINA,7700140A,6263,131,Y,,VBM PORTION,,,,
WEST COVINA,7700140A,6263,131,Y,,TOTAL,,,,
WEST COVINA,7700140B,2870,133,N,925,POLLING PLACE,154,104,41,
WEST COVINA,7700140B,2870,133,N,,VBM PORTION,43,25,16,
WEST COVINA,7700140B,2870,133,N,925,TOTAL,197,129,57,
WEST COVINA,7700141A,2871,133,N,1104,POLLING PLACE,132,67,57,
WEST COVINA,7700141A,2871,133,N,,VBM PORTION,58,33,18,
WEST COVINA,7700141A,2871,133,N,1104,TOTAL,190,100,75,
WEST COVINA,7700142A,2872,133,N,1170,POLLING PLACE,149,79,58,
WEST COVINA,7700142A,2872,133,N,,VBM PORTION,48,26,17,
WEST COVINA,7700142A,2872,133,N,1170,TOTAL,197,105,75,
WEST COVINA,7700143A,2873,133,N,1056,POLLING PLACE,167,81,72,
WEST COVINA,7700143A,2873,133,N,,VBM PORTION,83,47,32,
WEST COVINA,7700143A,2873,133,N,1056,TOTAL,250,128,104,
WEST COVINA,7700144A,2874,133,N,888,POLLING PLACE,94,59,32,
WEST COVINA,7700144A,2874,133,N,,VBM PORTION,36,20,12,
WEST COVINA,7700144A,2874,133,N,888,TOTAL,130,79,44,
WEST COVINA,7700145A,2875,133,N,902,POLLING PLACE,132,70,54,
WEST COVINA,7700145A,2875,133,N,,VBM PORTION,63,36,26,
WEST COVINA,7700145A,2875,133,N,902,TOTAL,195,106,80,
WEST COVINA,7700148A,2876,133,N,1009,POLLING PLACE,201,111,83,
WEST COVINA,7700148A,2876,133,N,,VBM PORTION,51,31,19,
WEST COVINA,7700148A,2876,133,N,1009,TOTAL,252,142,102,
WEST COVINA,7700150A,2877,133,N,1031,POLLING PLACE,164,96,62,
WEST COVINA,7700150A,2877,133,N,,VBM PORTION,43,24,18,
WEST COVINA,7700150A,2877,133,N,1031,TOTAL,207,120,80,
WEST COVINA,7700153A,2878,133,N,638,POLLING PLACE,103,70,30,
WEST COVINA,7700153A,2878,133,N,,VBM PORTION,61,36,25,
WEST COVINA,7700153A,2878,133,N,638,TOTAL,164,106,55,
WEST COVINA,7700153C,2879,133,N,1040,POLLING PLACE,174,111,58,
WEST COVINA,7700153C,2879,133,N,,VBM PORTION,63,44,13,
WEST COVINA,7700153C,2879,133,N,1040,TOTAL,237,155,71,
WEST COVINA,7700154A,2880,133,N,673,POLLING PLACE,70,46,21,
WEST COVINA,7700154A,2880,133,N,,VBM PORTION,57,37,19,
WEST COVINA,7700154A,2880,133,N,673,TOTAL,127,83,40,
WEST COVINA,7700155C,2881,236,N,848,POLLING PLACE,93,58,33,
WEST COVINA,7700155C,2881,236,N,,VBM PORTION,58,38,19,
WEST COVINA,7700155C,2881,236,N,848,TOTAL,151,96,52,
WEST COVINA,7700158A,2882,133,N,1098,POLLING PLACE,159,100,49,
WEST COVINA,7700158A,2882,133,N,,VBM PORTION,61,39,18,
WEST COVINA,7700158A,2882,133,N,1098,TOTAL,220,139,67,
WEST COVINA,7700162A,2883,236,N,441,POLLING PLACE,54,26,23,
WEST COVINA,7700162A,2883,236,N,,VBM PORTION,35,15,14,
WEST COVINA,7700162A,2883,236,N,441,TOTAL,89,41,37,
WEST COVINA,7700163A,2884,236,N,913,POLLING PLACE,93,70,20,
WEST COVINA,7700163A,2884,236,N,,VBM PORTION,34,21,11,
WEST COVINA,7700163A,2884,236,N,913,TOTAL,127,91,31,
WEST COVINA,7700165A,2885,133,N,1057,POLLING PLACE,149,58,85,
WEST COVINA,7700165A,2885,133,N,,VBM PORTION,84,24,54,
WEST COVINA,7700165A,2885,133,N,1057,TOTAL,233,82,139,
WEST COVINA,7700169A,2886,236,N,747,POLLING PLACE,175,89,75,
WEST COVINA,7700169A,2886,236,N,,VBM PORTION,76,35,36,
WEST COVINA,7700169A,2886,236,N,747,TOTAL,251,124,111,
WEST COVINA,7700169B,2887,236,N,907,POLLING PLACE,147,70,73,
WEST COVINA,7700169B,2887,236,N,,VBM PORTION,64,25,34,
WEST COVINA,7700169B,2887,236,N,907,TOTAL,211,95,107,
WEST COVINA,7700313A,2888,236,N,581,POLLING PLACE,80,62,15,
WEST COVINA,7700313A,2888,236,N,,VBM PORTION,27,18,7,
WEST COVINA,7700313A,2888,236,N,581,TOTAL,107,80,22,
WEST HOLLYWOOD,7750001A,2889,180,N,982,POLLING PLACE,191,154,30,
WEST HOLLYWOOD,7750001A,2889,180,N,,VBM PORTION,54,39,14,
WEST HOLLYWOOD,7750001A,2889,180,N,982,TOTAL,245,193,44,
WEST HOLLYWOOD,7750002A,2890,180,N,1218,POLLING PLACE,201,165,28,
WEST HOLLYWOOD,7750002A,2890,180,N,,VBM PORTION,117,87,28,
WEST HOLLYWOOD,7750002A,2890,180,N,1218,TOTAL,318,252,56,
WEST HOLLYWOOD,7750003A,2891,180,N,977,POLLING PLACE,186,132,47,
WEST HOLLYWOOD,7750003A,2891,180,N,,VBM PORTION,57,40,15,
WEST HOLLYWOOD,7750003A,2891,180,N,977,TOTAL,243,172,62,
WEST HOLLYWOOD,7750004A,2892,180,N,1146,POLLING PLACE,237,205,19,
WEST HOLLYWOOD,7750004A,2892,180,N,,VBM PORTION,112,91,19,
WEST HOLLYWOOD,7750004A,2892,180,N,1146,TOTAL,349,296,38,
WEST HOLLYWOOD,7750005A,2893,180,N,1163,POLLING PLACE,238,205,25,
WEST HOLLYWOOD,7750005A,2893,180,N,,VBM PORTION,107,80,25,
WEST HOLLYWOOD,7750005A,2893,180,N,1163,TOTAL,345,285,50,
WEST HOLLYWOOD,7750006A,2894,180,N,767,POLLING PLACE,174,143,25,
WEST HOLLYWOOD,7750006A,2894,180,N,,VBM PORTION,61,53,6,
WEST HOLLYWOOD,7750006A,2894,180,N,767,TOTAL,235,196,31,
WEST HOLLYWOOD,7750007A,2895,180,N,1278,POLLING PLACE,250,217,27,
WEST HOLLYWOOD,7750007A,2895,180,N,,VBM PORTION,124,104,18,
WEST HOLLYWOOD,7750007A,2895,180,N,1278,TOTAL,374,321,45,
WEST HOLLYWOOD,7750008A,2896,180,N,911,POLLING PLACE,209,177,25,
WEST HOLLYWOOD,7750008A,2896,180,N,,VBM PORTION,88,57,23,
WEST HOLLYWOOD,7750008A,2896,180,N,911,TOTAL,297,234,48,
WEST HOLLYWOOD,7750016A,2897,180,N,1128,POLLING PLACE,223,200,19,
WEST HOLLYWOOD,7750016A,2897,180,N,,VBM PORTION,96,74,21,
WEST HOLLYWOOD,7750016A,2897,180,N,1128,TOTAL,319,274,40,
WEST HOLLYWOOD,7750017A,2898,180,N,1058,POLLING PLACE,273,237,27,
WEST HOLLYWOOD,7750017A,2898,180,N,,VBM PORTION,72,59,12,
WEST HOLLYWOOD,7750017A,2898,180,N,1058,TOTAL,345,296,39,
WEST HOLLYWOOD,7750021A,2899,180,N,1225,POLLING PLACE,282,254,24,
WEST HOLLYWOOD,7750021A,2899,180,N,,VBM PORTION,110,91,18,
WEST HOLLYWOOD,7750021A,2899,180,N,1225,TOTAL,392,345,42,
WEST HOLLYWOOD,7750023A,2900,180,N,1084,POLLING PLACE,253,217,34,
WEST HOLLYWOOD,7750023A,2900,180,N,,VBM PORTION,63,51,10,
WEST HOLLYWOOD,7750023A,2900,180,N,1084,TOTAL,316,268,44,
WEST HOLLYWOOD,7750024A,2901,180,N,1034,POLLING PLACE,167,135,28,
WEST HOLLYWOOD,7750024A,2901,180,N,,VBM PORTION,74,49,23,
WEST HOLLYWOOD,7750024A,2901,180,N,1034,TOTAL,241,184,51,
WEST HOLLYWOOD,7750026B,2902,180,N,929,POLLING PLACE,178,153,21,
WEST HOLLYWOOD,7750026B,2902,180,N,,VBM PORTION,61,43,16,
WEST HOLLYWOOD,7750026B,2902,180,N,929,TOTAL,239,196,37,
WEST HOLLYWOOD,7750030A,2903,180,N,873,POLLING PLACE,185,158,22,
WEST HOLLYWOOD,7750030A,2903,180,N,,VBM PORTION,53,43,9,
WEST HOLLYWOOD,7750030A,2903,180,N,873,TOTAL,238,201,31,
WEST HOLLYWOOD,7750036B,2904,180,N,817,POLLING PLACE,130,103,23,
WEST HOLLYWOOD,7750036B,2904,180,N,,VBM PORTION,39,33,5,
WEST HOLLYWOOD,7750036B,2904,180,N,817,TOTAL,169,136,28,
WEST HOLLYWOOD,7750043A,2905,180,N,1009,POLLING PLACE,173,139,28,
WEST HOLLYWOOD,7750043A,2905,180,N,,VBM PORTION,69,46,19,
WEST HOLLYWOOD,7750043A,2905,180,N,1009,TOTAL,242,185,47,
WEST HOLLYWOOD,7750051A,2906,180,N,860,POLLING PLACE,215,187,19,
WEST HOLLYWOOD,7750051A,2906,180,N,,VBM PORTION,85,73,10,
WEST HOLLYWOOD,7750051A,2906,180,N,860,TOTAL,300,260,29,
WEST HOLLYWOOD,7750070A,2907,180,N,1117,POLLING PLACE,238,207,24,
WEST HOLLYWOOD,7750070A,2907,180,N,,VBM PORTION,109,93,10,
WEST HOLLYWOOD,7750070A,2907,180,N,1117,TOTAL,347,300,34,
WEST HOLLYWOOD,7750072A,2908,180,N,786,POLLING PLACE,187,157,25,
WEST HOLLYWOOD,7750072A,2908,180,N,,VBM PORTION,72,49,19,
WEST HOLLYWOOD,7750072A,2908,180,N,786,TOTAL,259,206,44,
WEST HOLLYWOOD,7750077A,2909,180,N,796,POLLING PLACE,167,139,23,
WEST HOLLYWOOD,7750077A,2909,180,N,,VBM PORTION,63,46,10,
WEST HOLLYWOOD,7750077A,2909,180,N,796,TOTAL,230,185,33,
WEST HOLLYWOOD,7750077C,2910,180,N,1149,POLLING PLACE,268,219,35,
WEST HOLLYWOOD,7750077C,2910,180,N,,VBM PORTION,105,85,14,
WEST HOLLYWOOD,7750077C,2910,180,N,1149,TOTAL,373,304,49,
WEST HOLLYWOOD,7750078A,2911,180,N,848,POLLING PLACE,125,96,22,
WEST HOLLYWOOD,7750078A,2911,180,N,,VBM PORTION,53,40,7,
WEST HOLLYWOOD,7750078A,2911,180,N,848,TOTAL,178,136,29,
WEST HILLS,7760001A,2912,115,N,497,POLLING PLACE,130,71,53,
WEST HILLS,7760001A,2912,115,N,,VBM PORTION,72,39,27,
WEST HILLS,7760001A,2912,115,N,497,TOTAL,202,110,80,
WESTLAKE VILLAGE,7770001A,2913,107,N,645,POLLING PLACE,127,51,70,
WESTLAKE VILLAGE,7770001A,2913,107,N,,VBM PORTION,69,29,38,
WESTLAKE VILLAGE,7770001A,2913,107,N,645,TOTAL,196,80,108,
WESTLAKE VILLAGE,7770002A,2914,107,N,970,POLLING PLACE,267,121,133,
WESTLAKE VILLAGE,7770002A,2914,107,N,,VBM PORTION,142,69,63,
WESTLAKE VILLAGE,7770002A,2914,107,N,970,TOTAL,409,190,196,
WESTLAKE VILLAGE,7770002B,2915,107,N,1099,POLLING PLACE,291,106,163,
WESTLAKE VILLAGE,7770002B,2915,107,N,,VBM PORTION,188,65,106,
WESTLAKE VILLAGE,7770002B,2915,107,N,1099,TOTAL,479,171,269,
WESTLAKE VILLAGE,7770011A,2916,107,N,1051,POLLING PLACE,294,108,174,
WESTLAKE VILLAGE,7770011A,2916,107,N,,VBM PORTION,123,49,67,
WESTLAKE VILLAGE,7770011A,2916,107,N,1051,TOTAL,417,157,241,
WESTLAKE VILLAGE,7770011B,6264,108,Y,,POLLING PLACE,,,,
WESTLAKE VILLAGE,7770011B,6264,108,Y,,VBM PORTION,,,,
WESTLAKE VILLAGE,7770011B,6264,108,Y,,TOTAL,,,,
WESTLAKE VILLAGE,7770013A,2917,107,N,1048,POLLING PLACE,337,150,165,
WESTLAKE VILLAGE,7770013A,2917,107,N,,VBM PORTION,96,36,52,
WESTLAKE VILLAGE,7770013A,2917,107,N,1048,TOTAL,433,186,217,
WESTLAKE VILLAGE,7770080A,2918,107,N,957,POLLING PLACE,207,98,99,
WESTLAKE VILLAGE,7770080A,2918,107,N,,VBM PORTION,130,57,66,
WESTLAKE VILLAGE,7770080A,2918,107,N,957,TOTAL,337,155,165,
WHITTIER,7800001A,2919,255,N,1057,POLLING PLACE,199,86,107,
WHITTIER,7800001A,2919,255,N,,VBM PORTION,105,39,62,
WHITTIER,7800001A,2919,255,N,1057,TOTAL,304,125,169,
WHITTIER,7800001B,6265,261,Y,,POLLING PLACE,,,,
WHITTIER,7800001B,6265,261,Y,,VBM PORTION,,,,
WHITTIER,7800001B,6265,261,Y,,TOTAL,,,,
WHITTIER,7800002C,2920,255,N,938,POLLING PLACE,177,94,72,
WHITTIER,7800002C,2920,255,N,,VBM PORTION,52,23,28,
WHITTIER,7800002C,2920,255,N,938,TOTAL,229,117,100,
WHITTIER,7800004A,2921,255,N,944,POLLING PLACE,260,129,125,
WHITTIER,7800004A,2921,255,N,,VBM PORTION,82,38,41,
WHITTIER,7800004A,2921,255,N,944,TOTAL,342,167,166,
WHITTIER,7800006A,2922,255,N,558,POLLING PLACE,133,85,43,
WHITTIER,7800006A,2922,255,N,,VBM PORTION,42,15,22,
WHITTIER,7800006A,2922,255,N,558,TOTAL,175,100,65,
WHITTIER,7800008A,2923,255,N,1060,POLLING PLACE,212,134,70,
WHITTIER,7800008A,2923,255,N,,VBM PORTION,59,35,23,
WHITTIER,7800008A,2923,255,N,1060,TOTAL,271,169,93,
WHITTIER,7800010A,2924,255,N,1026,POLLING PLACE,188,89,86,
WHITTIER,7800010A,2924,255,N,,VBM PORTION,49,28,18,
WHITTIER,7800010A,2924,255,N,1026,TOTAL,237,117,104,
WHITTIER,7800012A,2925,255,N,739,POLLING PLACE,196,107,77,
WHITTIER,7800012A,2925,255,N,,VBM PORTION,59,27,29,
WHITTIER,7800012A,2925,255,N,739,TOTAL,255,134,106,
WHITTIER,7800014A,2926,255,N,1203,POLLING PLACE,202,136,60,
WHITTIER,7800014A,2926,255,N,,VBM PORTION,58,31,24,
WHITTIER,7800014A,2926,255,N,1203,TOTAL,260,167,84,
WHITTIER,7800015D,2927,255,N,1089,POLLING PLACE,231,130,81,
WHITTIER,7800015D,2927,255,N,,VBM PORTION,61,22,34,
WHITTIER,7800015D,2927,255,N,1089,TOTAL,292,152,115,
WHITTIER,7800016A,2928,255,N,1041,POLLING PLACE,125,77,40,
WHITTIER,7800016A,2928,255,N,,VBM PORTION,37,24,11,
WHITTIER,7800016A,2928,255,N,1041,TOTAL,162,101,51,
WHITTIER,7800017B,2929,255,N,802,POLLING PLACE,146,87,51,
WHITTIER,7800017B,2929,255,N,,VBM PORTION,41,23,14,
WHITTIER,7800017B,2929,255,N,802,TOTAL,187,110,65,
WHITTIER,7800022B,2930,255,N,805,POLLING PLACE,241,132,94,
WHITTIER,7800022B,2930,255,N,,VBM PORTION,85,25,53,
WHITTIER,7800022B,2930,255,N,805,TOTAL,326,157,147,
WHITTIER,7800025A,2931,255,N,416,POLLING PLACE,102,56,40,
WHITTIER,7800025A,2931,255,N,,VBM PORTION,33,20,11,
WHITTIER,7800025A,2931,255,N,416,TOTAL,135,76,51,
WHITTIER,7800031A,2932,255,N,862,POLLING PLACE,154,56,95,
WHITTIER,7800031A,2932,255,N,,VBM PORTION,44,21,23,
WHITTIER,7800031A,2932,255,N,862,TOTAL,198,77,118,
WHITTIER,7800032A,6266,261,Y,,POLLING PLACE,,,,
WHITTIER,7800032A,6266,261,Y,,VBM PORTION,,,,
WHITTIER,7800032A,6266,261,Y,,TOTAL,,,,
WHITTIER,7800035A,2933,255,N,973,POLLING PLACE,189,109,72,
WHITTIER,7800035A,2933,255,N,,VBM PORTION,37,19,16,
WHITTIER,7800035A,2933,255,N,973,TOTAL,226,128,88,
WHITTIER,7800038E,2934,255,N,642,POLLING PLACE,129,60,58,
WHITTIER,7800038E,2934,255,N,,VBM PORTION,24,12,11,
WHITTIER,7800038E,2934,255,N,642,TOTAL,153,72,69,
WHITTIER,7800042A,2935,255,N,753,POLLING PLACE,147,90,50,
WHITTIER,7800042A,2935,255,N,,VBM PORTION,81,46,33,
WHITTIER,7800042A,2935,255,N,753,TOTAL,228,136,83,
WHITTIER,7800043A,2936,255,N,498,POLLING PLACE,111,61,50,
WHITTIER,7800043A,2936,255,N,,VBM PORTION,53,23,25,
WHITTIER,7800043A,2936,255,N,498,TOTAL,164,84,75,
WHITTIER,7800044A,2937,255,N,1078,POLLING PLACE,225,118,100,
WHITTIER,7800044A,2937,255,N,,VBM PORTION,69,28,37,
WHITTIER,7800044A,2937,255,N,1078,TOTAL,294,146,137,
WHITTIER,7800048A,2938,255,N,1058,POLLING PLACE,104,71,27,
WHITTIER,7800048A,2938,255,N,,VBM PORTION,29,15,13,
WHITTIER,7800048A,2938,255,N,1058,TOTAL,133,86,40,
WHITTIER,7800049A,2939,255,N,759,POLLING PLACE,147,97,45,
WHITTIER,7800049A,2939,255,N,,VBM PORTION,25,12,11,
WHITTIER,7800049A,2939,255,N,759,TOTAL,172,109,56,
WHITTIER,7800051A,2940,255,N,1245,POLLING PLACE,345,182,140,
WHITTIER,7800051A,2940,255,N,,VBM PORTION,70,29,37,
WHITTIER,7800051A,2940,255,N,1245,TOTAL,415,211,177,
WHITTIER,7800053A,2941,255,N,1006,POLLING PLACE,205,115,84,
WHITTIER,7800053A,2941,255,N,,VBM PORTION,55,24,30,
WHITTIER,7800053A,2941,255,N,1006,TOTAL,260,139,114,
WHITTIER,7800054A,2942,256,N,824,POLLING PLACE,148,62,83,
WHITTIER,7800054A,2942,256,N,,VBM PORTION,54,15,37,
WHITTIER,7800054A,2942,256,N,824,TOTAL,202,77,120,
WHITTIER,7800057A,2943,255,N,948,POLLING PLACE,219,100,112,
WHITTIER,7800057A,2943,255,N,,VBM PORTION,86,39,42,
WHITTIER,7800057A,2943,255,N,948,TOTAL,305,139,154,
WHITTIER,7800059A,2944,255,N,1134,POLLING PLACE,170,102,58,
WHITTIER,7800059A,2944,255,N,,VBM PORTION,37,19,18,
WHITTIER,7800059A,2944,255,N,1134,TOTAL,207,121,76,
WHITTIER,7800064A,2945,255,N,960,POLLING PLACE,174,96,70,
WHITTIER,7800064A,2945,255,N,,VBM PORTION,62,38,23,
WHITTIER,7800064A,2945,255,N,960,TOTAL,236,134,93,
WHITTIER,7800066C,2946,255,N,863,POLLING PLACE,195,71,119,
WHITTIER,7800066C,2946,255,N,,VBM PORTION,106,39,59,
WHITTIER,7800066C,2946,255,N,863,TOTAL,301,110,178,
WHITTIER,7800068A,2947,255,N,1161,POLLING PLACE,261,125,123,
WHITTIER,7800068A,2947,255,N,,VBM PORTION,69,37,30,
WHITTIER,7800068A,2947,255,N,1161,TOTAL,330,162,153,
WHITTIER,7800072B,2948,255,N,1233,POLLING PLACE,258,116,131,
WHITTIER,7800072B,2948,255,N,,VBM PORTION,100,55,44,
WHITTIER,7800072B,2948,255,N,1233,TOTAL,358,171,175,
WHITTIER,7800075A,2949,255,N,1337,POLLING PLACE,225,108,108,
WHITTIER,7800075A,2949,255,N,,VBM PORTION,109,38,64,
WHITTIER,7800075A,2949,255,N,1337,TOTAL,334,146,172,
WHITTIER,7800075C,2950,255,N,462,POLLING PLACE,82,36,43,
WHITTIER,7800075C,2950,255,N,,VBM PORTION,45,23,18,
WHITTIER,7800075C,2950,255,N,462,TOTAL,127,59,61,
WHITTIER,7800079A,2951,256,N,1064,POLLING PLACE,262,108,139,
WHITTIER,7800079A,2951,256,N,,VBM PORTION,66,40,24,
WHITTIER,7800079A,2951,256,N,1064,TOTAL,328,148,163,
WHITTIER,7800082A,2952,256,N,1120,POLLING PLACE,276,108,149,
WHITTIER,7800082A,2952,256,N,,VBM PORTION,104,41,60,
WHITTIER,7800082A,2952,256,N,1120,TOTAL,380,149,209,
WHITTIER,7800083A,2953,256,N,571,POLLING PLACE,145,61,80,
WHITTIER,7800083A,2953,256,N,,VBM PORTION,54,25,25,
WHITTIER,7800083A,2953,256,N,571,TOTAL,199,86,105,
WHITTIER,7800087A,2954,255,N,1187,POLLING PLACE,306,132,163,
WHITTIER,7800087A,2954,255,N,,VBM PORTION,145,43,96,
WHITTIER,7800087A,2954,255,N,1187,TOTAL,451,175,259,
WHITTIER,7800095A,6267,261,Y,,POLLING PLACE,,,,
WHITTIER,7800095A,6267,261,Y,,VBM PORTION,,,,
WHITTIER,7800095A,6267,261,Y,,TOTAL,,,,
WHITTIER,7800144A,2955,255,N,1218,POLLING PLACE,247,142,89,
WHITTIER,7800144A,2955,255,N,,VBM PORTION,73,47,22,
WHITTIER,7800144A,2955,255,N,1218,TOTAL,320,189,111,
WHITTIER,7800148A,2956,255,N,808,POLLING PLACE,98,68,25,
WHITTIER,7800148A,2956,255,N,,VBM PORTION,36,23,12,
WHITTIER,7800148A,2956,255,N,808,TOTAL,134,91,37,
WHITTIER,7800149A,2957,255,N,948,POLLING PLACE,135,78,49,
WHITTIER,7800149A,2957,255,N,,VBM PORTION,54,31,21,
WHITTIER,7800149A,2957,255,N,948,TOTAL,189,109,70,
WHITTIER,7800165D,2958,255,N,1119,POLLING PLACE,200,135,56,
WHITTIER,7800165D,2958,255,N,,VBM PORTION,56,24,26,
WHITTIER,7800165D,2958,255,N,1119,TOTAL,256,159,82,
WHITTIER,7800167B,2959,255,N,1166,POLLING PLACE,118,77,33,
WHITTIER,7800167B,2959,255,N,,VBM PORTION,36,25,10,
WHITTIER,7800167B,2959,255,N,1166,TOTAL,154,102,43,
WHITTIER,7800170B,2960,255,N,949,POLLING PLACE,118,82,26,
WHITTIER,7800170B,2960,255,N,,VBM PORTION,22,11,9,
WHITTIER,7800170B,2960,255,N,949,TOTAL,140,93,35,
WHITTIER,7800171B,2961,255,N,1144,POLLING PLACE,218,136,80,
WHITTIER,7800171B,2961,255,N,,VBM PORTION,44,26,15,
WHITTIER,7800171B,2961,255,N,1144,TOTAL,262,162,95,
WHITTIER,7800172A,2962,255,N,403,POLLING PLACE,37,22,14,
WHITTIER,7800172A,2962,255,N,,VBM PORTION,9,5,4,
WHITTIER,7800172A,2962,255,N,403,TOTAL,46,27,18,
WHITTIER,7800172C,2963,258,N,258,POLLING PLACE,46,34,9,
WHITTIER,7800172C,2963,258,N,,VBM PORTION,21,10,8,
WHITTIER,7800172C,2963,258,N,258,TOTAL,67,44,17,
WHITTIER,7800176A,2964,255,N,1135,POLLING PLACE,149,114,27,
WHITTIER,7800176A,2964,255,N,,VBM PORTION,20,13,7,
WHITTIER,7800176A,2964,255,N,1135,TOTAL,169,127,34,
WHITTIER,7800185A,2965,255,N,1270,POLLING PLACE,354,186,156,
WHITTIER,7800185A,2965,255,N,,VBM PORTION,109,34,71,
WHITTIER,7800185A,2965,255,N,1270,TOTAL,463,220,227,
WILLOWBROOK,7850001A,2966,366,N,999,POLLING PLACE,112,100,7,
WILLOWBROOK,7850001A,2966,366,N,,VBM PORTION,24,21,,
WILLOWBROOK,7850001A,2966,366,N,999,TOTAL,136,121,7,
WILLOWBROOK,7850002A,2967,356,N,823,POLLING PLACE,92,80,6,
WILLOWBROOK,7850002A,2967,356,N,,VBM PORTION,2,2,,
WILLOWBROOK,7850002A,2967,356,N,823,TOTAL,94,82,6,
WILLOWBROOK,7850003A,2968,366,N,931,POLLING PLACE,172,157,5,
WILLOWBROOK,7850003A,2968,366,N,,VBM PORTION,40,36,4,
WILLOWBROOK,7850003A,2968,366,N,931,TOTAL,212,193,9,
WILLOWBROOK,7850009A,2969,366,N,1058,POLLING PLACE,127,110,9,
WILLOWBROOK,7850009A,2969,366,N,,VBM PORTION,22,17,4,
WILLOWBROOK,7850009A,2969,366,N,1058,TOTAL,149,127,13,
WILLOWBROOK,7850011A,2970,366,N,994,POLLING PLACE,117,102,13,
WILLOWBROOK,7850011A,2970,366,N,,VBM PORTION,25,24,1,
WILLOWBROOK,7850011A,2970,366,N,994,TOTAL,142,126,14,
WILLOWBROOK,7850013A,2971,366,N,835,POLLING PLACE,109,86,13,
WILLOWBROOK,7850013A,2971,366,N,,VBM PORTION,27,24,3,
WILLOWBROOK,7850013A,2971,366,N,835,TOTAL,136,110,16,
WILLOWBROOK,7850015A,2972,366,N,852,POLLING PLACE,95,87,3,
WILLOWBROOK,7850015A,2972,366,N,,VBM PORTION,14,10,4,
WILLOWBROOK,7850015A,2972,366,N,852,TOTAL,109,97,7,
WILLOWBROOK,7850017A,2973,366,N,1058,POLLING PLACE,166,141,19,
WILLOWBROOK,7850017A,2973,366,N,,VBM PORTION,28,22,6,
WILLOWBROOK,7850017A,2973,366,N,1058,TOTAL,194,163,25,
WILLOWBROOK,7850024A,2974,366,N,861,POLLING PLACE,100,88,4,
WILLOWBROOK,7850024A,2974,366,N,,VBM PORTION,9,9,,
WILLOWBROOK,7850024A,2974,366,N,861,TOTAL,109,97,4,
