Operator,Date,System,City,State,County,Cause,Sub Cause,Fatalities,Injuries,Property_Damage_(A),Gross_Barrels_Spilled_(Haz Liq)_(B),Net_Barrels_Lost (Haz_Liq)_(B)(C),Value_of_Product_Lost_(D)
"Sfpp, Lp",6/4/08,HL,INDIO,CA,RIVERSIDE,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,222245,751,652,
"Sfpp, Lp",5/23/08,HL,RICHMOND,CA,CONTRA COSTA,CORROSION,EXTERNAL,0,0,114815,4,3,
"Sfpp, Lp",3/29/08,HL,PHOENIX,AZ,MARICOPA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,5212,1,0,
"Sfpp, Lp",2/15/08,HL,PHOENIX,AZ,MARICOPA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,7172,2,0,
"Sfpp, Lp",10/2/07,HL,RENO,NV,WASHOE,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,0,0,4055353,851,669,
"Sfpp, Lp",4/8/07,HL,LONG BEACH,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,8209,2,0,
"Sfpp, Lp",2/26/07,HL,EL PASO,TX,EL PASO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,47066,0,0,
"Sfpp, Lp",2/26/07,HL,LONG BEACH,CA,LOS ANGELES,ALL OTHER CAUSES,MISCELLANEOUS,0,0,144063,3,0,
"Sfpp, Lp",1/12/07,HL,ROCKLIN,CA,PLACER,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,249,0,0,
"Sfpp, Lp",11/28/06,HL,LONG BEACH,CA,LOS ANGELES,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,5030,0,0,
"Sfpp, Lp",10/23/06,HL,EL PASO,TX,EL PASO,INCORRECT OPERATION,INCORRECT OPERATION,0,0,0,0,0,
"Sfpp, Lp",9/27/06,HL,ROCKLIN,CA,PLACER,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,6421,3,0,
"Sfpp, Lp",9/27/06,HL,EL PASO,TX,EL PASO,CORROSION,EXTERNAL,0,0,177110,2,1,
"Sfpp, Lp",9/11/06,HL,CARSON,CA,LOS ANGELES,ALL OTHER CAUSES,MISCELLANEOUS,0,0,11158,0,0,
"Sfpp, Lp",8/24/06,HL,SODA SPRINGS,CA,NEVADA,CORROSION,INTERNAL,0,0,1608202,97,76,
"Sfpp, Lp",8/23/06,HL,WEST SACRAMENTO,CA,YOLO,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,52488,0,0,
"Sfpp, Lp",7/24/06,HL,STOCKTON,CA,SAN JOAQUIN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,223391,12,0,
"Sfpp, Lp",6/22/06,HL,DUBLIN,CA,ALAMEDA,OTHER OUTSIDE FORCE DAMAGE,PREVIOUS MECHANICAL DAMAGE,0,0,1845651,16,14,
"Sfpp, Lp",6/10/06,HL,EL PASO,TX,EL PASO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,557,2,0,
"Sfpp, Lp",6/9/06,HL,LONG BEACH,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,520,0,0,
"Sfpp, Lp",5/26/06,HL,LONG BEACH,CA,LOS ANGELES,INCORRECT OPERATION,INCORRECT OPERATION,0,0,32937,27,0,
"Sfpp, Lp",5/21/06,HL,ROCKLIN,CA,PLACER,ALL OTHER CAUSES,MISCELLANEOUS,0,0,50512,4,0,
"Sfpp, Lp",5/16/06,HL,DEMING,NM,LUNA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,5142,2,0,
"Sfpp, Lp",4/30/06,HL,CONCORD,CA,CONTRA COSTA,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,0,0,499493,77,0,
"Sfpp, Lp",3/17/06,HL,EL PASO,TX,EL PASO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,25093,1,0,
"Sfpp, Lp",3/13/06,HL,TUCSON,AZ,PIMA,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,173,0,0,
"Sfpp, Lp",1/27/06,HL,PORTLAND,OR,MULTNOMAH,CORROSION,UNSPECIFIED CORROSION,0,0,30145,2,0,
"Shell Pipeline Co., L.P.",7/7/15,HL,BATON ROUGE,LA,EAST BATON ROUGE,ALL OTHER CAUSES,UNKNOWN,0,0,100000,1,0,
"Shell Pipeline Co., L.P.",6/22/15,HL,PASADENA,TX,HARRIS,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,1240000,4,4,
"Shell Pipeline Co., L.P.",6/7/15,HL,Not Within a Municipality,LA,ST. MARY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,5000,0,0,
"Shell Pipeline Co., L.P.",5/25/15,HL,TRACY,CA,SAN JOAQUIN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,1005340,7,6,
"Shell Pipeline Co., L.P.",5/6/15,HL,PORT ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,3250,0,0,
"Shell Pipeline Co., L.P.",4/8/15,HL,HOUMA,LA,TERREBONNE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,5000,0,0,
"Shell Pipeline Co., L.P.",2/4/15,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,256700,15,0,
"Shell Pipeline Co., L.P.",11/13/14,HL,BAKERSFIELD,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,20000,2,0,
"Shell Pipeline Co., L.P.",7/23/14,HL,OFFSHORE,OCS,,CORROSION,EXTERNAL,0,0,25149,1,1,
"Shell Pipeline Co., L.P.",6/8/14,HL,BAKERSFIELD,CA,KERN,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,4000,0,0,
"Shell Pipeline Co., L.P.",5/31/14,HL,NORCO,LA,ST. CHARLES,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,1000,0,0,
"Shell Pipeline Co., L.P.",5/28/14,HL,ST. JAMES,LA,ST. JAMES,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,5000,2,0,
"Shell Pipeline Co., L.P.",4/22/14,HL,PORT ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,20000,3,0,
"Shell Pipeline Co., L.P.",3/6/14,HL,PORT NECHES,TX,JEFFERSON,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,2770000,364,0,
"Shell Pipeline Co., L.P.",3/2/14,HL,CARNERAS,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,117000,238,0,
"Shell Pipeline Co., L.P.",2/10/14,HL,CHANNELVIEW,TX,HARRIS,CORROSION,INTERNAL,0,0,661000,20,0,
"Shell Pipeline Co., L.P.",1/7/14,HL,BATON ROUGE,LA,EAST BATON ROUGE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,5500,5,0,
"Shell Pipeline Co., L.P.",1/2/14,HL,CARNERAS,CA,KERN,CORROSION,EXTERNAL,0,0,223357,440,0,
"Shell Pipeline Co., L.P.",10/23/13,HL,PT. ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,2525,0,0,
"Shell Pipeline Co., L.P.",5/6/13,HL,COALINGA,CA,FRESNO,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,1000,0,0,
"Shell Pipeline Co., L.P.",3/29/13,HL,PASADENA,TX,HARRIS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,10000000,940,415,
"Shell Pipeline Co., L.P.",3/7/13,HL,HAYES,LA,JEFFERSON DAVIS,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,55100,1,0,
"Shell Pipeline Co., L.P.",12/5/12,HL,IOWA,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,493500,329,329,
"Shell Pipeline Co., L.P.",10/18/12,HL,CARSON,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,54000,45,0,
"Shell Pipeline Co., L.P.",9/12/12,HL,CONVENT,LA,ST. JAMES,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,2650,0,0,
"Shell Pipeline Co., L.P.",8/31/12,HL,FOURCHON,LA,LAFOURCHE,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,0,0,1110,1,0,
"Shell Pipeline Co., L.P.",8/8/12,HL,SANTE FE,TX,GALVESTON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,550,0,0,
"Shell Pipeline Co., L.P.",7/19/12,HL,ST. JAMES,LA,ST. JAMES,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,15000,50,0,
"Shell Pipeline Co., L.P.",7/16/12,HL,LAKE CHARLES,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,505850,15,15,
"Shell Pipeline Co., L.P.",7/3/12,HL,MARTINEZ,CA,CONTRA COSTA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,176000,13,0,
"Shell Pipeline Co., L.P.",6/8/12,HL,ST. JAMES,LA,ST. JAMES,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,55000,10,0,
"Shell Pipeline Co., L.P.",5/8/12,HL,NORCO,LA,ST. CHARLES,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,9575,0,0,
"Shell Pipeline Co., L.P.",1/31/12,HL,MILWAUKEE,WI,MILWAUKEE,CORROSION,EXTERNAL,0,0,15950000,215,87,
"Shell Pipeline Co., L.P.",1/22/12,HL,ST. JAMES,LA,ST. JAMES,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,5000,0,0,
"Shell Pipeline Co., L.P.",12/1/11,HL,COALINGA,CA,FRESNO,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,340000,0,0,
"Shell Pipeline Co., L.P.",10/24/11,HL,MCKITTRICK,CA,KERN,CORROSION,EXTERNAL,0,0,5650,3,0,
"Shell Pipeline Co., L.P.",9/10/11,HL,BAKERSFIELD,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,1210,0,0,
"Shell Pipeline Co., L.P.",7/25/11,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,7600,3,0,
"Shell Pipeline Co., L.P.",6/12/11,HL,OFFSHORE,OCS,,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,2400000,0,0,
"Shell Pipeline Co., L.P.",6/10/11,HL,CARSON,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,290,0,0,
"Shell Pipeline Co., L.P.",11/16/10,HL,VINTON,LA,CALCASIEU,CORROSION,EXTERNAL,0,0,989000,1030,535,
"Shell Pipeline Co., L.P.",11/9/10,HL,CARSON,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,8530,17,5,
"Shell Pipeline Co., L.P.",6/23/10,HL,GRAMERCY,LA,ST. JAMES,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,79030,0,0,
"Shell Pipeline Co., L.P.",6/8/10,HL,NORCO,LA,ST. CHARLES,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,784,10,10,
"Shell Pipeline Co., L.P.",5/16/10,HL,ST. JAMES,LA,ASSUMPTION,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,1879337,125,0,
"Shell Pipeline Co., L.P.",4/28/10,HL,PASADENA,TX,HARRIS,CORROSION,INTERNAL,0,0,4575,0,0,
"Shell Pipeline Co., L.P.",2/8/10,HL,LAKE ARTHUR,LA,JEFFERSON DAVIS,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,380400,5,5,
"Shell Pipeline Co., L.P.",1/27/10,HL,PORT ARTHUR,TX,JEFFERSON,ALL OTHER CAUSES,MISCELLANEOUS,0,0,60065,0,0,
"Shell Pipeline Co., L.P.",1/13/10,HL,SORRENTO,LA,ASCENSION,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,254,3,3,
"Shell Pipeline Co., L.P.",11/10/09,HL,COALINGA,CA,FRESNO,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,28490,10,7,
"Shell Pipeline Co., L.P.",10/26/09,HL,PORT ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,10000,1,0,
"Shell Pipeline Co., L.P.",9/15/09,HL,HOUSTON,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,170004,10,0,
"Shell Pipeline Co., L.P.",7/25/09,HL,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,10723000,1500,1224,
"Shell Pipeline Co., L.P.",7/20/09,HL,,LA,ST. JAMES,CORROSION,INTERNAL,0,0,39650,5,3,
"Shell Pipeline Co., L.P.",6/19/09,HL,OFFSHORE,N/A,,INCORRECT OPERATION,INCORRECT OPERATION,0,0,0,0,0,
"Shell Pipeline Co., L.P.",6/9/09,HL,BEAUMONT,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,10042,0,0,
"Shell Pipeline Co., L.P.",6/4/09,HL,OFFSHORE,N/A,,INCORRECT OPERATION,INCORRECT OPERATION,0,0,0,0,0,
"Shell Pipeline Co., L.P.",6/1/09,HL,HAZLEHURST,MS,COPIAH,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,301010,0,0,
"Shell Pipeline Co., L.P.",5/10/09,HL,PASADENA,TX,HARRIS,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,5150,1,1,
"Shell Pipeline Co., L.P.",4/30/09,HL,OFFSHORE,N/A,,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,20,0,0,
"Shell Pipeline Co., L.P.",3/11/09,HL,SHERMAN OAKS,CA,LOS ANGELES,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,536,0,0,
"Shell Pipeline Co., L.P.",3/3/09,HL,PORT NECHES,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,25090,20,2,
"Shell Pipeline Co., L.P.",1/13/09,HL,GUSTINE,CA,STANISLAUS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,30030,8,1,
"Shell Pipeline Co., L.P.",1/6/09,HL,BAKERSFIELD,CA,KERN,CORROSION,UNSPECIFIED CORROSION,0,0,6030,0,0,
"Shell Pipeline Co., L.P.",12/7/08,HL,BAKERSFIELD,CA,KERN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,84375,140,55,
"Shell Pipeline Co., L.P.",11/30/08,HL,,LA,ST. JAMES,CORROSION,INTERNAL,0,0,180100,10,1,
"Shell Pipeline Co., L.P.",11/6/08,HL,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,10,0,0,
"Shell Pipeline Co., L.P.",10/5/08,HL,TRACY,CA,SAN JOAQUIN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,1696,2,2,
"Shell Pipeline Co., L.P.",9/15/08,HL,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,3000,27,27,
"Shell Pipeline Co., L.P.",7/30/08,HL,CARSON,CA,LOS ANGELES,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,1057,0,0,
"Shell Pipeline Co., L.P.",6/19/08,HL,PASADENA,TX,HARRIS,CORROSION,UNSPECIFIED CORROSION,0,0,2000,0,0,
"Shell Pipeline Co., L.P.",4/11/08,HL,ROELLEN,TN,DYER,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,475025,0,0,
"Shell Pipeline Co., L.P.",4/4/08,HL,NORCO,LA,ST. CHARLES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,0,0,2100,0,0,
"Shell Pipeline Co., L.P.",3/24/08,HL,GONZALES,LA,ASCENSION,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,36125,1,1,
"Shell Pipeline Co., L.P.",1/16/08,HL,BERWICK,LA,ST. MARY,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,756300,265,70,
"Shell Pipeline Co., L.P.",1/12/08,HL,,LA,ST. JAMES,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",0,0,1500,5,1,
"Shell Pipeline Co., L.P.",10/18/07,HL,PORT ARTHUR,TX,JEFFERSON,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,0,4,0,
"Shell Pipeline Co., L.P.",4/24/07,HL,,CA,FRESNO,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,12384,6,6,
"Shell Pipeline Co., L.P.",4/17/07,HL,TRACY,CA,SAN JOAQUIN,CORROSION,EXTERNAL,0,0,1500400,428,100,
"Shell Pipeline Co., L.P.",3/27/07,HL,LOST HILLS,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,4150,2,2,
"Shell Pipeline Co., L.P.",1/31/07,HL,BATON ROUGE,LA,EAST BATON ROUGE,CORROSION,EXTERNAL,0,0,700420,20,20,
"Shell Pipeline Co., L.P.",11/27/06,HL,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,9500060,1,1,
"Shell Pipeline Co., L.P.",11/2/06,HL,PORT ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",0,0,9500,40,2,
"Shell Pipeline Co., L.P.",10/16/06,HL,PORT ARTHUR,TX,JEFFERSON,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,1031500,15,15,
"Shell Pipeline Co., L.P.",3/30/06,HL,PORT ARTHUR,TX,JEFFERSON,ALL OTHER CAUSES,MISCELLANEOUS,0,0,165000,11,0,
"Shell Pipeline Co., L.P.",3/29/06,HL,LOST HILLS,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,20000,4,4,
"Shell Pipeline Co., L.P.",2/15/06,HL,OFFSHORE,LA,,INCORRECT OPERATION,INCORRECT OPERATION,0,0,0,0,0,
"Shell Pipeline Co., L.P.",1/30/06,HL,TAFT,CA,KERN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,125860,1144,644,
"Shell Pipeline Co., L.P.",1/21/06,HL,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,8,0,0,
"Shell Pipeline Co., L.P.",1/18/06,HL,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,8,0,0,
"Shell Pipeline Co., L.P.",1/7/06,HL,,LA,PLAQUEMINES,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,710000,3,3,
Southern California Gas Co,11/19/14,GT,BAKERSFIELD,CA,KERN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,242897,148076,,
Southern California Gas Co,10/15/14,GT,PALMDALE,CA,LOS ANGELES,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,51369,166,,
Southern California Gas Co,7/18/14,GT,BRAWLEY,CA,IMPERIAL,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,425447,153112,,
Southern California Gas Co,5/10/13,GT,TEMPLETON,CA,SAN LUIS OBISPO,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,319000,68000,,
Southern California Gas Co,1/6/13,GT,PLAYA DEL REY,CA,LOS ANGELES,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,959750,9250,,
Southern California Gas Co,7/10/11,GT,CAMARILLO,CA,VENTURA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,221500,20500,,
Southern California Gas Co,8/7/10,GT,LOST HILLS,CA,KERN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,445000,285000,,
Southern California Gas Co,8/3/09,GT,WESTMINSTER,CA,ORANGE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,63000,2000,,
Southern California Gas Co,1/14/09,GT,BAKERSFIELD,CA,KERN,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,50000,5000,,
Southern California Gas Co,2/5/07,GT,VENTURA,CA,VENTURA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,75000,13000,,
Southern California Gas Co,1/20/07,GT,BRAWLEY,CA,IMPERIAL,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,175000,150000,,
Southern California Gas Co,12/11/06,GT,LOS ANGELES,CA,LOS ANGELES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,200000,110000,,
Southern California Gas Co,5/4/06,GT,CALIPATRIA,CA,IMPERIAL,ALL OTHER CAUSES,MISCELLANEOUS,0,0,320000,20000,,
Southern California Gas Co,2/4/06,GT,NORTHRIDGE,CA,LOS ANGELES,ALL OTHER CAUSES,MISCELLANEOUS,0,0,55000,0,,
Southwest Gas Corp,5/7/15,GT,LAUGHLIN,NV,CLARK,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,76009,2800,,
Southwest Gas Corp,11/13/14,GT,LAUGHLIN,NV,CLARK COUNTY,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,126118,105864,,
Southwest Gas Corp,12/6/06,GT,LAS VEGAS,NV,CLARK,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,59784,22076,,
Standard Pacific Gas Line Inc,3/8/12,GT,MARTINEZ,CA,CONTRA COSTA COUNTY,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,63200,3200,,
Tesoro Logistics Operations Llc - Southern California,8/5/13,HL,CARSON,CA,LOS ANGELES,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,2907080,130,0,
Thums Long Beach Co,8/6/10,GG,LONG BEACH,CA,LOS ANGELES,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,75000,,,0
Tidelands Oil Production Company,9/1/11,HL,LONG BEACH,CA,,CORROSION,EXTERNAL,0,0,26000,0,0,
Transwestern Pipeline Company Llc,2/22/15,GT,CORONA,NM,LINCOLN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,365386,365386,,
Transwestern Pipeline Company Llc,11/10/11,GT,SELIGMAN,AZ,YAVAPAI,CORROSION,EXTERNAL,0,0,320997,305047,,
Transwestern Pipeline Company Llc,3/27/10,GT,WHITE DEER,TX,CARSON,NATURAL FORCE DAMAGE,LIGHTNING,0,0,91005,45153,,
Transwestern Pipeline Company Llc,2/24/09,GT,BUCKEYE,AZ,MARICOPA,ALL OTHER CAUSES,MISCELLANEOUS,0,0,132000,107000,,
Ultramar Inc,7/2/08,HL,WILMINGTON,CA,LOS ANGELES,CORROSION,EXTERNAL,0,0,135678,6,3,800
Ultramar Inc,6/11/08,HL,WILMINGTON,CA,LOS ANGELES,CORROSION,EXTERNAL,0,0,625476,77,6,1092
Valero Refining Company - California,6/25/14,HL,BENICIA,CA,SOLANO,CORROSION,INTERNAL,0,0,51000,22,0,
Valero Refining Company - California,8/24/11,HL,BENICIA,CA,SOLANO,CORROSION,EXTERNAL,0,0,580000,5,0,
"Venoco, Inc",11/28/09,HL,GOLETA,CA,SANTA BARBARA,CORROSION,UNSPECIFIED CORROSION,0,0,10280,4,0,280
"Venoco, Inc",10/15/08,HL,CARPINTERIA,CA,SANTA BARBARA,CORROSION,UNSPECIFIED CORROSION,0,0,0,0,0,0
"Venoco, Inc",6/5/06,GT,PITTSBURG,CA,CONTRA COSTA,CORROSION,EXTERNAL,0,0,70000,,,5000
Vintage Production California Llc,7/19/09,GG,SANTA PAULA,CA,VENTURA,CORROSION,INTERNAL,0,0,20900,,,5000
Vintage Production California Llc,4/13/09,HL,LA HABRA HEIGHTS,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,881250,25,6,1250
West Coast Terminal Pipeline  (Wctp),9/25/12,HL,CARSON,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,93318,19,0,
